spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;F0min;F0max;F0sd;syllmfa_equals_syllnuclei;deb;fin;file;ID
dec2022-002_002-003_SPEAKER_00;okay;INTJ;2;oO;oO;Oo;[67.7, 41.3];Oo;Oo;Oo;[329.492068321314, 121.66473495669234];[97, 67];[57.79241489326472, 51.029723598013064];[42, 5];[0.09000000000000001, 0.06999999999999995];[64, 52];119.72066028146077;131.1343749278841;4.231074096115841;True;0.11;0.41;dec2022-002_002-003_SPEAKER_00_0.TextGrid;RoswkUh
dec2022-002_002-003_SPEAKER_00;talking;VERB;2;Oo;Oo;Oo;[60, 38.3];Oo;Oo;Oo;[126.83125540026838, 125.80672250290658];[82, 80];[59.1265744442617, 56.099978737545555];[54, 22];[0.04999999999999982, 0.03000000000000025];[44, 13];124.50213980208922;126.87025646855956;1.202640674311567;True;3.87;4.21;dec2022-002_002-003_SPEAKER_00_0.TextGrid;yOUndS7
dec2022-002_002-003_SPEAKER_00;today;NOUN;2;oO;oO;oO;[33, 78];Oo;oO;oO;[128.8444669322896, 121.96497666364736];[84, 69];[49.25342656042694, 63.19109811792214];[2, 89];[0.03000000000000025, 0.1200000000000001];[13, 76];119.70028933326317;129.37650980807916;2.6540297216965123;False;4.21;4.51;dec2022-002_002-003_SPEAKER_00_0.TextGrid;25SWcaC
dec2022-002_002-003_SPEAKER_00;about;ADP;2;oO;oO;oO;[43, 44.7];Oo;Oo;oO;[119.61445929704702, 114.3338496296974];[57, 26];[59.39152864736447, 56.5503065975966];[59, 28];[0.03000000000000025, 0.1299999999999999];[13, 80];112.99837993861193;118.47461135707644;1.350422335103174;False;4.51;4.92;dec2022-002_002-003_SPEAKER_00_0.TextGrid;HLx2geM
dec2022-002_002-003_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[26.7, 56.7, 43.3, 80];oooO;oooO;oooO;[120.35044815866493, 119.60648022393859, 132.26186170101997, 143.2857678233188];[61, 57, 89, 94];[52.8727340091633, 58.96485869001711, 52.54604978498073, 59.15906570220586];[6, 52, 5, 55];[0.03000000000000025, 0.08000000000000007, 0.040000000000000036, 0.20000000000000018];[13, 61, 36, 91];135.71442087989686;160.92278273833503;7.840339774614476;False;5.09;5.92;dec2022-002_002-003_SPEAKER_00_0.TextGrid;NVvOipb
dec2022-002_002-003_SPEAKER_00;classroom;NOUN;2;Oo;Oo;Oo;[49, 25];Oo;oO;Oo;[124.06409396923647, 79.73904988785603];[76, 0];[53.59963833567788, 56.75580577518917];[10, 31];[0.08000000000000007, 0.04999999999999982];[61, 44];77.81347540961342;83.2428282688997;2.2832885867636716;True;6.22;6.9;dec2022-002_002-003_SPEAKER_00_0.TextGrid;Ru3MoBQ
dec2022-002_002-003_SPEAKER_00;about;ADP;2;oO;oO;oO;[19.3, 24.7];Oo;Oo;oO;[114.62357283694413, 112.5546234617335];[27, 15];[56.139484550965086, 53.487539345328216];[23, 9];[0.02999999999999936, 0.05999999999999872];[8, 50];111.435273718809;114.83472010935755;1.2040028907207005;True;8.99;9.37;dec2022-002_002-003_SPEAKER_00_0.TextGrid;yDhhg8D
dec2022-002_002-003_SPEAKER_00;okay;INTJ;2;oO;oO;Oo;[77.7, 62.3];oO;Oo;Oo;[400.97918610574743, 528.5767923037743];[98, 99];[67.86933430443258, 61.63670652747153];[99, 78];[0.040000000000000036, 0.030000000000000027];[36, 10];497.6224327934234;542.4468229362371;21.207739130441578;False;0.58;0.68;dec2022-002_002-003_SPEAKER_00_1.TextGrid;GL5seZt
dec2022-002_002-003_SPEAKER_00;absolutely;ADV;4;ooOo;ooOo;oOoo;[65.7, 72.7, 35.3, 61.3];oooO;Oooo;oOoo;[129.61149885297013, 292.39262563640256, 138.6992722845984, 403.1918702324224];[85, 97, 93, 99];[59.354459058948045, 59.30926519472683, 50.024831718520204, 56.73708928297113];[58, 57, 3, 31];[0.07000000000000006, 0.08999999999999986, 0.030000000000000027, 0.07000000000000006];[54, 64, 10, 54];254.69995629671644;490.46836041392163;88.71624722001421;True;1.39;1.95;dec2022-002_002-003_SPEAKER_00_1.TextGrid;UT3f9dG
dec2022-002_002-003_SPEAKER_00;any;DET;2;Oo;Oo;oO;[61.7, 63];Oo;oO;Oo;[160.54667014762592, 131.70598181767383];[95, 89];[57.1767590627692, 59.90682248908473];[36, 64];[0.07000000000000006, 0.040000000000000036];[54, 36];130.07194599247262;134.17973098197848;1.6722101285985398;False;1.95;2.1;dec2022-002_002-003_SPEAKER_00_1.TextGrid;cSnbd0f
dec2022-002_002-003_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[84.7, 38.3];Oo;Oo;Oo;[183.2161038776416, 120.15958281026523];[96, 60];[61.99676905686932, 57.78246607844042];[82, 42];[0.1200000000000001, 0.03000000000000025];[76, 13];118.64467599967449;121.6458742188654;1.2880814372174885;True;2.1;2.62;dec2022-002_002-003_SPEAKER_00_1.TextGrid;wS7iwHY
dec2022-002_002-003_SPEAKER_00;students;NOUN;2;Oo;Oo;Oo;[70.3, 29];Oo;Oo;Oo;[121.58459794444643, 111.21875784167642];[65, 7];[62.24481008272367, 57.13893756293812];[85, 36];[0.08000000000000007, 0.04999999999999982];[61, 44];110.60947745936564;111.56866288280754;0.36190923234111394;False;4.61;5.57;dec2022-002_002-003_SPEAKER_00_1.TextGrid;cI0nu9d
dec2022-002_002-003_SPEAKER_00;technologies;NOUN;4;oOoo;oOoo;oooO;[10.7, 28, 28, 62.3];oooO;oooO;oooO;[112.4254041796841, 112.16598896665253, 120.32090515131327, 129.07992515544183];[14, 12, 60, 84];[51.88455291742116, 53.845291293775006, 53.69209648876574, 56.43186811187426];[5, 11, 11, 27];[0.03000000000000025, 0.08000000000000007, 0.03000000000000025, 0.1200000000000001];[13, 61, 13, 76];120.23514946221842;134.53271539996754;3.5922434086092268;False;6.51;7.67;dec2022-002_002-003_SPEAKER_00_1.TextGrid;FP5J2Ut
dec2022-002_002-003_SPEAKER_00;aspects;NOUN;2;Oo;Oo;Oo;[48.7, 47.3];Oo;oO;Oo;[117.99353365361222, 117.12962980306713];[48, 42];[55.34588040635866, 56.90837173263225];[18, 32];[0.13000000000000078, 0.09999999999999964];[80, 68];112.78884271449728;120.88741222891996;3.2107159964483456;False;9.94;10.58;dec2022-002_002-003_SPEAKER_00_1.TextGrid;FzvaPl7
dec2022-002_002-003_SPEAKER_00;dangerous;ADJ;3;Ooo;Ooo;Ooo;[62.7, 54.7, 44.7];oOo;Ooo;Ooo;[118.51274501643685, 120.97983385745529, 118.62385632078869];[51, 64, 51];[59.884164875264716, 57.812082888256136, 57.00482820233089];[64, 43, 35];[0.10999999999999943, 0.07000000000000028, 0.05000000000000071];[73, 57, 48];117.99809827555532;119.21897293200307;0.43528232655357174;True;11.06;11.68;dec2022-002_002-003_SPEAKER_00_1.TextGrid;M82FSfY
dec2022-002_002-003_SPEAKER_00;bullying;VERB;3;Ooo;Ooo;Ooo;[56.3, 40.7, 50];Ooo;Ooo;ooO;[150.94307073645288, 118.23951281340469, 116.15236034512887];[94, 49, 38];[60.1321173392653, 59.98027464170974, 59.13554408375202];[67, 65, 55];[0.02999999999999936, 0.02999999999999936, 0.07000000000000028];[8, 8, 57];114.15668320528766;117.97767073875445;1.4933694027449578;False;13.04;13.74;dec2022-002_002-003_SPEAKER_00_1.TextGrid;P1m2wrP
dec2022-002_002-003_SPEAKER_00;system;NOUN;2;Oo;Oo;Oo;[71.3, 67.7];Oo;Oo;oO;[125.55231536753597, 120.77654482328279];[80, 63];[62.563594572838156, 60.323897355080234];[86, 69];[0.05000000000000071, 0.10000000000000142];[48, 71];116.8836611316564;128.7679111912611;3.7679332843384024;True;20.07;20.71;dec2022-002_002-003_SPEAKER_00_1.TextGrid;d9TNKwa
dec2022-002_002-003_SPEAKER_00;control;NOUN;2;oO;oO;Oo;[39.3, 39];Oo;oO;Oo;[124.61955099165453, 111.30808903681063];[78, 8];[53.069141147711974, 61.903970309017815];[7, 81];[0.03999999999999915, 0.030000000000001137];[33, 28];109.94128591515582;112.45315171985926;1.1403759885531268;False;20.87;21.55;dec2022-002_002-003_SPEAKER_00_1.TextGrid;qsfRE7f
dec2022-002_002-003_SPEAKER_00;teachers;NOUN;2;Oo;Oo;Oo;[47.3, 43.7];Oo;Oo;oO;[116.0593134342877, 110.2847712180179];[38, 3];[58.129558678874666, 57.45822570543746];[47, 39];[0.07000000000000028, 0.1999999999999993];[57, 89];105.59576210672208;120.50698754263234;3.5135227965470475;True;29.44;30.32;dec2022-002_002-003_SPEAKER_00_1.TextGrid;PQcHcvR
dec2022-002_002-003_SPEAKER_00;students;NOUN;2;Oo;Oo;oO;[27, 27.7];Oo;Oo;oO;[112.31624652462997, 111.43691782918447];[13, 9];[55.782201108203864, 54.32801605684963];[20, 13];[0.05000000000000071, 0.08000000000000185];[48, 61];110.23176628044136;112.91043949148734;0.8750971885770703;True;30.86;31.7;dec2022-002_002-003_SPEAKER_00_1.TextGrid;LaPStwG
dec2022-002_002-003_SPEAKER_00;using;VERB;2;Oo;Oo;Oo;[44.3, 24];oO;Oo;Oo;[114.25568828116623, 115.32355693293864];[25, 33];[58.05562369051716, 52.879859436258755];[46, 6];[0.0800000000000054, 0.03999999999999915];[62, 33];111.89610004036048;121.1841452989522;4.048812837806641;True;32.04;32.48;dec2022-002_002-003_SPEAKER_00_1.TextGrid;iZK8nHK
dec2022-002_002-003_SPEAKER_00;about;ADP;2;oO;oO;oO;[23.7, 27];oO;Oo;OO;[115.60640300708, 118.69055631881709];[36, 52];[52.974261394046906, 48.17844566098961];[7, 1];[0.030000000000001137, 0.030000000000001137];[28, 28];117.34023085568568;120.0408817819485;1.1621751179261712;False;33.31;33.57;dec2022-002_002-003_SPEAKER_00_1.TextGrid;3nRL4hE
dec2022-002_002-003_SPEAKER_00;also;ADV;2;Oo;Oo;oO;[29.3, 56.7];Oo;oO;oO;[121.62864395366734, 114.7516733829262];[66, 29];[54.567581184663524, 57.83238852913378];[13, 43];[0.029999999999999805, 0.3500000000000001];[9, 98];109.62806404401117;119.4939146316166;2.593690839412729;True;2.41;3.1;dec2022-002_002-003_SPEAKER_00_2.TextGrid;ckSAH9u
dec2022-002_002-003_SPEAKER_00;verify;VERB;3;Ooo;Ooo;Ooo;[61.7, 53, 52.3];Ooo;oOo;ooO;[119.2038454522045, 117.80485944111423, 114.14152438671869];[56, 46, 23];[60.469955488663096, 61.434865702019785, 58.03154234967448];[70, 77, 45];[0.07999999999999963, 0.040000000000000036, 0.1900000000000004];[59, 36, 89];109.5515812245782;124.13916680596692;4.155575591954242;True;3.18;4.2;dec2022-002_002-003_SPEAKER_00_2.TextGrid;Yz1Hw3A
dec2022-002_002-003_SPEAKER_00;history;NOUN;2;Ooo/Oo;Oo;Oo;[73.7, 55.3];Oo;Oo;OO;[118.85357211756703, 114.02934528292705];[53, 22];[60.89584141995529, 58.70285450412838];[74, 50];[0.23000000000000043, 0.23000000000000043];[94, 94];109.2108760447235;118.84340146724105;2.632430088746801;False;5.26;6.04;dec2022-002_002-003_SPEAKER_00_2.TextGrid;BiNDTfJ
dec2022-002_002-003_SPEAKER_00;example;NOUN;3;oOo;oOo;ooO;[35.3, 17.7, 41.7];Ooo;ooO;oOo;[122.05171140191949, 111.69258595219375, 118.57576762442291];[69, 10, 51];[53.35316532390349, 53.682345148376676, 58.09269327660625];[9, 10, 46];[0.030000000000001137, 0.03999999999999915, 0.030000000000001137];[28, 33, 28];111.82232949130979;125.92250116470115;6.282052536267842;True;8.68;9.0;dec2022-002_002-003_SPEAKER_00_2.TextGrid;UNpAL7h
dec2022-002_002-003_SPEAKER_00;computers;NOUN;3;oOo;oOo;ooO;[32, 44.7, 63.7];Ooo;ooO;ooO;[120.00887432926399, 115.44590327936206, 114.65784726022666];[59, 34, 28];[53.35411331385571, 59.82298263979797, 60.197168448700374];[9, 63, 68];[0.030000000000001137, 0.040000000000000924, 0.2400000000000002];[28, 37, 95];113.1407942043054;117.24126037373765;1.206695367897129;False;9.07;9.88;dec2022-002_002-003_SPEAKER_00_2.TextGrid;BjzjTfK
dec2022-002_002-003_SPEAKER_00;devices;NOUN;3;oOo;oOo;ooO;[3.7, 34.3, 68.3];ooO;ooO;oOo;[106.70114369892171, 112.1579850570242, 131.41187714002245];[0, 11, 88];[49.834431109576144, 55.32815193029005, 59.969173587826866];[3, 17, 65];[0.02999999999999936, 0.11999999999999922, 0.06999999999999851];[8, 75, 52];125.13269523822211;136.65575864863928;4.81172282320812;True;10.36;11.1;dec2022-002_002-003_SPEAKER_00_2.TextGrid;FK6yhv2
dec2022-002_002-003_SPEAKER_00;students;NOUN;2;Oo;Oo;oO;[29, 46.7];oO;oO;oO;[112.296635113923, 119.9362335601233];[12, 58];[56.459410726535204, 56.657032083130176];[27, 30];[0.05000000000000071, 0.06999999999999851];[48, 52];117.70573934397143;123.55580045331862;2.2855746784914213;True;12.78;13.4;dec2022-002_002-003_SPEAKER_00_2.TextGrid;WjY1CSd
dec2022-002_002-003_SPEAKER_00;moderated;VERB;4;Oooo;Oooo;oOoo;[74, 79.3, 78.3, 78];oooO;Oooo;Oooo;[118.67938280153832, 127.62812588468174, 129.66578995202275, 169.0399856291585];[52, 82, 86, 95];[66.07834215523832, 64.58819564049668, 62.36208878730581, 62.88424805935459];[97, 92, 85, 89];[0.10999999999999943, 0.08999999999999986, 0.08999999999999986, 0.05999999999999872];[73, 64, 64, 50];166.52703229907516;174.37826434892776;2.7677739066844453;False;14.77;15.6;dec2022-002_002-003_SPEAKER_00_2.TextGrid;OGSSD2Q
dec2022-002_002-003_SPEAKER_00;behind;ADP;2;oO;oO;Oo;[41.3, 39];Oo;Oo;oO;[120.97946988468021, 113.13507650198657];[64, 17];[56.84161178413854, 54.339832280262975];[32, 13];[0.030000000000001137, 0.17999999999999972];[28, 87];112.14773777081356;114.57278401126304;0.8307859024139593;False;21.6;22.94;dec2022-002_002-003_SPEAKER_00_2.TextGrid;RF8oIpe
dec2022-002_002-003_SPEAKER_00;only;ADV;2;Oo;Oo;Oo;[72.7, 48];Oo;oO;Oo;[133.81659370100954, 128.52806579027498];[90, 83];[59.13335185681424, 59.54655125693523];[55, 60];[0.10999999999999943, 0.029999999999997584];[73, 1];127.58403144511972;129.38869357938884;0.9052175677201654;False;25.38;25.63;dec2022-002_002-003_SPEAKER_00_2.TextGrid;C7IIIlf
dec2022-002_002-003_SPEAKER_00;educative;ADJ;4;ooOo;ooOo;ooOo;[63.7, 41, 77, 45.7];oOoo;ooOo;ooOo;[124.37695685395722, 125.93880528718572, 123.15225563384256, 112.71149849378672];[77, 81, 73, 16];[61.18379252289085, 54.87690944953562, 62.6486539374105, 59.70163516768238];[76, 14, 87, 62];[0.0400000000000027, 0.030000000000001137, 0.10000000000000142, 0.0799999999999983];[38, 28, 71, 59];109.72659352119472;117.12682218087808;2.4305548958531067;False;27.88;28.61;dec2022-002_002-003_SPEAKER_00_2.TextGrid;JvPttAn
dec2022-002_002-003_SPEAKER_00;example;NOUN;3;oOo;oOo;ooO;[32, 18.7, 61.7];ooO;ooO;ooO;[113.42768806964496, 113.3536460202755, 124.15098468266113];[18, 18, 77];[58.76970511004598, 53.53065137950355, 61.13401777099198];[50, 10, 75];[0.030000000000001137, 0.030000000000001137, 0.03999999999999915];[28, 28, 33];122.96548977204117;125.1009372030499;0.8926878056319876;False;28.97;30.2;dec2022-002_002-003_SPEAKER_00_2.TextGrid;9z6zRfB
dec2022-002_002-003_SPEAKER_00;also;ADV;2;Oo;Oo;OO;[74.3, 74.3];oO;Oo;Oo;[121.6666737007323, 133.31109924491292];[67, 90];[62.6736254765999, 61.6917804455364];[88, 79];[0.10000000000000009, 0.07000000000000006];[68, 54];130.13662986475737;139.7892647749585;3.3529811634202966;True;1.47;1.84;dec2022-002_002-003_SPEAKER_00_3.TextGrid;n5evwF0
dec2022-002_002-003_SPEAKER_00;open;ADJ;2;Oo;Oo;Oo;[71.3, 32];Oo;Oo;Oo;[120.46672640545984, 118.43521426036695];[61, 49];[60.40840512213047, 57.408790075080766];[69, 38];[0.1599999999999997, 0.029999999999999805];[84, 9];118.30239683851802;118.52788897366071;0.11798412410324605;False;2.66;3.27;dec2022-002_002-003_SPEAKER_00_3.TextGrid;Mw4lrho
dec2022-002_002-003_SPEAKER_00;technological;ADJ;5;ooOoo;ooOoo;Ooooo;[69, 66, 46.7, 47, 42];oOooo;oOooo;Ooooo;[116.41939297048485, 276.9800144488574, 110.36592915341609, 111.1882616885563, 117.62814190111399];[38, 96, 4, 6, 44];[60.72119370095865, 65.26265989021086, 60.20598297657022, 59.337644865168095, 60.847494239565954];[73, 94, 68, 58, 74];[0.28000000000000114, 0.02999999999999936, 0.09999999999999964, 0.120000000000001, 0.02999999999999936];[96, 8, 68, 77, 8];116.34322012111829;118.76311159369413;1.2168947802302106;True;9.59;10.6;dec2022-002_002-003_SPEAKER_00_3.TextGrid;UqpKaVo
dec2022-002_002-003_SPEAKER_00;devices;NOUN;3;oOo;oOo;Ooo;[57.3, 52.3, 30.3];Ooo;Ooo;oOo;[121.34405207540213, 116.8437773679863, 119.19828438276676];[65, 41, 56];[66.90907482962474, 60.21086172221955, 52.9189184694347];[99, 68, 7];[0.02999999999999936, 0.05000000000000071, 0.030000000000001137];[8, 48, 28];118.88285105959346;119.51371770594007;0.27148177944201346;False;10.6;11.06;dec2022-002_002-003_SPEAKER_00_3.TextGrid;1KatgoB
dec2022-002_002-003_SPEAKER_00;every;DET;2;Ooo/Oo;Oo;Oo;[67, 37.3];Oo;Oo;OO;[372.9724634466323, 170.69951665683672];[97, 96];[65.72561909701906, 53.25189257460984];[96, 8];[0.02999999999999936, 0.02999999999999936];[8, 8];129.15493795207723;212.2440953615962;41.54457870475949;False;12.96;13.09;dec2022-002_002-003_SPEAKER_00_3.TextGrid;klwxBoo
dec2022-002_002-003_SPEAKER_00;permit;VERB;2;oO/Oo;oO;Oo;[23, 21.7];Oo;Oo;OO;[115.51242649322616, 115.11924520911487];[35, 32];[56.42230492208583, 56.30142245613988];[26, 25];[0.02999999999999936, 0.02999999999999936];[8, 8];114.45578244074083;115.8562237690995;0.7031091005355046;False;15.54;15.73;dec2022-002_002-003_SPEAKER_00_3.TextGrid;kvTxtsA
dec2022-002_002-003_SPEAKER_00;students;NOUN;2;Oo;Oo;oO;[31.7, 48.3];Oo;oO;oO;[121.65969687472793, 112.41475885716703];[66, 13];[45.28762585005157, 59.04631030766812];[1, 53];[0.030000000000001137, 0.129999999999999];[28, 79];108.27517807710647;116.04334803171024;2.6424532928689164;False;16.25;17.71;dec2022-002_002-003_SPEAKER_00_3.TextGrid;UVrWRm8
dec2022-002_002-003_SPEAKER_00;teachers;NOUN;2;Oo;Oo;oO;[28.7, 33.3];Oo;Oo;oO;[112.85225514262495, 110.80053902254214];[16, 5];[57.36460500667779, 56.231743193101195];[37, 24];[0.03999999999999915, 0.10000000000000142];[33, 71];109.38181983592993;112.39933910670275;1.0785742039195976;False;23.64;24.09;dec2022-002_002-003_SPEAKER_00_3.TextGrid;H2Ajdvz
dec2022-002_002-003_SPEAKER_00;around;ADP;2;oO;oO;OO;[68.7, 68.7];OO;OO;OO;[388.22021415068235, 384.9299763133976];[98, 98];[61.778029170229324, 61.778029170229466];[80, 80];[0.030000000000001137, 0.030000000000001137];[28, 28];373.52495373710246;394.6360980025313;8.794063531305397;False;24.33;24.49;dec2022-002_002-003_SPEAKER_00_3.TextGrid;sIZJ6pD
dec2022-002_002-003_SPEAKER_00;doing;VERB;2;Oo;Oo;Oo;[44, 17.3];oO;Oo;Oo;[109.12732357215594, 110.02571965361165];[1, 2];[59.06890364932431, 55.15136899764343];[54, 17];[0.120000000000001, 0.03999999999999915];[77, 33];107.50967338814348;113.49690097601898;2.521688293625589;False;25.85;26.09;dec2022-002_002-003_SPEAKER_00_3.TextGrid;qAMxus1
dec2022-002_002-003_SPEAKER_00;maybe;ADV;2;Oo;Oo;oO;[22.3, 51];oO;oO;oO;[110.79081074611555, 116.0342813927139];[5, 37];[56.938411639709514, 61.081140956328];[34, 75];[0.030000000000001137, 0.04999999999999716];[28, 41];112.66169259509024;118.06409199604845;2.267993703648058;False;32.88;33.11;dec2022-002_002-003_SPEAKER_00_3.TextGrid;yZE9TKY
dec2022-002_002-003_SPEAKER_00;system;NOUN;2;Oo;Oo;oO;[17, 29.3];oO;Oo;OO;[113.18783378181688, 119.72033701938199];[17, 58];[52.85610679782074, 48.814763758509145];[6, 2];[0.030000000000001137, 0.030000000000001137];[28, 28];119.2537296452703;120.18694439349369;0.4015916864782612;False;34.35;34.94;dec2022-002_002-003_SPEAKER_00_3.TextGrid;gYnFb87
dec2022-002_002-003_SPEAKER_00;insert;VERB;2;oO/Oo;oO;Oo;[70.7, 32.3];oO;Oo;Oo;[117.20254485510159, 121.92798470581322];[42, 68];[62.54150152288548, 44.8228188228848];[86, 1];[0.1599999999999966, 0.030000000000001137];[84, 28];121.62826815142195;122.2277012602045;0.25795493860890617;True;38.67;39.6;dec2022-002_002-003_SPEAKER_00_3.TextGrid;p0vLh6D
dec2022-002_002-003_SPEAKER_00;verify;VERB;3;Ooo;Ooo;oOo;[28.7, 40.3, 31];Ooo;Ooo;oOo;[113.89312418432954, 112.48333920071506, 111.22405383898831];[21, 14, 7];[56.1912869465334, 55.13012979394102, 55.04596207695665];[24, 16, 15];[0.04999999999999716, 0.20000000000000284, 0.10000000000000142];[41, 91, 71];108.42170880791869;114.10037812124756;1.819126855612117;False;46.27;47.22;dec2022-002_002-003_SPEAKER_00_3.TextGrid;HO0qHmV
dec2022-002_002-003_SPEAKER_00;already;ADV;3;oOo;oOo;Ooo;[71.7, 67, 20.7];Ooo;OOo;oOo;[124.02490530213015, 114.28482624530727, 114.86499915106937];[76, 25, 30];[66.60646990718114, 66.43248378816448, 50.6481679357686];[98, 98, 4];[0.04999999999999716, 0.12999999999999545, 0.030000000000001137];[41, 78, 28];113.86975460139112;115.89086833523046;0.8725996051576262;False;50.99;51.39;dec2022-002_002-003_SPEAKER_00_3.TextGrid;i5rV950
dec2022-002_002-003_SPEAKER_00;computer;NOUN;3;oOo;oOo;ooO;[41, 66, 89.3];ooO;ooO;ooO;[120.05558258614688, 120.56294780551136, 122.87529658471188];[59, 61, 72];[56.31396434592818, 62.874890441201735, 66.88789607670262];[25, 89, 98];[0.04000000000000625, 0.05000000000000426, 0.3500000000000014];[39, 48, 98];121.30274943245202;126.31992780042161;1.1357960588243992;True;55.12;55.88;dec2022-002_002-003_SPEAKER_00_3.TextGrid;JHwczOn
dec2022-002_002-003_SPEAKER_00;making;VERB;2;Oo;Oo;Oo;[56, 38.3];oO;Oo;Oo;[109.42282573930461, 121.62009514232048];[2, 65];[62.04523021755197, 56.07078656382648];[83, 22];[0.14999999999999858, 0.030000000000001137];[83, 28];117.19533061407887;125.82882826261849;3.914481109670733;True;58.02;58.61;dec2022-002_002-003_SPEAKER_00_3.TextGrid;nMnv9Db
dec2022-002_002-003_SPEAKER_00;filters;NOUN;2;Oo;Oo;oO;[53, 73];oO;Oo;oO;[119.37186829124492, 120.72550074091087];[57, 62];[59.62593862434, 59.45481380841167];[61, 60];[0.04999999999999716, 0.30000000000000426];[41, 97];117.08353311150653;129.35518002601017;2.8340619971267937;False;60.45;61.4;dec2022-002_002-003_SPEAKER_00_3.TextGrid;OcNtiDG
dec2022-002_002-003_SPEAKER_00;reducing;VERB;3;oOo;oOo;oOo;[47.3, 63, 53];ooO;Ooo;oOo;[111.93972614014304, 117.69376449925062, 121.66214975471249];[11, 44, 67];[64.45256728333975, 62.705950653660594, 59.419787271225616];[92, 88, 59];[0.04000000000000625, 0.07000000000000028, 0.03999999999999915];[39, 57, 33];120.36233348203295;122.48668738341222;0.9235572350272373;False;62.28;62.84;dec2022-002_002-003_SPEAKER_00_3.TextGrid;cIImrm0
dec2022-002_002-003_SPEAKER_00;example;NOUN;3;oOo;oOo;Ooo;[33, 28.3, 22.7];oOo;Ooo;oOo;[110.4185839462472, 110.9638749148296, 110.5115162197238];[4, 6, 5];[59.188936767418554, 54.860136569862455, 57.06909637854145];[56, 14, 35];[0.04000000000000625, 0.09000000000000341, 0.03999999999999204];[39, 65, 28];105.88295065101052;116.31573975330431;4.433897493850483;True;65.35;65.77;dec2022-002_002-003_SPEAKER_00_3.TextGrid;nkUuEEb
dec2022-002_002-003_SPEAKER_00;hour;NOUN;2;Oo;Oo;oO;[66.3, 80];oO;Oo;Oo;[115.22503943065489, 124.61448000874202];[32, 78];[60.61823584485961, 60.302974604603584];[71, 69];[0.25, 0.21999999999999886];[96, 93];118.07912131259;136.76726223110919;6.16037779123947;False;68.42;68.89;dec2022-002_002-003_SPEAKER_00_3.TextGrid;2iy6iwn
dec2022-002_002-003_SPEAKER_00;also;ADV;2;Oo;Oo;oO;[31.7, 78];oO;oO;oO;[113.8794582911122, 122.71966601342245];[21, 72];[57.675191941243575, 66.18312253574844];[40, 97];[0.039999999999999925, 0.09000000000000008];[34, 65];120.1064401809688;126.74116340944052;2.116345597497844;True;0.9;1.32;dec2022-002_002-003_SPEAKER_00_4.TextGrid;6G9pgY1
dec2022-002_002-003_SPEAKER_00;only;ADV;2;Oo;Oo;Oo;[61.3, 54.7];Oo;Oo;oO;[117.8059441654989, 114.3012237988984];[46, 25];[58.92912468541725, 57.688255288740095];[51, 40];[0.16999999999999993, 0.3599999999999999];[87, 99];112.11646571131786;117.71464847305374;1.4731016332841587;True;1.77;2.38;dec2022-002_002-003_SPEAKER_00_4.TextGrid;gpyfJ8V
dec2022-002_002-003_SPEAKER_00;computers;NOUN;3;oOo;oOo;ooO;[34, 47.7, 63];Ooo;ooO;ooO;[118.79934211141332, 117.87976175158475, 115.06140543954206];[53, 47, 31];[57.32750631672231, 58.98280308344359, 60.16232867728854];[36, 52, 67];[0.03000000000000025, 0.04999999999999982, 0.20000000000000018];[13, 44, 91];112.24542615076494;120.1647625105248;2.0373021562405236;True;2.5;3.27;dec2022-002_002-003_SPEAKER_00_4.TextGrid;qMfbXrj
dec2022-002_002-003_SPEAKER_00;also;ADV;2;Oo;Oo;oO;[52, 71.3];oO;oO;oO;[114.63823042291399, 116.60592745127487];[28, 39];[62.15716716237051, 62.666502871499205];[84, 88];[0.04999999999999982, 0.16999999999999993];[44, 87];113.20919433488069;121.93349885484322;2.5107455494789637;True;5.65;6.13;dec2022-002_002-003_SPEAKER_00_4.TextGrid;1rRyDJO
dec2022-002_002-003_SPEAKER_00;continue;VERB;3;oOo;oOo;oOo;[29, 35.7, 25.3];Ooo;ooO;ooO;[121.2468485490604, 118.94783303322927, 112.51262767421896];[64, 54, 15];[55.04238147996175, 56.29412047493946, 56.63490203260861];[15, 25, 28];[0.02999999999999936, 0.030000000000001137, 0.03999999999999915];[8, 28, 33];111.48499942954632;113.41447585516107;1.0437112210435406;True;10.09;10.61;dec2022-002_002-003_SPEAKER_00_4.TextGrid;vyeIDGu
dec2022-002_002-003_SPEAKER_00;information;NOUN;4;ooOo;ooOo;ooOo;[29.7, 24.3, 39.3, 32.3];oOoo;Oooo;ooOo;[112.05976156724631, 115.49099523245755, 113.74613234534378, 114.03945363684393];[11, 35, 20, 23];[57.75351299969204, 56.73271488117665, 56.710106012443006, 55.26037493504293];[41, 30, 30, 17];[0.040000000000000924, 0.02999999999999936, 0.09999999999999964, 0.07000000000000028];[37, 8, 68, 57];112.2729878578848;116.13945978934373;1.5348230255298008;False;13.7;14.48;dec2022-002_002-003_SPEAKER_00_4.TextGrid;ceDJrt3
