spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;F0min;F0max;F0sd;syllmfa_equals_syllnuclei;deb;fin;file;ID
dec2022-003_014-006_SPEAKER_01;important;NOUN;3;oOo;oOo;Ooo;[68, 43.3, 33.3];Ooo;Ooo;Ooo;[236.8577731224117, 236.47976379368546, 234.8949453862341];[79, 78, 76];[74.54081697241803, 68.46808692788598, 68.87107027239968];[75, 16, 19];[0.06000000000000005, 0.04999999999999982, 0.029999999999999805];[50, 36, 5];228.92842692851661;242.3133625549604;6.809561867791709;True;2.57;3.09;dec2022-003_014-006_SPEAKER_01_6.TextGrid;WEN3XxZ
dec2022-003_014-006_SPEAKER_01;prevent;VERB;2;oO;oO;Oo;[61.7, 44.3];Oo;Oo;oO;[222.88633677207758, 218.05790089746444];[55, 44];[76.88137864919041, 71.23599711110178];[93, 39];[0.050000000000000266, 0.06000000000000005];[37, 50];216.42073180390034;218.83915213785627;0.8864609019252817;False;3.17;3.56;dec2022-003_014-006_SPEAKER_01_6.TextGrid;mcGEhfm
dec2022-003_014-006_SPEAKER_01;limit;VERB;2;Oo;Oo;oO;[71, 72.3];oO;Oo;oO;[244.61465188818354, 293.90088641973693];[86, 97];[74.3135921296249, 71.55533872010118];[72, 42];[0.0699999999999994, 0.09999999999999964];[55, 78];281.273107637324;299.6218412690416;5.4022965304397506;False;7.48;8.0;dec2022-003_014-006_SPEAKER_01_6.TextGrid;8gHhviE
dec2022-003_014-006_SPEAKER_01;using;NOUN;2;Oo;Oo;oO;[75, 76.3];Oo;oO;oO;[233.67504452657766, 223.76939596120727];[74, 57];[75.14907365136348, 78.65397115481113];[82, 97];[0.08000000000000007, 0.08999999999999986];[69, 75];216.94495909495114;231.33605556440864;4.8536969935463325;False;9.48;10.0;dec2022-003_014-006_SPEAKER_01_6.TextGrid;UMvrhDn
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[39.7, 60.3];Oo;oO;oO;[224.73449480532997, 219.5656663816711];[60, 48];[70.65297028137985, 74.09449615642305];[33, 70];[0.03999999999999915, 0.07000000000000028];[26, 63];203.58058298755506;227.42365382257307;8.281181360852754;True;11.2;11.52;dec2022-003_014-006_SPEAKER_01_6.TextGrid;WHFgPuX
dec2022-003_014-006_SPEAKER_01;completely;ADV;3;oOo;oOo;Ooo;[75, 31, 34.3];Ooo;Ooo;ooO;[292.36355471420535, 236.8653511353443, 116.66125075135167];[97, 79, 4];[73.13568521192197, 67.36329823552664, 69.57779431731186];[59, 9, 24];[0.08000000000000007, 0.02999999999999936, 0.08999999999999986];[69, 5, 75];90.8064739034987;140.7898555029264;16.88644656259116;True;12.47;13.04;dec2022-003_014-006_SPEAKER_01_6.TextGrid;7l0NbGg
dec2022-003_014-006_SPEAKER_01;understand;VERB;3;ooO;ooO;oOo;[42.3, 52.7, 13];oOo;oOo;OOo;[215.33027475011502, 223.11554894914886, 136.14904493368718];[35, 56, 6];[72.01043654186266, 73.20859945631625, 68.29039587081506];[49, 59, 15];[0.05000000000000071, 0.05000000000000071, 0.030000000000001137];[43, 43, 18];112.46579886385945;206.7844565887221;47.090429191263404;True;13.08;13.55;dec2022-003_014-006_SPEAKER_01_6.TextGrid;GVAotwg
dec2022-003_014-006_SPEAKER_01;completely;ADV;3;oOo;oOo;ooO;[26, 51.3, 58.7];ooO;oOo;ooO;[216.294828564088, 230.98296377593394, 239.17228804840096];[39, 69, 82];[67.91739545755156, 74.99550010674224, 68.43344170039683];[13, 80, 16];[0.03999999999999915, 0.02999999999999936, 0.09999999999999964];[26, 5, 78];234.94865904682814;241.7007035538496;2.0721340558617127;True;13.66;14.15;dec2022-003_014-006_SPEAKER_01_6.TextGrid;rtzYyvp
dec2022-003_014-006_SPEAKER_01;agree;VERB;2;oO;oO;Oo;[73, 71.3];oO;Oo;OO;[220.02787816733382, 234.46607660180356];[49, 75];[76.73623146538165, 73.36910195216304];[92, 61];[0.09999999999999964, 0.09999999999999964];[78, 78];231.90029934542142;235.35562528719586;1.127208200699269;True;14.41;14.76;dec2022-003_014-006_SPEAKER_01_6.TextGrid;oStOLlQ
dec2022-003_014-006_SPEAKER_01;important;NOUN;3;oOo;oOo;Ooo;[39.3, 21, 29];Ooo;Ooo;OoO;[214.5098084523724, 112.16524982961774, 209.81544745653918];[34, 4, 26];[71.50046311225674, 69.90697625806196, 68.80867274601744];[41, 26, 18];[0.05000000000000071, 0.04999999999999716, 0.05000000000000071];[43, 33, 43];205.78945997709064;211.82074586983296;2.171831062648555;True;16.15;16.71;dec2022-003_014-006_SPEAKER_01_6.TextGrid;JlLUnFR
dec2022-003_014-006_SPEAKER_01;students;NOUN;2;Oo;Oo;Oo;[67.7, 60];Oo;oO;Oo;[228.32171213926642, 217.70672209699302];[66, 42];[73.40639205728132, 74.52979266998729];[62, 75];[0.08999999999999986, 0.07000000000000028];[75, 63];212.51644082483062;221.71460672259005;3.2802856060976566;False;18.98;19.58;dec2022-003_014-006_SPEAKER_01_6.TextGrid;o0tMyq6
dec2022-003_014-006_SPEAKER_01;really;ADV;2;Oo;Oo;oO;[57.7, 67.7];oO;Oo;oO;[218.7632990602341, 229.62592536264398];[45, 67];[74.51386298771071, 71.61329309025767];[74, 44];[0.060000000000002274, 0.1700000000000017];[54, 92];217.94522888202272;242.12195619393614;9.294366262133439;True;23.85;24.23;dec2022-003_014-006_SPEAKER_01_6.TextGrid;puwfDMA
dec2022-003_014-006_SPEAKER_01;helpful;ADJ;2;Oo;Oo;Oo;[50.7, 15];Oo;Oo;OO;[240.02558873051848, 129.7980724187792];[83, 5];[71.5665843245666, 68.1609297804387];[43, 14];[0.03999999999999915, 0.03999999999999915];[26, 26];119.52875476363637;145.1910000892087;11.932659859262674;True;24.27;24.72;dec2022-003_014-006_SPEAKER_01_6.TextGrid;df3IAId
dec2022-003_014-006_SPEAKER_01;future;NOUN;2;Oo;Oo;oO;[22.3, 36];Oo;Oo;oO;[204.37009149151527, 107.02688863517332];[17, 3];[70.5125493520497, 68.3646899421357];[32, 15];[0.030000000000001137, 0.15000000000000213];[18, 90];101.11162862606837;117.81714031698121;5.760494767967289;True;25.56;26.03;dec2022-003_014-006_SPEAKER_01_6.TextGrid;8bfnQ0f
dec2022-003_014-006_SPEAKER_01;preserve;VERB;2;oO;oO;oO;[78, 89.7];Oo;oO;oO;[255.49246922236108, 242.62618345565505];[93, 85];[74.64421270770633, 78.3991538921773];[76, 96];[0.0799999999999983, 0.14000000000000057];[65, 88];231.81938764782032;260.7704083342518;9.950235277841038;True;27.19;27.76;dec2022-003_014-006_SPEAKER_01_6.TextGrid;SimmJHt
dec2022-003_014-006_SPEAKER_01;limit;VERB;2;Oo;Oo;Oo;[63.3, 46.7];Oo;Oo;oO;[215.68194365024186, 206.00477759681027];[36, 19];[76.38857381551912, 71.08074716332474];[91, 37];[0.07000000000000028, 0.120000000000001];[63, 84];197.10353998776304;215.11530382680664;4.602760883262876;False;30.19;30.65;dec2022-003_014-006_SPEAKER_01_6.TextGrid;BvBeROk
dec2022-003_014-006_SPEAKER_01;using;NOUN;2;Oo;Oo;oO;[38.3, 55.7];oO;oO;oO;[210.4541117751968, 211.18349171996135];[28, 29];[69.26409207766422, 73.48924640741872];[22, 63];[0.0799999999999983, 0.08999999999999986];[65, 75];205.78803955196744;218.14042000446875;4.681908451055972;False;31.51;32.08;dec2022-003_014-006_SPEAKER_01_6.TextGrid;0MNL8K9
dec2022-003_014-006_SPEAKER_01;computers;NOUN;3;oOo;oOo;ooO;[12, 36.3, 42.7];oOo;oOo;ooO;[192.18671369461924, 205.61059247281517, 201.3106908009886];[10, 18, 14];[66.53357314586927, 73.6580382195059, 69.22224313428343];[8, 65, 22];[0.030000000000001137, 0.03999999999999915, 0.17999999999999972];[18, 26, 92];197.17061869346972;213.48184796855878;4.041218871627715;True;32.61;33.24;dec2022-003_014-006_SPEAKER_01_6.TextGrid;M3V1OI8
dec2022-003_014-006_SPEAKER_01;internet;NOUN;3;Ooo;Ooo;ooO;[26, 43, 47.7];oOo;ooO;ooO;[198.7591483702375, 207.22000415677357, 203.39288014438202];[12, 21, 16];[71.46250134726218, 69.87874373068476, 71.51834490268983];[40, 26, 41];[0.03999999999999915, 0.10999999999999943, 0.13000000000000256];[26, 82, 86];197.76318741662237;205.39003378209182;2.0966628287016014;False;33.58;34.23;dec2022-003_014-006_SPEAKER_01_6.TextGrid;AxMuMKi
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[35, 64];Oo;oO;oO;[215.96049098254122, 214.8281536318146];[38, 34];[71.47235151637409, 77.19852009573118];[41, 95];[0.03999999999999915, 0.07000000000000028];[26, 63];199.75779647538226;222.3293150322859;8.3755136446462;True;34.63;34.93;dec2022-003_014-006_SPEAKER_01_6.TextGrid;VBpDFPg
dec2022-003_014-006_SPEAKER_01;video;NOUN;3;Ooo;Ooo;oOo;[48, 74, 67.3];oOO;oOo;oOo;[212.57509171119716, 217.2076847370082, 217.2090000564146];[30, 41, 41];[73.22437436293536, 82.75599624329853, 80.86868532573864];[60, 99, 98];[0.060000000000002274, 0.10999999999999943, 0.07000000000000028];[54, 82, 63];213.8230347148408;218.87211062702664;1.5908247832449247;False;38.68;39.02;dec2022-003_014-006_SPEAKER_01_6.TextGrid;bAv46xc
dec2022-003_014-006_SPEAKER_01;television;NOUN;4;Oooo;Oooo;ooOo;[40.3, 44.7, 49, 45.3];Oooo;oOoo;ooOo;[219.66364430485248, 206.3454349779815, 208.63348014598975, 215.65323468348416];[48, 19, 23, 36];[71.84814835141808, 73.3129248245021, 71.5302652389965, 71.78648583041313];[47, 61, 42, 46];[0.03999999999999915, 0.060000000000002274, 0.10999999999999943, 0.060000000000002274];[26, 54, 82, 54];212.5128933286158;217.620379296377;1.9248574782405752;False;39.83;40.66;dec2022-003_014-006_SPEAKER_01_6.TextGrid;6oommnT
dec2022-003_014-006_SPEAKER_01;tablets;NOUN;2;Oo;Oo;Oo;[53, 42.7];Oo;Oo;oO;[204.8428043355704, 142.6867900517997];[17, 7];[72.8397372229415, 69.96315853036135];[57, 26];[0.12000000000000455, 0.21000000000000085];[85, 95];92.38266052109677;209.04036821876275;50.87019474012944;False;41.68;42.34;dec2022-003_014-006_SPEAKER_01_6.TextGrid;JtGGJ3f
dec2022-003_014-006_SPEAKER_01;etc;X;4;oOoo;oOoo;oooO;[31, 27.3, 21, 41.3];Oooo;oOoo;oooO;[215.61602996622793, 215.02536355226462, 206.8983113889155, 203.42748356095984];[36, 34, 20, 16];[68.14104627770442, 70.2198112772448, 69.82166258783553, 69.82166258783545];[13, 30, 25, 25];[0.05000000000000426, 0.030000000000001137, 0.030000000000001137, 0.11999999999999744];[44, 18, 18, 83];199.98167348650466;205.95599243775806;2.013914804550825;False;42.87;43.36;dec2022-003_014-006_SPEAKER_01_6.TextGrid;nKUIuyX
dec2022-003_014-006_SPEAKER_01;moment;NOUN;2;Oo;Oo;Oo;[65, 58.3];oO;Oo;Oo;[218.1556350037942, 225.46818943652391];[44, 61];[74.21508312424388, 73.27083365217604];[71, 60];[0.10000000000000142, 0.060000000000002274];[80, 54];225.0538449746959;226.0278373572517;0.3957154571793748;True;45.59;46.08;dec2022-003_014-006_SPEAKER_01_6.TextGrid;tHPY04e
dec2022-003_014-006_SPEAKER_01;disconnect;VERB;3;ooO;ooO;oOo;[42.7, 67.3, 37.3];oOo;oOo;oOO;[226.87605266342976, 230.4433783677722, 208.06285562662424];[64, 68, 22];[70.49901474464643, 74.24843036676346, 69.96687801145578];[31, 71, 27];[0.04999999999999716, 0.07000000000000028, 0.07000000000000028];[33, 63, 63];204.61756448931726;215.21794122324832;3.9100298375555282;True;47.07;47.75;dec2022-003_014-006_SPEAKER_01_6.TextGrid;JzWlh7A
dec2022-003_014-006_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;oOoo;[24.7, 53.3, 43, 28];oOoo;oOoo;ooOO;[193.73796528188032, 218.53092683269966, 201.26170685433127, 195.5762792320141];[11, 45, 13, 11];[71.10398404798575, 74.22260763295445, 72.5424146994837, 67.4970732916537];[37, 71, 53, 10];[0.03999999999999915, 0.05000000000000426, 0.07000000000000028, 0.07000000000000028];[26, 44, 63, 63];190.28771634994862;202.75563533790898;3.87635429645962;True;54.78;55.37;dec2022-003_014-006_SPEAKER_01_6.TextGrid;jW0lcA1
dec2022-003_014-006_SPEAKER_01;reasonable;ADJ;3;Oooo/Ooo;Ooo;Ooo;[20, 18.7, 12.7];ooO;Ooo;OOo;[215.31778153156642, 215.8655063721273, 216.15821108113923];[35, 37, 38];[65.49398965063565, 55.60106416320385, 51.95298656298211];[7, 1, 0];[0.030000000000001137, 0.030000000000001137, 0.00999999999999801];[18, 18, 0];216.15821108113923;216.15821108113923;216.15821108113923;False;56.69;56.89;dec2022-003_014-006_SPEAKER_01_6.TextGrid;ASJbRRx
dec2022-003_014-006_SPEAKER_01;reasonable;ADJ;4;Oooo/Ooo;Oooo;Oooo;[75.3, 72, 73.3, 59.3];Oooo;oooO;oOOo;[251.19699254518312, 245.80754482903524, 237.0730974376658, 239.74311641282182];[91, 87, 79, 83];[75.10484249223931, 73.6245956357861, 74.62122851132641, 77.21446623816306];[81, 64, 76, 95];[0.060000000000002274, 0.0799999999999983, 0.0799999999999983, 0.00999999999999801];[54, 65, 65, 0];239.74311641282182;239.74311641282182;239.74311641282182;False;57.75;58.56;dec2022-003_014-006_SPEAKER_01_6.TextGrid;mhKLqfs
dec2022-003_014-006_SPEAKER_01;exactly;ADV;3;oOo;oOo;Ooo;[93.7, 87, 63.3];Ooo;oOo;Ooo;[386.56523439299144, 244.4979569656625, 252.75438385352285];[99, 85, 92];[78.04473791295625, 78.51514049502813, 71.97710936391695];[96, 97, 48];[0.13000000000000034, 0.10000000000000009, 0.06000000000000005];[86, 79, 50];244.55141999494987;256.15975048946694;4.050825132808441;True;2.53;3.07;dec2022-003_014-006_SPEAKER_01_7.TextGrid;7L2I9hk
dec2022-003_014-006_SPEAKER_01;system;NOUN;2;Oo;Oo;Oo;[75.7, 59];oO;Oo;Oo;[244.30850572864202, 322.4996376112473];[85, 98];[81.35994282838145, 71.5594131337443];[99, 43];[0.05000000000000071, 0.04999999999999982];[43, 36];311.7861289439335;343.33205528852955;13.271371428847292;False;4.48;4.92;dec2022-003_014-006_SPEAKER_01_7.TextGrid;sS6yAYO
dec2022-003_014-006_SPEAKER_01;completely;ADV;3;oOo;oOo;oOo;[58.3, 61.7, 30];Ooo;oOo;ooO;[236.18409132810726, 217.9606024668577, 190.6312966462861];[77, 43, 10];[73.3783092616256, 76.95868569853816, 67.53444721451594];[62, 94, 11];[0.04999999999999982, 0.05999999999999961, 0.08000000000000007];[36, 48, 69];185.6621913544656;201.16903717677044;4.797690484794636;False;6.12;6.67;dec2022-003_014-006_SPEAKER_01_7.TextGrid;hICSjnC
dec2022-003_014-006_SPEAKER_01;gonna;VERB+PART;2;Oo;Oo;Oo;[35.3, 30.3];oO;oO;Oo;[201.67630343725324, 207.29280543430076];[14, 21];[71.46409647701448, 71.70520328845394];[41, 44];[0.0600000000000005, 0.03999999999999915];[51, 26];204.6833311444757;208.91128840143674;1.8185620821661512;False;11.28;11.5;dec2022-003_014-006_SPEAKER_01_7.TextGrid;akayqaL
dec2022-003_014-006_SPEAKER_01;exam;NOUN;2;oO;oO;Oo;[36.7, 29];oO;oO;Oo;[96.93731766403732, 201.81534630673872];[0, 14];[68.21834772902892, 72.619625664933];[14, 55];[0.25, 0.030000000000001137];[96, 18];201.05475122293123;202.6287111716209;0.8108686017927261;True;12.06;12.61;dec2022-003_014-006_SPEAKER_01_7.TextGrid;IHf6GDn
dec2022-003_014-006_SPEAKER_01;cannot;AUX+PART;2;Oo/oO;;Oo;[65.3, 44.3];oO;Oo;Oo;[214.20740794112515, 281.5207664806155];[33, 96];[75.89821920737865, 65.85461224544966];[88, 7];[0.08999999999999986, 0.040000000000000924];[75, 30];275.33530912951215;286.36985465189906;4.459122317061493;False;12.75;12.99;dec2022-003_014-006_SPEAKER_01_7.TextGrid;wHqCS21
dec2022-003_014-006_SPEAKER_01;opinion;NOUN;3;oOo;oOo;oOo;[36.3, 76.3, 54];ooO;oOo;oOo;[215.5819206618525, 224.6294094883037, 260.45340004640974];[35, 60, 94];[72.71666579552834, 74.1265155199392, 72.11392460430953];[56, 70, 50];[0.030000000000001137, 0.5299999999999994, 0.030000000000001137];[18, 99, 18];257.3691625144432;262.2400786522135;2.1404126462413573;False;14.85;16.16;dec2022-003_014-006_SPEAKER_01_7.TextGrid;KcdzgOJ
dec2022-003_014-006_SPEAKER_01;impose;VERB;2;oO;oO;oO;[79, 92];oO;oO;oO;[248.92055720342674, 253.87700700450458];[89, 92];[76.48024963059945, 80.11271472542204];[92, 98];[0.07, 0.13];[56, 86];248.66759021112202;261.3514223048163;4.289442047778736;True;0.07;0.46;dec2022-003_014-006_SPEAKER_01_8.TextGrid;7qRHt5m
dec2022-003_014-006_SPEAKER_01;computers;NOUN;3;oOo;oOo;oOo;[55.7, 67, 56.3];oOo;oOo;Ooo;[99.23018343891087, 221.94779801607754, 193.16207045246645];[1, 53, 10];[73.93275222343767, 74.42555644856684, 73.5003847971888];[68, 73, 63];[0.4099999999999999, 0.08999999999999986, 0.23000000000000043];[98, 75, 96];102.43907683144505;218.110452257425;37.36922664894538;False;1.77;3.12;dec2022-003_014-006_SPEAKER_01_8.TextGrid;UPWzFpG
dec2022-003_014-006_SPEAKER_01;every;DET;2;Ooo/Oo;Oo;Oo;[75.3, 53.3];Oo;Oo;Oo;[222.80253328074897, 221.40401436958317];[55, 52];[76.7401691872063, 72.30255815856299];[92, 52];[0.10000000000000009, 0.06999999999999984];[79, 56];217.926653296973;223.57559050885942;1.9255576745713154;True;3.42;3.71;dec2022-003_014-006_SPEAKER_01_8.TextGrid;Leg7fXP
dec2022-003_014-006_SPEAKER_01;every;DET;2;Ooo/Oo;Oo;Oo;[49.3, 38.3];oO;oO;Oo;[212.20280466085708, 212.53916657799357];[29, 30];[71.70519546579519, 72.71521790727081];[44, 56];[0.08999999999999986, 0.040000000000000036];[75, 29];205.04396478981053;216.01824558386588;4.5746438603643025;True;4.75;4.97;dec2022-003_014-006_SPEAKER_01_8.TextGrid;KqVJuEd
dec2022-003_014-006_SPEAKER_01;single;ADJ;2;Oo;Oo;oO;[21, 37.3];Oo;Oo;oO;[213.85601432584988, 206.0556986883476];[32, 19];[69.78723509587962, 69.63387404281278];[25, 24];[0.03000000000000025, 0.08000000000000007];[6, 69];202.84321789148575;210.4187167080341;2.800784789773597;True;4.97;5.38;dec2022-003_014-006_SPEAKER_01_8.TextGrid;sT0w9PH
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[39.3, 70.3];oO;oO;oO;[234.52101681369774, 244.62284825509838];[75, 86];[71.18280475325466, 74.75475852768837];[38, 77];[0.02999999999999936, 0.05999999999999961];[5, 48];234.39042367945032;252.18583494564868;6.359891627248724;True;6.28;6.55;dec2022-003_014-006_SPEAKER_01_8.TextGrid;2GJfUJf
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[25.7, 27.7];OO;Oo;oO;[206.43717778120327, 206.94855739126717];[20, 20];[70.44442503784397, 69.04019202831194];[31, 20];[0.03999999999999915, 0.05000000000000071];[26, 43];200.9602236387352;210.90347664204083;3.972438669943605;False;8.38;8.61;dec2022-003_014-006_SPEAKER_01_8.TextGrid;iLhxck2
dec2022-003_014-006_SPEAKER_01;even;ADV;2;Oo;Oo;Oo;[66.3, 46.3];Oo;Oo;Oo;[296.91451084710724, 268.37370001562186];[98, 96];[72.94958811180659, 68.06842146212276];[58, 13];[0.05000000000000071, 0.040000000000000924];[43, 30];267.66372095327756;269.53868687606223;0.815025105788498;True;9.93;10.19;dec2022-003_014-006_SPEAKER_01_8.TextGrid;Sszacet
dec2022-003_014-006_SPEAKER_01;typing;VERB;2;Oo;Oo;Oo;[61.3, 57];oO;Oo;Oo;[204.66601636510543, 256.2939857742803];[17, 93];[74.93814247680245, 69.31436709442552];[79, 23];[0.14000000000000057, 0.06999999999999851];[88, 55];254.36107818500776;261.2461934909414;2.441196647969107;True;11.55;12.07;dec2022-003_014-006_SPEAKER_01_8.TextGrid;2Gvvqgl
dec2022-003_014-006_SPEAKER_01;keyboards;NOUN;2;Oo;Oo;Oo;[17.3, 16.7];oO;oO;Oo;[213.0663440102678, 217.36077544513742];[31, 41];[59.16552758241164, 62.35528257557625];[3, 4];[0.030000000000001137, 0.02999999999999936];[18, 5];216.57996972970662;218.14158116056825;0.7808057154308159;False;12.58;12.81;dec2022-003_014-006_SPEAKER_01_8.TextGrid;s31yhAY
dec2022-003_014-006_SPEAKER_01;every;DET;2;Ooo/Oo;Oo;oO;[15.3, 22];Oo;oO;oO;[110.00146278351339, 94.3741991006981];[3, 0];[67.2331319158057, 69.54210377772733];[9, 23];[0.049999999999998934, 0.05000000000000071];[34, 43];75.09089029951222;154.80516510355147;31.728152018944165;False;12.81;12.97;dec2022-003_014-006_SPEAKER_01_8.TextGrid;z6ypqdN
dec2022-003_014-006_SPEAKER_01;important;ADJ;3;oOo;oOo;oOo;[58.7, 76.3, 55.7];ooO;oOo;Ooo;[131.94399382599457, 247.39470018691196, 249.50423015967561];[6, 88, 90];[74.20656907726341, 74.76322683278464, 70.12420831124997];[71, 78, 30];[0.4400000000000013, 0.07000000000000028, 0.05999999999999872];[99, 63, 47];240.48862479036924;257.99017035939596;7.168883219352482;False;16.52;17.57;dec2022-003_014-006_SPEAKER_01_8.TextGrid;Nrfm5l4
dec2022-003_014-006_SPEAKER_01;limit;VERB;2;Oo;Oo;Oo;[89.3, 82.3];OO;Oo;Oo;[242.41602906939397, 242.09394494702624];[84, 84];[77.79471969167277, 77.15259046070429];[96, 94];[0.14000000000000057, 0.08000000000000185];[88, 69];228.6943878907406;251.955899502081;8.586865364635724;False;18.85;19.28;dec2022-003_014-006_SPEAKER_01_8.TextGrid;aJ58i1F
dec2022-003_014-006_SPEAKER_01;maintain;VERB;2;oO;oO;oO;[78.7, 83.7];oO;oO;OO;[225.2934697277815, 234.50940559247843];[61, 75];[76.79950297009363, 77.1082676714564];[93, 94];[0.10999999999999943, 0.10999999999999943];[82, 82];228.32846179071655;237.97596428287181;3.216305009018967;True;19.9;20.38;dec2022-003_014-006_SPEAKER_01_8.TextGrid;Qav0lyI
dec2022-003_014-006_SPEAKER_01;traditional;ADJ;4;oOoo;oOoo;oooO;[58.7, 57, 50, 64];oOoo;Oooo;oooO;[231.78380700132405, 249.23175474976185, 239.46798052298482, 219.75375492448947];[70, 90, 82, 49];[75.78583783961683, 72.15051108769126, 70.94115597157652, 73.37082815273666];[88, 50, 35, 61];[0.030000000000001137, 0.0400000000000027, 0.04999999999999716, 0.10999999999999943];[18, 31, 33, 82];208.82190567818424;228.63490861281292;7.3028810343793245;False;20.98;21.66;dec2022-003_014-006_SPEAKER_01_8.TextGrid;aWMyOCD
dec2022-003_014-006_SPEAKER_01;learning;VERB;2;Oo;Oo;Oo;[54.7, 31.7];Oo;Oo;Oo;[197.18760913319002, 183.1827545894349];[12, 9];[73.87273458263141, 69.32161663187426];[67, 23];[0.129999999999999, 0.07000000000000028];[85, 63];179.5638142578766;190.12554672151842;3.789708687677717;False;22.35;22.88;dec2022-003_014-006_SPEAKER_01_8.TextGrid;VkG2xrV
dec2022-003_014-006_SPEAKER_01;exactly;ADV;3;oOo;oOo;oOo;[28.3, 80, 71];ooO;oOo;ooO;[216.37681069922476, 248.91840389176866, 259.34078689137664];[39, 89, 93];[68.57663144556221, 75.55613983516392, 70.22695220717284];[17, 85, 30];[0.040000000000000036, 0.07999999999999996, 0.16000000000000003];[29, 66, 90];209.69395273601006;353.9135452449055;42.88282189803235;True;0.36;1.06;dec2022-003_014-006_SPEAKER_01_9.TextGrid;2ie8KP9
dec2022-003_014-006_SPEAKER_01;nowadays;ADV;3;Ooo;Ooo;ooO;[44.3, 31.7, 92.3];ooO;ooO;ooO;[200.22004432736094, 201.95584803611666, 247.67358132617827];[13, 14, 88];[71.04939897564994, 71.60908142952975, 78.83983451552069];[36, 44, 98];[0.1200000000000001, 0.050000000000000266, 0.16000000000000014];[84, 37, 91];220.26408592879875;267.98139954510515;14.411804001919155;False;3.78;4.32;dec2022-003_014-006_SPEAKER_01_9.TextGrid;uhNSEuE
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[46.7, 63.7];oO;oO;oO;[230.8942915685141, 232.78013712034462];[69, 72];[71.54736008286311, 75.32697199400914];[42, 83];[0.040000000000000036, 0.04999999999999982];[29, 36];224.70702025001205;238.56970869797857;5.561439974546366;False;4.78;5.05;dec2022-003_014-006_SPEAKER_01_9.TextGrid;6786c42
dec2022-003_014-006_SPEAKER_01;needed;VERB;2;Oo;Oo;Oo;[69, 35.3];oO;Oo;Oo;[245.72693285989345, 333.9824793744763];[87, 99];[70.05036464489095, 57.062014967349285];[28, 2];[0.1899999999999995, 0.02999999999999936];[92, 5];332.4512785229373;335.51368022601537;1.5312008515390403;False;11.46;11.97;dec2022-003_014-006_SPEAKER_01_9.TextGrid;KHvz3da
dec2022-003_014-006_SPEAKER_01;controlled;VERB;2;oO;oO;Oo;[85, 51.7];Oo;Oo;Oo;[261.79958880418957, 233.1191764575606];[94, 73];[73.68640059523533, 70.97570170828045];[65, 35];[0.2699999999999996, 0.05999999999999872];[96, 47];231.777470220446;234.57205563729408;1.089485628627491;False;15.43;16.2;dec2022-003_014-006_SPEAKER_01_9.TextGrid;a1yuDMu
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[20, 42.7];oO;oO;oO;[105.55753461091668, 202.80861932642108];[2, 15];[68.26243489770745, 69.78937128380342];[15, 25];[0.05000000000000071, 0.14000000000000057];[43, 88];194.04432089197618;218.64215308223697;6.854945182021249;True;16.45;17.01;dec2022-003_014-006_SPEAKER_01_9.TextGrid;FksExo1
dec2022-003_014-006_SPEAKER_01;harmful;ADJ;2;Oo;Oo;Oo;[56.3, 42];oO;Oo;Oo;[233.96951551221622, 236.2558587090184];[74, 78];[70.50017611495869, 69.1851472005758];[32, 22];[0.07000000000000028, 0.03999999999999915];[63, 26];228.81167247689845;241.52203639859047;6.181801694425979;False;18.74;19.28;dec2022-003_014-006_SPEAKER_01_9.TextGrid;8y0w6ah
dec2022-003_014-006_SPEAKER_01;teachers;NOUN;2;Oo;Oo;oO;[49.7, 70];oO;Oo;Oo;[209.75206211084264, 330.61722243849147];[26, 99];[73.1161674421947, 71.98363122930277];[58, 48];[0.0799999999999983, 0.07000000000000028];[65, 63];296.5773617883851;354.20333057196456;21.324376441493232;True;22.0;22.35;dec2022-003_014-006_SPEAKER_01_9.TextGrid;9K00iOH
dec2022-003_014-006_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[22.7, 51];oO;oO;oO;[127.1154846020974, 219.29522387316715];[5, 47];[68.5423790969083, 70.37463521047614];[16, 31];[0.05999999999999872, 0.08999999999999986];[47, 75];210.12105403454242;231.68611173344397;6.800857555604874;True;22.35;22.69;dec2022-003_014-006_SPEAKER_01_9.TextGrid;HU3vx9M
dec2022-003_014-006_SPEAKER_01;teachers;NOUN;2;Oo;Oo;oO;[30.3, 81.3];oO;oO;oO;[176.83344403780828, 235.8259259982407];[9, 77];[68.97250991316376, 74.44638896837562];[19, 73];[0.07000000000000028, 0.2099999999999973];[63, 94];225.17664059357043;244.9132343892216;4.262075667260366;True;22.91;23.59;dec2022-003_014-006_SPEAKER_01_9.TextGrid;JTsS9z7
