spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;deb;fin;file;ID
dec2022-003_005-025_SPEAKER_00;doesn't;AUX+PART;2;Oo;Oo;oO;[39.3, 41];Oo;Oo;oO;[167.30855298032336, 160.38839290290338];[38, 28];[70.93661813034518, 68.35195431447028];[70, 50];[0.12530166555434663, 0.19569833444565354];[10, 45];3.312;3.633;dec2022-003_005-025_SPEAKER_00_5.TextGrid;DyPszrv
dec2022-003_005-025_SPEAKER_00;money;NOUN;2;Oo;Oo;oO;[22.7, 65.3];oO;oO;oO;[144.4805200205808, 223.55021613999676];[9, 95];[67.39952295315479, 70.48096668418926];[38, 68];[0.14665210371808968, 0.1733478962819106];[21, 33];4.654;4.974;dec2022-003_005-025_SPEAKER_00_5.TextGrid;Br13d5Z
dec2022-003_005-025_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;ooOo;[61.3, 61, 69.7, 65.3];oooO;ooOo;oooO;[193.9883283476712, 191.1017138416799, 196.78652966490637, 213.9539525328437];[78, 73, 81, 90];[71.82311064617599, 71.54181759685385, 72.86831182369002, 69.3810141798165];[81, 79, 87, 58];[0.14932718267146505, 0.1664464680215847, 0.18239107876875948, 0.20283527053819128];[25, 31, 41, 48];10.66;11.361;dec2022-003_005-025_SPEAKER_00_5.TextGrid;6CRca9B
dec2022-003_005-025_SPEAKER_00;certain;ADJ;2;Oo;Oo;oO;[63.7, 71];Oo;Oo;oO;[412.75381972534274, 225.19229003027527];[99, 97];[68.73870438539558, 65.84244315954338];[53, 23];[0.17907570397597716, 0.3619242960240232];[39, 93];11.981;12.522;dec2022-003_005-025_SPEAKER_00_5.TextGrid;8E3InFi
dec2022-003_005-025_SPEAKER_00;minimum;ADJ;3;Ooo;Ooo;ooO;[59.7, 59.3, 73.3];oOo;Ooo;ooO;[192.23976713588507, 203.5285969548813, 201.07140422051242];[76, 86, 85];[76.1467491806732, 74.1386250263443, 72.05697330119125];[99, 91, 85];[0.11239946029228065, 0.10398915581250812, 0.20361138389521116];[4, 1, 50];15.345;15.765;dec2022-003_005-025_SPEAKER_00_5.TextGrid;fyR8Ks8
dec2022-003_005-025_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[39, 70.7];oO;oO;oO;[176.63712342209575, 179.66100350178272];[50, 57];[69.0458937615564, 71.48319300674063];[55, 77];[0.12991564717271942, 0.2700843528272827];[12, 78];20.31;20.71;dec2022-003_005-025_SPEAKER_00_5.TextGrid;jyHUPsF
dec2022-003_005-025_SPEAKER_00;money;NOUN;2;Oo;Oo;oO;[18.7, 56];oO;oO;oO;[159.1261488307166, 194.46508082235974];[26, 79];[65.13178831585898, 70.66853156065704];[16, 69];[0.13468152945281275, 0.14631847054718694];[14, 20];7.144;7.425;dec2022-003_005-025_SPEAKER_00_6.TextGrid;TXk0JRF
dec2022-003_005-025_SPEAKER_00;government;NOUN;3;Ooo;Ooo;ooO;[23.7, 41, 68.7];ooO;Ooo;ooO;[143.6511204989877, 152.59562521619793, 188.08230394735776];[6, 16, 70];[70.33201515569746, 69.21031140141223, 67.93824887936691];[65, 56, 42];[0.08620066689597117, 0.2071843660013215, 0.36861496710270636];[0, 51, 94];11.112;11.774;dec2022-003_005-025_SPEAKER_00_6.TextGrid;GfNRIig
dec2022-003_005-025_SPEAKER_00;people;NOUN;2;Oo;Oo;oO;[24.3, 89];oO;oO;oO;[148.8697821476265, 224.5920760024315];[13, 96];[66.44220158943031, 75.8615722846051];[28, 98];[0.16723360575073942, 0.2527663942492606];[32, 73];0.93;1.35;dec2022-003_005-025_SPEAKER_00_7.TextGrid;Tcql4gG
dec2022-003_005-025_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[25.7, 70];oO;oO;oO;[160.85180333313141, 180.24805566337767];[29, 60];[67.7454957909599, 74.21649934685243];[41, 92];[0.11836203559824376, 0.2216379644017561];[7, 58];9.935;10.275;dec2022-003_005-025_SPEAKER_00_7.TextGrid;49Scxx8
dec2022-003_005-025_SPEAKER_00;doesn't;AUX+PART;2;Oo;Oo;oO;[32, 43];oO;Oo;oO;[159.79527751732488, 166.48421355223746];[27, 35];[69.015882069658, 67.99293120304826];[54, 45];[0.1368126264043461, 0.2031873735956573];[15, 49];18.08;18.42;dec2022-003_005-025_SPEAKER_00_7.TextGrid;YCuzwgo
dec2022-003_005-025_SPEAKER_00;over;ADP;2;Oo;Oo;Oo;[58.7, 24.7];Oo;Oo;Oo;[180.872679967789, 154.52865871435404];[61, 18];[66.14274256395503, 61.85331595326347];[26, 1];[0.3245612121722736, 0.21543878782772552];[89, 55];21.242;21.782;dec2022-003_005-025_SPEAKER_00_7.TextGrid;in9Hswy
dec2022-003_005-025_SPEAKER_00;increase;VERB;2;oO/Oo;oO;oO;[58.3, 69];Oo;Oo;oO;[185.7124143883684, 179.80868439038002];[67, 58];[73.07427814293771, 71.32120223396808];[89, 75];[0.146314731903729, 0.2546852680962708];[19, 74];24.363;24.764;dec2022-003_005-025_SPEAKER_00_7.TextGrid;slcosSQ
dec2022-003_005-025_SPEAKER_00;regulation;NOUN;4;ooOo;ooOo;oooO;[38, 44.3, 43, 68.7];oooO;oOoo;oooO;[171.82241736583575, 176.33981448996514, 167.24805142621895, 190.70765774079948];[43, 49, 37, 72];[70.17770890288986, 71.48765016184831, 67.0131898650098, 68.34785216210224];[63, 78, 32, 49];[0.12120494463637765, 0.11482624464306479, 0.2266926694998075, 0.31827614122074976];[8, 6, 60, 85];6.45;7.231;dec2022-003_005-025_SPEAKER_00_8.TextGrid;lqfYnrG
dec2022-003_005-025_SPEAKER_00;slowly;ADV;2;Oo;Oo;oO;[81.7, 85.7];oO;oO;Oo;[190.2787312540162, 197.06144570415591];[71, 82];[71.89140507770391, 73.45629526064474];[82, 90];[0.3414376584342005, 0.31856234156579966];[92, 85];11.632;12.292;dec2022-003_005-025_SPEAKER_00_8.TextGrid;7bABbhO
dec2022-003_005-025_SPEAKER_00;classroom;NOUN;2;Oo;Oo;oO;[44.3, 91.7];oO;oO;oO;[162.0598728329828, 222.69817947250073];[31, 94];[67.17304113625838, 74.22938325672932];[36, 93];[0.23679835748969147, 0.32420164251031025];[66, 88];15.972;16.533;dec2022-003_005-025_SPEAKER_00_8.TextGrid;vLSQRFQ
dec2022-003_005-025_SPEAKER_00;every;DET;3;Ooo/Oo;Ooo;Ooo;[48.3, 27.3, 37.7];ooO;ooO;Ooo;[154.5883609298869, 148.46055467745543, 158.19102244232602];[19, 11, 23];[67.7976284822962, 62.94198024493464, 70.2871335189272];[42, 6, 64];[0.31178087531260346, 0.23408977025886202, 0.15412935442853382];[84, 65, 26];19.633;20.333;dec2022-003_005-025_SPEAKER_00_8.TextGrid;YiTJmXw
dec2022-003_005-025_SPEAKER_00;hour;NOUN;2;Oo;Oo;Oo;[49.3, 26];Oo;Oo;Oo;[164.85036870526855, 160.47717197100266];[33, 28];[65.86191283853437, 63.3981622410182];[24, 8];[0.3317062338765453, 0.1892937661234555];[91, 42];25.194;25.715;dec2022-003_005-025_SPEAKER_00_8.TextGrid;l437QR8
dec2022-003_005-025_SPEAKER_00;something;PRON;2;Oo;Oo;oO;[12.3, 17];oO;oO;OO;[143.45267020800665, 150.97176263552367];[5, 14];[62.85732657731501, 63.604081736941104];[4, 9];[0.16075653987726923, 0.15924346012273105];[28, 28];27.155;27.475;dec2022-003_005-025_SPEAKER_00_8.TextGrid;GwPPfph
dec2022-003_005-025_SPEAKER_01;okay;INTJ;2;oO;oO;oO;[31.3, 56];Oo;oO;oO;[196.74478982340418, 188.81559873821732];[55, 28];[60.59573036622071, 67.6965920961836];[8, 78];[0.15139157531715416, 0.20860842468284585];[31, 62];0.149;0.509;dec2022-003_005-025_SPEAKER_01_0.TextGrid;Aif8qYt
dec2022-003_005-025_SPEAKER_01;today;NOUN;2;oO;oO;oO;[42, 68.3];Oo;oO;oO;[201.77833514393285, 197.63736699621325];[64, 57];[61.542028078197994, 69.92073068731553];[11, 88];[0.1943249251897914, 0.20567507481020808];[51, 60];4.772;5.172;dec2022-003_005-025_SPEAKER_01_0.TextGrid;vc23vX7
dec2022-003_005-025_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[29.7, 46.7];Oo;oO;oO;[202.506649787821, 179.28849029213794];[65, 8];[56.99037563645119, 64.20907854564703];[4, 38];[0.13495674247879563, 0.36504325752120437];[20, 94];10.336;10.836;dec2022-003_005-025_SPEAKER_01_0.TextGrid;lwXIYDv
dec2022-003_005-025_SPEAKER_01;computer;NOUN;3;oOo;oOo;ooO;[38, 38.7, 54];ooO;ooO;ooO;[183.34299070558458, 183.94652549637777, 185.00248436489898];[12, 17, 19];[65.09997203258277, 64.36839354129962, 66.92458397715606];[50, 41, 71];[0.1947367950195602, 0.20539769786209305, 0.21986550711834596];[52, 58, 72];12.457;13.077;dec2022-003_005-025_SPEAKER_01_0.TextGrid;RmqY6KT
dec2022-003_005-025_SPEAKER_01;websites;NOUN;2;Oo;Oo;oO;[37.7, 63];oO;oO;oO;[86.10227246466694, 189.70130107703508];[1, 31];[62.99171357802542, 66.1823174283203];[22, 60];[0.3315070861452085, 0.5294929138547904];[90, 98];15.038;15.899;dec2022-003_005-025_SPEAKER_01_0.TextGrid;ooa1m7N
dec2022-003_005-025_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[34.3, 45.3];Oo;oO;oO;[207.48220830500955, 183.7363886074816];[74, 15];[55.43393461395138, 66.61274618665352];[1, 67];[0.14516706743441432, 0.19583293256558676];[28, 54];23.843;24.184;dec2022-003_005-025_SPEAKER_01_1.TextGrid;VlUUicL
dec2022-003_005-025_SPEAKER_01;teachers;NOUN;2;Oo;Oo;oO;[62, 67.7];Oo;oO;oO;[206.36366709183733, 204.1962615007031];[72, 67];[64.56261794312054, 65.0617469773606];[44, 48];[0.2183546950049191, 0.3016453049950769];[70, 88];33.651;34.171;dec2022-003_005-025_SPEAKER_01_1.TextGrid;tFiwsaU
dec2022-003_005-025_SPEAKER_01;simple;ADJ;2;Oo;Oo;oO;[30.3, 38];Oo;oO;oO;[188.10743884413952, 178.06556517570897];[24, 7];[61.984039065041785, 63.791768438614355];[12, 32];[0.19779628348442202, 0.22220371651557969];[55, 75];36.213;36.633;dec2022-003_005-025_SPEAKER_01_1.TextGrid;XCYMLX9
dec2022-003_005-025_SPEAKER_01;agree;VERB;2;oO;oO;oO;[10, 66.7];oO;oO;oO;[149.29157309607177, 220.37878184452634];[2, 88];[60.59009324582236, 69.63141852020568];[7, 87];[0.13819606241537463, 0.1418039375846254];[21, 25];1.41;1.69;dec2022-003_005-025_SPEAKER_01_2.TextGrid;R91TJkr
dec2022-003_005-025_SPEAKER_01;also;ADV;2;Oo;Oo;Oo;[60.7, 54.7];Oo;oO;Oo;[205.15714451196413, 191.53608303176114];[68, 38];[62.60648026771207, 64.17702515154255];[17, 35];[0.4422239386874569, 0.33777606131254334];[97, 91];4.471;5.251;dec2022-003_005-025_SPEAKER_01_2.TextGrid;ebruuf5
dec2022-003_005-025_SPEAKER_01;keyboard;NOUN;2;Oo;Oo;oO;[34.3, 35.7];oO;oO;Oo;[163.68274929691265, 175.71195971752684];[4, 5];[62.11580661678895, 63.41951724451698];[15, 28];[0.2585855094409819, 0.22141449055901852];[84, 74];15.256;15.736;dec2022-003_005-025_SPEAKER_01_2.TextGrid;BTc9DSB
dec2022-003_005-025_SPEAKER_01;computer;NOUN;3;oOo;oOo;ooO;[33.3, 59, 64.7];ooO;oOo;oOo;[188.15475867262677, 191.3097922502285, 214.2100844356638];[25, 37, 84];[63.682320735832754, 67.07325640767331, 66.2533597842532];[30, 72, 62];[0.17681792343094926, 0.21732445670665612, 0.18585761986239646];[45, 68, 48];17.697;18.277;dec2022-003_005-025_SPEAKER_01_2.TextGrid;HJhCdaR
dec2022-003_005-025_SPEAKER_01;invest;VERB;2;oO;oO;oO;[54.7, 85.7];oO;Oo;oO;[191.82361131567217, 256.1459089885101];[41, 98];[69.53470064737702, 66.26791313403305];[85, 64];[0.1640896903032676, 0.37591030969673156];[38, 95];20.078;20.618;dec2022-003_005-025_SPEAKER_01_2.TextGrid;YWRIn58
dec2022-003_005-025_SPEAKER_01;research;NOUN;2;oO/Oo;Oo;oO;[19.7, 52.7];oO;oO;oO;[182.67289852087512, 191.81805371388106];[11, 40];[62.68817857655753, 63.75447963618994];[18, 31];[0.14619811395896676, 0.27380188604103495];[30, 87];23.74;24.16;dec2022-003_005-025_SPEAKER_01_2.TextGrid;W28IXhd
dec2022-003_005-025_SPEAKER_01;discover;VERB;3;oOo;oOo;Ooo;[58, 47, 44.7];Ooo;Ooo;oOo;[194.38780812239202, 190.95734228703117, 188.5045380075957];[51, 35, 27];[68.01994943608645, 63.1439973912954, 63.3286344480564];[82, 25, 27];[0.16570400674775598, 0.2416258117924066, 0.2336701814598392];[41, 81, 80];27.061;27.702;dec2022-003_005-025_SPEAKER_01_2.TextGrid;PUQqKrf
dec2022-003_005-025_SPEAKER_01;actually;ADV;2;Oooo/Oo/Ooo;Oo;Oo;[89, 70];oO;oO;Oo;[226.04782784787596, 231.84244389037252];[92, 94];[70.03629500225063, 71.37936092616923];[90, 92];[0.25885050664807574, 0.14114949335192417];[85, 24];2.39;2.79;dec2022-003_005-025_SPEAKER_01_3.TextGrid;5dwFVIw
dec2022-003_005-025_SPEAKER_01;really;ADV;2;Oo;Oo;oO;[40, 67];oO;oO;oO;[200.23111974060836, 208.98288445230838];[60, 80];[64.43424095075204, 67.15209094461494];[42, 77];[0.12434690501155732, 0.1756530949884425];[18, 44];4.831;5.131;dec2022-003_005-025_SPEAKER_01_3.TextGrid;1ohRiXr
dec2022-003_005-025_SPEAKER_01;government;NOUN;3;Ooo;Ooo;oOo;[51.3, 53.3, 53];ooO;Ooo;oOo;[205.57786750713186, 205.58745577281016, 216.14287402441752];[70, 71, 87];[65.90494646665255, 65.16308378539988, 64.19583046422954];[57, 52, 37];[0.14184087595246453, 0.16143823028878224, 0.1567208937587541];[27, 37, 35];8.613;9.073;dec2022-003_005-025_SPEAKER_01_3.TextGrid;aB9mZyD
dec2022-003_005-025_SPEAKER_01;teacher;NOUN;2;Oo;Oo;oO;[33, 54.3];oO;oO;oO;[185.4522251681571, 201.12684267528778];[21, 62];[62.010277804974294, 63.897943664538126];[14, 34];[0.20871022977080322, 0.2112897702291967];[64, 67];12.815;13.235;dec2022-003_005-025_SPEAKER_01_3.TextGrid;1j8aSrv
dec2022-003_005-025_SPEAKER_01;also;ADV;2;Oo;Oo;oO;[42.7, 59.3];oO;Oo;oO;[192.98115166531875, 208.04600000049047];[45, 75];[67.14382030824999, 66.19003777160307];[75, 61];[0.10825613306590043, 0.1717438669341007];[8, 42];13.556;13.836;dec2022-003_005-025_SPEAKER_01_3.TextGrid;i0YNVcG
dec2022-003_005-025_SPEAKER_01;maybe;ADV;2;Oo;Oo;oO;[14.7, 64.3];oO;oO;oO;[183.6972692311874, 200.1958219079519];[14, 58];[62.714125932763054, 67.09036501449998];[20, 74];[0.11362467218546257, 0.20637532781453594];[10, 61];14.816;15.136;dec2022-003_005-025_SPEAKER_01_3.TextGrid;9lx83i7
dec2022-003_005-025_SPEAKER_01;okay;INTJ;2;oO;oO;Oo;[24.3, 23.3];Oo;Oo;oO;[193.86067093551725, 184.2040398520278];[48, 18];[60.99290764449974, 59.801516352874806];[10, 5];[0.12133357937352957, 0.17866642062647042];[15, 47];0.189;0.489;dec2022-003_005-025_SPEAKER_01_4.TextGrid;XN9kP7f
dec2022-003_005-025_SPEAKER_01;maybe;ADV;2;Oo;Oo;oO;[53.3, 59.7];oO;Oo;Oo;[195.17772094441705, 223.48636939601528];[52, 90];[66.76903131294227, 65.79234178981609];[68, 55];[0.16473481400825452, 0.15526518599174555];[40, 34];1.97;2.29;dec2022-003_005-025_SPEAKER_01_4.TextGrid;qyAe5XB
dec2022-003_005-025_SPEAKER_01;government;NOUN;3;Ooo;Ooo;ooO;[35, 35.7, 55.7];ooO;Ooo;ooO;[193.7685853449865, 192.76348746262028, 194.02475325617849];[47, 44, 50];[65.6626677243126, 65.15181157320737, 64.28602890721288];[54, 51, 40];[0.08982556206675696, 0.11827470579125787, 0.23189973214198645];[4, 12, 77];20.259;20.699;dec2022-003_005-025_SPEAKER_01_4.TextGrid;OmRwD6i
dec2022-003_005-025_SPEAKER_01;invest;VERB;2;oO;oO;oO;[45.7, 56.3];Oo;Oo;oO;[192.55288682974245, 189.71365053964155];[42, 32];[67.80650576878811, 64.569173514129];[81, 45];[0.11917117450655113, 0.3418288254934474];[14, 92];25.181;25.642;dec2022-003_005-025_SPEAKER_01_4.TextGrid;Pcb493o
dec2022-003_005-025_SPEAKER_01;increase;VERB;2;oO/Oo;oO;oO;[47, 58.3];Oo;Oo;oO;[185.7151876424362, 179.81081973987733];[22, 10];[73.39730908211665, 71.47845727703042];[97, 94];[0.14019302965757852, 0.21980697034242147];[22, 71];0.93;1.29;dec2022-003_005-025_SPEAKER_01_5.TextGrid;A7m3H04
dec2022-003_005-025_SPEAKER_01;government;NOUN;3;Ooo;Ooo;ooO;[50.3, 43.7, 63];ooO;Ooo;ooO;[210.00093740390187, 208.62664563245912, 215.48518902572468];[81, 78, 85];[66.60419368840147, 62.839564759949404, 64.86797001622311];[65, 21, 47];[0.10442851997525704, 0.15204225636675428, 0.20352922365798864];[5, 32, 57];2.231;2.691;dec2022-003_005-025_SPEAKER_01_5.TextGrid;5Vi6ibR
dec2022-003_005-025_SPEAKER_01;many;ADJ;2;Oo;Oo;Oo;[53, 43.3];Oo;Oo;oO;[211.22933642717183, 200.5853491654001];[82, 61];[66.92247674465577, 65.98811372131081];[70, 58];[0.10629825884574018, 0.11370174115426046];[7, 11];10.818;11.038;dec2022-003_005-025_SPEAKER_01_5.TextGrid;mfQbJ4j
dec2022-003_005-025_SPEAKER_01;everyone;PRON;3;Ooo;Ooo;ooO;[42, 43.7, 52];ooO;Ooo;ooO;[189.99649542044244, 189.54644046973175, 196.43297340152122];[34, 30, 54];[70.46236434838276, 69.08295476705848, 63.027328841088995];[91, 84, 24];[0.06312321079698968, 0.12386489517654198, 0.23301189402646827];[1, 17, 78];7.452;7.872;dec2022-003_005-025_SPEAKER_01_6.TextGrid;UqQXkQF
dec2022-003_005-025_SPEAKER_01;teacher;NOUN;2;Oo;Oo;Oo;[85, 81.7];oO;oO;Oo;[241.95393638600447, 250.9303858828363];[95, 97];[71.88618264816567, 73.96204774559033];[95, 98];[0.21068590300418677, 0.19031409699581303];[65, 50];21.199;21.6;dec2022-003_005-025_SPEAKER_01_6.TextGrid;lY3AIde
dec2022-003_005-025_SPEAKER_01;adapt;VERB;2;oO;oO;Oo;[84.3, 27];Oo;Oo;Oo;[224.54479135860126, 208.57912716742976];[91, 77];[67.74350996609785, 56.02200645905155];[80, 2];[0.2538917506251188, 0.08710824937488226];[82, 2];23.721;24.062;dec2022-003_005-025_SPEAKER_01_6.TextGrid;LfOKTxR
dec2022-003_014-006_SPEAKER_00;using;VERB;2;Oo;Oo;oO;[50, 51.7];oO;Oo;oO;[254.67347868114047, 261.37263074430666];[89, 92];[76.30491544672478, 74.66877825700371];[60, 37];[0.07479940326735157, 0.14520059673264818];[1, 26];4.613;4.833;dec2022-003_014-006_SPEAKER_00_0.TextGrid;DCfGBJL
dec2022-003_014-006_SPEAKER_00;classrooms;NOUN;2;Oo;Oo;oO;[33.7, 55];oO;oO;oO;[198.70694385555487, 222.26169525848408];[4, 21];[70.31710290963119, 75.4350015072656];[8, 46];[0.2571553657122374, 0.3828446342877623];[89, 98];5.694;6.334;dec2022-003_014-006_SPEAKER_00_0.TextGrid;kAY8IKa
dec2022-003_014-006_SPEAKER_00;provides;VERB;2;oO;oO;oO;[39.7, 55];Oo;Oo;oO;[226.60619992895127, 216.2920906303244];[34, 11];[77.12632656678038, 76.09553433110655];[72, 56];[0.12225292759415751, 0.3577470724058429];[13, 98];7.215;7.695;dec2022-003_014-006_SPEAKER_00_0.TextGrid;bg9blff
dec2022-003_014-006_SPEAKER_00;students;NOUN;2;Oo;Oo;Oo;[57.3, 44.7];Oo;Oo;oO;[226.73739071350377, 222.33934694579773];[35, 22];[81.70805539223542, 73.5943684930906];[97, 25];[0.1710704834994985, 0.24992951650050088];[40, 87];10.137;10.558;dec2022-003_014-006_SPEAKER_00_0.TextGrid;LxlElCG
dec2022-003_014-006_SPEAKER_00;customized;VERB;3;Ooo;Ooo;ooO;[56.7, 52.7, 62];Ooo;Ooo;ooO;[247.64384665483377, 237.38114492675214, 232.39383434422425];[80, 65, 48];[77.14343777511007, 75.15297269104424, 76.48515127006328];[72, 42, 65];[0.1331083760490035, 0.18356218651808653, 0.22332943743290912];[18, 51, 73];13.66;14.2;dec2022-003_014-006_SPEAKER_00_0.TextGrid;9rnb01T
dec2022-003_014-006_SPEAKER_00;helpful;ADJ;2;Oo;Oo;oO;[26, 39.3];oO;Oo;oO;[223.20088465029042, 242.25667297332498];[25, 74];[72.19225266505183, 67.08271255514846];[14, 1];[0.16688828090416052, 0.17411171909584056];[39, 43];17.583;17.924;dec2022-003_014-006_SPEAKER_00_0.TextGrid;ScKLLVE
dec2022-003_014-006_SPEAKER_00;helping;VERB;2;Oo;Oo;oO;[48.7, 77.3];oO;oO;Oo;[229.8573490548706, 250.21634729236285];[40, 85];[73.96819823807056, 79.18685195861867];[30, 88];[0.2261778157847072, 0.19382218421529362];[76, 59];6.27;6.69;dec2022-003_014-006_SPEAKER_00_1.TextGrid;FZVfqsB
dec2022-003_014-006_SPEAKER_00;teachers;NOUN;2;Oo;Oo;oO;[44.7, 62.7];Oo;OO;oO;[519.4177173161737, 286.8202821457215];[99, 97];[69.98286554396702, 70.04539137508483];[5, 5];[0.15073330602371104, 0.24926669397628842];[30, 86];6.87;7.27;dec2022-003_014-006_SPEAKER_00_1.TextGrid;FmCRG2q
dec2022-003_014-006_SPEAKER_00;teacher;NOUN;2;Oo;Oo;oO;[46.7, 57.3];Oo;oO;oO;[258.5386451147799, 242.983482292236];[91, 75];[70.72501267453814, 76.03897158224311];[10, 55];[0.16751267486939625, 0.1724873251306036];[39, 42];8.251;8.591;dec2022-003_014-006_SPEAKER_00_1.TextGrid;DXfaGIR
dec2022-003_014-006_SPEAKER_00;coaches;NOUN;2;Oo;Oo;oO;[48.7, 56.3];oO;Oo;oO;[218.89817225073085, 289.5276609384103];[17, 98];[76.41129810953925, 67.81119390474329];[64, 2];[0.20651130922312255, 0.21348869077687738];[65, 69];8.751;9.171;dec2022-003_014-006_SPEAKER_00_1.TextGrid;MUBMMYT
dec2022-003_014-006_SPEAKER_00;handle;VERB;2;Oo;Oo;OO;[73.3, 73.3];Oo;oO;oO;[252.64885415313228, 232.52018352882536];[86, 49];[78.46699056092183, 79.62907690032887];[82, 90];[0.18664052737151415, 0.23335947262848578];[52, 81];11.871;12.291;dec2022-003_014-006_SPEAKER_00_1.TextGrid;VPmbJSo
dec2022-003_014-006_SPEAKER_00;students;NOUN;2;Oo;Oo;Oo;[56.3, 55];Oo;oO;Oo;[234.50777304510623, 233.20186086145014];[55, 50];[76.41844260107604, 76.7593666452886];[65, 68];[0.1811305624162003, 0.17886943758379914];[49, 47];13.612;13.972;dec2022-003_014-006_SPEAKER_00_1.TextGrid;tcyja5D
dec2022-003_014-006_SPEAKER_00;control;VERB;2;oO;oO;oO;[46.3, 79.7];oO;oO;oO;[231.14948928145353, 237.54495144272408];[46, 66];[76.18170299079482, 78.29380822854056];[57, 81];[0.16461538782525764, 0.2753846121747401];[36, 92];15.672;16.112;dec2022-003_014-006_SPEAKER_00_1.TextGrid;xZ14SBx
dec2022-003_014-006_SPEAKER_00;software;NOUN;2;Oo;Oo;oO;[65.7, 72.7];oO;Oo;oO;[233.92503557989988, 235.30492224998977];[54, 59];[76.74542925071806, 76.33141590108666];[67, 62];[0.22546119605155113, 0.3555388039484484];[76, 97];21.913;22.494;dec2022-003_014-006_SPEAKER_00_1.TextGrid;MewYtle
dec2022-003_014-006_SPEAKER_00;applications;NOUN;4;ooOo;ooOo;oooO;[10, 31.7, 40.3, 47.7];oOoo;ooOo;oooO;[223.27788658457143, 236.68427576045838, 221.89685109853048, 234.7938052470557];[26, 64, 20, 56];[68.30457631485318, 72.19424480179926, 77.66291950799982, 76.25387285343507];[2, 14, 78, 59];[0.07776639743349278, 0.1315025329138173, 0.14145082769757877, 0.14928024195511114];[2, 17, 23, 28];22.834;23.334;dec2022-003_014-006_SPEAKER_00_1.TextGrid;0gNQ6uh
dec2022-003_014-006_SPEAKER_00;teacher;NOUN;2;Oo;Oo;oO;[9.7, 28.7];OO;oO;oO;[217.17197522114284, 217.2179940148331];[14, 14];[58.59934685332874, 72.60972719535503];[0, 17];[0.12836065011530806, 0.19163934988469222];[15, 55];24.874;25.194;dec2022-003_014-006_SPEAKER_00_1.TextGrid;HiDx7za
dec2022-003_014-006_SPEAKER_00;control;VERB;2;oO;oO;oO;[21.3, 58];oO;oO;oO;[217.01320480496742, 229.68481835301856];[13, 40];[72.86127798497763, 75.7247311830354];[18, 49];[0.1567919308543395, 0.24320806914565907];[33, 85];25.234;25.634;dec2022-003_014-006_SPEAKER_00_1.TextGrid;p1xdKqy
dec2022-003_014-006_SPEAKER_00;often;ADV;2;Oo;Oo;oO;[7, 63.3];oO;oO;oO;[118.14045706177698, 236.4906386828357];[2, 63];[71.27778221872273, 75.21900798178041];[11, 43];[0.10330739745353412, 0.2366926025464693];[8, 84];36.22;36.56;dec2022-003_014-006_SPEAKER_00_1.TextGrid;eK5TcqS
dec2022-003_014-006_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[31.3, 29];Oo;Oo;oO;[224.84537630325832, 222.141091533767];[30, 21];[76.29093169671597, 75.45784842782494];[60, 47];[0.08672312626317336, 0.1332768737368255];[4, 19];37.341;37.561;dec2022-003_014-006_SPEAKER_00_1.TextGrid;S9iLa4C
dec2022-003_014-006_SPEAKER_00;engage;VERB;2;oO;oO;oO;[40.3, 76.3];Oo;oO;oO;[231.0119186188867, 230.91529331976875];[45, 44];[76.88301946260933, 79.42343564786665];[69, 89];[0.10139729507683626, 0.33960270492315914];[7, 96];42.685;43.126;dec2022-003_014-006_SPEAKER_00_1.TextGrid;02VMexn
dec2022-003_014-006_SPEAKER_00;lesson;NOUN;2;Oo;Oo;oO;[33, 59.3];oO;oO;oO;[224.407166479011, 230.86151088923222];[29, 43];[75.23967054279728, 75.92030997512201];[44, 53];[0.14598602155857776, 0.2340139784414248];[26, 82];44.227;44.607;dec2022-003_014-006_SPEAKER_00_1.TextGrid;Kpno5uE
dec2022-003_014-006_SPEAKER_00;provide;VERB;2;oO;oO;oO;[17, 41.7];oO;oO;oO;[216.87719972608127, 222.68061567336835];[13, 23];[72.5410684888914, 75.96100700169781];[15, 53];[0.139842845198352, 0.18115715480164596];[23, 49];46.368;46.689;dec2022-003_014-006_SPEAKER_00_1.TextGrid;kfVCO00
dec2022-003_014-006_SPEAKER_00;communicate;VERB;4;oOoo;oOoo;ooOo;[17, 23, 44.7, 43.7];ooOo;ooOo;oooO;[220.36016529187583, 225.30751277134556, 242.5258189310037, 230.93265106472444];[18, 31, 75, 44];[73.87024482065554, 74.02928792900425, 75.31652031014323, 73.3501270098623];[28, 31, 45, 24];[0.08989983727551021, 0.10274796030361699, 0.12268734875827647, 0.20566485366259712];[5, 7, 14, 63];47.789;48.31;dec2022-003_014-006_SPEAKER_00_1.TextGrid;O20mPm3
