spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;deb;fin;file;ID
jan2023-201_141-155_SPEAKER_01;very;ADV;2;Oo;Oo;oO;[60.3, 77];oO;oO;Oo;[213.6573953377378, 247.5644339214049];[74, 94];[51.562328814645056, 55.848265206717656];[40, 84];[0.24025811316140633, 0.19974188683859495];[67, 53];12.036;12.476;jan2023-201_141-155_SPEAKER_01_9.TextGrid;IagpESg
jan2023-201_141-155_SPEAKER_01;interesting;ADJ;4;Oooo;Oooo;Oooo;[68, 53, 56.7, 34.3];oOoo;Oooo;Oooo;[208.24139571334885, 208.9357123984666, 207.98991994197127, 179.68980066763382];[66, 68, 66, 9];[51.80867783455067, 50.40977755624576, 50.25105409171655, 45.186767057479784];[43, 30, 27, 7];[0.45428757601852077, 0.2150497386036072, 0.2726678419107973, 0.2989948434670744];[95, 61, 77, 87];12.576;13.817;jan2023-201_141-155_SPEAKER_01_9.TextGrid;Znypel0
jan2023-201_141-155_SPEAKER_01;working;VERB;2;Oo;Oo;oO;[15.7, 26.7];oO;Oo;oO;[182.75965682380965, 185.050850157444];[16, 21];[48.014797516093196, 47.281545156564924];[17, 14];[0.13296998240198832, 0.18703001759801197];[14, 45];19.64;19.96;jan2023-201_141-155_SPEAKER_01_9.TextGrid;Fg6QHlJ
jan2023-201_141-155_SPEAKER_01;together;ADV;3;oOo;oOo;ooO;[5.3, 10.7, 12.7];Ooo;OOo;ooO;[180.8217967717669, 180.18446969083513, 178.261753719332];[11, 10, 8];[43.861399602968454, 42.769017757517396, 41.451294838806945];[3, 3, 1];[0.09116745390738856, 0.13834071219381272, 0.15149183389879894];[2, 19, 29];20.0;20.381;jan2023-201_141-155_SPEAKER_01_9.TextGrid;UxO8aKQ
jan2023-401_120-034_SPEAKER_00;magical;ADJ;3;Ooo;Ooo;ooO;[6, 27.7, 42];oOO;ooO;ooO;[95.54522387406594, 188.0157664182134, 186.87690634952963];[5, 27, 27];[65.67960511006862, 63.592910735180475, 66.63740099302014];[3, 2, 5];[0.11141054619330504, 0.17458317774438115, 0.2940062760623139];[10, 54, 94];4.192;4.772;jan2023-401_120-034_SPEAKER_00_0.TextGrid;8IneMI5
jan2023-401_120-034_SPEAKER_00;about;ADP;2;oO;oO;Oo;[35, 11];oO;oO;Oo;[169.38464172364047, 183.09083587536603];[18, 25];[60.59160254817427, 60.977433912962155];[0, 1];[0.2580183525099198, 0.10298164749008087];[87, 7];9.395;9.756;jan2023-401_120-034_SPEAKER_00_0.TextGrid;VPi7w3f
jan2023-401_120-034_SPEAKER_00;prevent;VERB;2;oO;oO;oO;[26, 40.3];oO;oO;oO;[191.4946065549013, 192.23313887678];[33, 36];[68.5596938617327, 69.12382162280701];[9, 11];[0.14852205721480138, 0.2114779427851987];[36, 74];1.613;1.973;jan2023-401_120-034_SPEAKER_00_1.TextGrid;KN8nx5Q
jan2023-401_120-034_SPEAKER_00;disagree;VERB;3;ooO;ooO;ooO;[16.7, 16.7, 33.7];oOo;Ooo;ooO;[179.71003422193036, 188.3824335187597, 181.6064142166646];[22, 28, 24];[68.80310052631745, 66.62040107363438, 68.20303313126868];[10, 4, 9];[0.1293507353680079, 0.1293997246010541, 0.20224954003093787];[18, 18, 68];3.234;3.695;jan2023-401_120-034_SPEAKER_00_1.TextGrid;LDUkxw4
jan2023-401_120-034_SPEAKER_00;favor;NOUN;2;Oo;Oo;Oo;[52.7, 46.3];Oo;Oo;Oo;[194.57742537367557, 191.60693234801124];[38, 34];[76.17322262551812, 75.46672348066836];[54, 49];[0.20089748063621293, 0.18010251936378552];[66, 56];8.098;8.479;jan2023-401_120-034_SPEAKER_00_1.TextGrid;ukRMC9X
jan2023-401_120-034_SPEAKER_00;tasting;NOUN;2;Oo;Oo;oO;[26.7, 50.7];oO;oO;oO;[172.82878971645462, 200.8845036230055];[19, 47];[67.88184419331881, 71.6665856455738];[7, 21];[0.17576867898648452, 0.24523132101351486];[54, 84];9.119;9.54;jan2023-401_120-034_SPEAKER_00_1.TextGrid;jAXwyrP
jan2023-401_120-034_SPEAKER_00;because;SCONJ;2;oO/oo;oo;Oo;[63.7, 60.7];Oo;Oo;oO;[225.46159104987535, 208.8599542903098];[68, 56];[79.26776470939066, 77.1478836770023];[85, 64];[0.14974488516300966, 0.1902551148369902];[38, 62];10.38;10.72;jan2023-401_120-034_SPEAKER_00_1.TextGrid;Zv5of4Z
jan2023-401_120-034_SPEAKER_00;breakthrough;NOUN;2;Oo;Oo;oO;[63.7, 67.7];oO;Oo;oO;[211.7369709778672, 226.75719999154416];[62, 70];[74.60018078935887, 74.25335951459842];[44, 41];[0.2532176023220618, 0.2867823976779391];[85, 92];15.024;15.564;jan2023-401_120-034_SPEAKER_00_1.TextGrid;1LvPjnr
jan2023-401_120-034_SPEAKER_00;understanding;VERB;4;ooOo;ooOo;Oooo;[53.7, 29.3, 27, 26.3];Oooo;oooO;Oooo;[202.5582340343404, 99.02427139643132, 99.00295070925432, 99.99265435739724];[49, 9, 9, 10];[74.64349361809191, 73.6817921741846, 76.65317359374596, 77.43973342113358];[45, 36, 57, 68];[0.20114580424240813, 0.15771247385823628, 0.11996356973852684, 0.08217815216082869];[67, 43, 15, 1];20.488;21.049;jan2023-401_120-034_SPEAKER_00_1.TextGrid;wRvRiuX
jan2023-401_120-034_SPEAKER_00;body;NOUN;2;Oo;Oo;oO;[33.3, 57.3];oO;Oo;oO;[94.97217242244662, 204.55470231517342];[4, 53];[76.71820910126031, 73.94818060150934];[59, 38];[0.14904530921825554, 0.23095469078174347];[37, 81];23.431;23.811;jan2023-401_120-034_SPEAKER_00_1.TextGrid;pnDXPJC
jan2023-401_120-034_SPEAKER_00;disease;NOUN;2;oO;oO;oO;[21.7, 46.3];oO;oO;oO;[91.19886177211718, 91.62452866622647];[2, 3];[70.76831745273226, 76.02184278584008];[18, 53];[0.15991043553928463, 0.2400895644607175];[45, 83];24.572;24.972;jan2023-401_120-034_SPEAKER_00_1.TextGrid;edZreP9
jan2023-401_120-034_SPEAKER_00;humanity;NOUN;4;oOoo;oOoo;oooO;[24.7, 19.7, 30.7, 48.7];oooO;oooO;oooO;[196.50099794711355, 188.99449038840538, 191.8108141199202, 203.63586829340997];[41, 29, 35, 51];[73.15996856960193, 69.38606121849202, 70.68073085982913, 74.97145630965417];[31, 13, 16, 46];[0.09070710324806441, 0.12540673086602538, 0.15600586369801306, 0.16888030218790107];[2, 17, 41, 49];36.769;37.31;jan2023-401_120-034_SPEAKER_00_1.TextGrid;OjVVFsv
jan2023-401_120-034_SPEAKER_00;better;ADJ;2;Oo;Oo;Oo;[49, 44];Oo;Oo;oO;[195.7639680385207, 190.7639076824898];[40, 32];[77.8765895736865, 73.8779499916145];[73, 37];[0.14594792434434822, 0.19505207565565286];[34, 63];38.091;38.432;jan2023-401_120-034_SPEAKER_00_1.TextGrid;mwviHbT
jan2023-401_120-034_SPEAKER_00;function;NOUN;2;Oo;Oo;Oo;[25, 24.7];Oo;Oo;oO;[97.4621120653023, 97.45494274972557];[8, 7];[71.39583715192023, 70.61994192075];[20, 15];[0.16723125547690643, 0.17276874452308988];[47, 52];40.776;41.116;jan2023-401_120-034_SPEAKER_00_1.TextGrid;vdu56FD
jan2023-401_120-034_SPEAKER_00;research;NOUN;2;oO/Oo;Oo;oO;[29.7, 49.7];Oo;Oo;oO;[193.25688062894926, 181.39008742399486];[36, 23];[74.15216253997944, 73.42933554555059];[39, 36];[0.11915557630911433, 0.280844423690886];[14, 90];7.133;7.533;jan2023-401_120-034_SPEAKER_00_10.TextGrid;My4oVKZ
jan2023-401_120-034_SPEAKER_00;speedy;ADJ;2;Oo;Oo;Oo;[69, 50];Oo;Oo;Oo;[216.24141292270357, 210.85917072036384];[65, 61];[77.29738199875085, 76.90109249197664];[66, 61];[0.21868763902164368, 0.14231236097835698];[76, 28];8.213;8.574;jan2023-401_120-034_SPEAKER_00_10.TextGrid;BhsXQKN
jan2023-401_120-034_SPEAKER_00;better;ADJ;2;Oo;Oo;Oo;[40.3, 38];Oo;Oo;oO;[195.0810562546315, 193.46786115997344];[39, 37];[74.53225397263998, 72.99671685661839];[43, 27];[0.15067224024669024, 0.17032775975331038];[39, 50];6.959;7.28;jan2023-401_120-034_SPEAKER_00_2.TextGrid;h9kEqHv
jan2023-401_120-034_SPEAKER_00;before;ADP;2;oO/oO;oO;oO;[29, 36];oO;Oo;oO;[177.92705737754295, 190.0757593021886];[21, 31];[71.02155710196551, 69.70555680151442];[18, 14];[0.16767936500973057, 0.19332063499027008];[48, 63];8.001;8.362;jan2023-401_120-034_SPEAKER_00_2.TextGrid;lRqrT3e
jan2023-401_120-034_SPEAKER_00;animals;NOUN;3;Ooo;Ooo;ooO;[21, 48.7, 52];Ooo;oOo;ooO;[200.73880509975112, 200.3122890570296, 199.69018891554842];[46, 45, 44];[70.73527066143414, 77.66114035004149, 72.9827693761981];[17, 70, 26];[0.062247308959051395, 0.14493890098916484, 0.25381379005178406];[0, 31, 86];5.933;6.394;jan2023-401_120-034_SPEAKER_00_3.TextGrid;Pi3kGrZ
jan2023-401_120-034_SPEAKER_00;testing;NOUN;2;Oo;Oo;oO;[37.7, 59];oO;Oo;oO;[204.3100272007276, 215.91338433046252];[52, 64];[74.31592773622617, 74.17242119426007];[42, 40];[0.1311152804994169, 0.20888471950058385];[19, 73];6.794;7.134;jan2023-401_120-034_SPEAKER_00_3.TextGrid;91q9FNb
jan2023-401_120-034_SPEAKER_00;subjects;NOUN;2;Oo/oO;Oo;oO;[35.3, 61.3];oO;Oo;oO;[189.8602795692431, 238.5700234062583];[30, 74];[73.14032167174004, 72.08681977907708];[30, 22];[0.1625844997806034, 0.25841550021939597];[46, 88];10.096;10.517;jan2023-401_120-034_SPEAKER_00_3.TextGrid;jvftwzo
jan2023-401_120-034_SPEAKER_00;nonsense;NOUN;2;Oo;Oo;oO;[50.7, 61];Oo;Oo;oO;[210.44712593796214, 116.94510444295604];[60, 12];[79.52183917737685, 77.71175003698153];[86, 72];[0.10042175582413648, 0.38057824417586517];[6, 99];19.523;20.004;jan2023-401_120-034_SPEAKER_00_3.TextGrid;fLIoqpK
jan2023-401_120-034_SPEAKER_00;disease;NOUN;2;oO;oO;oO;[57.3, 80];oO;Oo;oO;[205.59257094119437, 294.3645478774768];[54, 91];[77.43797709466726, 76.63542935808123];[67, 56];[0.17201806935617014, 0.2879819306438307];[51, 93];28.855;29.315;jan2023-401_120-034_SPEAKER_00_3.TextGrid;83tIvVc
jan2023-401_120-034_SPEAKER_00;sometimes;ADV;2;oO/Oo;;Oo;[70.3, 56];Oo;Oo;oO;[223.67072241360873, 122.8159688305853];[67, 15];[79.1635345203632, 76.44426455891077];[83, 55];[0.1865252441306673, 0.3544747558693331];[61, 98];29.435;29.976;jan2023-401_120-034_SPEAKER_00_3.TextGrid;qO8yDjE
jan2023-401_120-034_SPEAKER_00;singers;NOUN;2;Oo;Oo;OO;[39.7, 39.7];Oo;Oo;oO;[196.71903585709845, 157.7394593300815];[43, 17];[75.47739096522994, 67.40075641231947];[50, 6];[0.13733117133659123, 0.3026688286634087];[26, 96];1.65;2.09;jan2023-401_120-034_SPEAKER_00_4.TextGrid;W8Jv5im
jan2023-401_120-034_SPEAKER_00;cannot;AUX+PART;2;Oo/oO;;oO;[63, 73.3];oO;oO;oO;[270.14344314741953, 289.24711590263655];[84, 89];[76.9468298223384, 77.80542742766787];[63, 72];[0.1570793538390367, 0.18292064616096315];[42, 59];3.531;3.871;jan2023-401_120-034_SPEAKER_00_4.TextGrid;naQj00k
jan2023-401_120-034_SPEAKER_00;translate;VERB;2;oO;oO;oO;[70.3, 81.3];Oo;oO;oO;[254.14845247766462, 245.36447488247123];[81, 78];[75.55668884300363, 77.48965967289814];[51, 69];[0.22513165503922794, 0.31486834496077165];[79, 97];3.951;4.491;jan2023-401_120-034_SPEAKER_00_4.TextGrid;jzoSfNq
jan2023-401_120-034_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[75.7, 90];Oo;Oo;oO;[370.45796147008576, 289.69402955961687];[98, 90];[83.82423834810339, 81.81360308497];[99, 90];[0.14421585629197686, 0.27578414370802307];[30, 90];8.353;8.773;jan2023-401_120-034_SPEAKER_00_4.TextGrid;1zHms1k
jan2023-401_120-034_SPEAKER_00;didn't;AUX+PART;2;Oo;Oo;oO;[69, 86.3];Oo;oO;oO;[296.30220617789035, 293.55639670573095];[92, 90];[82.79667094864973, 83.03164931487416];[95, 97];[0.13152524048333447, 0.2084747595166654];[20, 72];9.174;9.514;jan2023-401_120-034_SPEAKER_00_4.TextGrid;ePZmOQi
jan2023-401_120-034_SPEAKER_00;basis;NOUN;2;Oo;Oo;oO;[20, 29.3];Oo;Oo;oO;[87.62605004705101, 83.79700671473138];[1, 0];[71.3141140762402, 68.16846851748562];[19, 8];[0.15205625749184293, 0.22794374250815785];[40, 80];12.635;13.015;jan2023-401_120-034_SPEAKER_00_4.TextGrid;4RzvuA1
jan2023-401_120-034_SPEAKER_00;computer;NOUN;3;oOo;oOo;oOo;[68.3, 77.7, 49.7];Ooo;Ooo;oOo;[260.79821006928825, 254.0554820526467, 111.01951221011906];[82, 81, 11];[80.12706963720481, 79.89602398969542, 77.9946217939239];[88, 87, 74];[0.1468513257354509, 0.19693320119342062, 0.19621547307112763];[35, 65, 64];18.52;19.06;jan2023-401_120-034_SPEAKER_00_4.TextGrid;MLVin9t
jan2023-401_120-034_SPEAKER_00;understand;VERB;3;ooO;ooO;ooO;[62.3, 75, 82];ooO;Ooo;ooO;[288.1837411979363, 289.0221862669182, 307.26220608895756];[86, 88, 93];[82.45003617076011, 82.08958418331109, 76.6967338673528];[93, 92, 58];[0.1037410895276274, 0.1616758110514489, 0.2945830994209224];[8, 45, 95];22.004;22.564;jan2023-401_120-034_SPEAKER_00_4.TextGrid;qNnC5Wt
jan2023-401_120-034_SPEAKER_00;molecular;ADJ;4;oOoo;oOoo;oooO;[50, 50.7, 47.7, 68.3];OoOo;oOoo;oooO;[212.39391687877378, 208.82784327940618, 215.24464277494405, 209.8918762195736];[63, 55, 63, 59];[78.43274164582334, 78.83120050613664, 77.67664478557116, 78.34996267633844];[78, 81, 71, 77];[0.10594968586443088, 0.12201898369909259, 0.10934548526227417, 0.20368584517420274];[9, 16, 9, 69];23.165;23.706;jan2023-401_120-034_SPEAKER_00_4.TextGrid;OKxgyLS
jan2023-401_120-034_SPEAKER_00;basis;NOUN;2;Oo;Oo;oO;[30.7, 40.7];oO;Oo;oO;[96.82426183763349, 186.28141379678192];[6, 26];[77.0497628756265, 72.59159577642649];[63, 24];[0.13373302455983094, 0.20626697544016892];[23, 72];23.726;24.066;jan2023-401_120-034_SPEAKER_00_4.TextGrid;LoX6Tkq
jan2023-401_120-034_SPEAKER_00;cannot;AUX+PART;2;Oo/oO;;oO;[78.7, 81.3];Oo;oO;oO;[356.7658796148699, 328.3406068283891];[97, 96];[79.2466038792348, 81.93427040459031];[84, 91];[0.18004508097524763, 0.18095491902474947];[55, 57];26.789;27.15;jan2023-401_120-034_SPEAKER_00_4.TextGrid;M51TRuj
jan2023-401_120-034_SPEAKER_00;before;SCONJ;2;oO/oO;oO;oO;[55.3, 89];oO;oO;oO;[244.90381789072197, 327.8596547134225];[77, 95];[76.93025717013286, 82.69860062745153];[62, 94];[0.13825908934680342, 0.22274091065319723];[27, 78];28.631;28.992;jan2023-401_120-034_SPEAKER_00_4.TextGrid;uxtzi1X
jan2023-401_120-034_SPEAKER_00;testing;NOUN;2;Oo;Oo;oO;[52, 78.7];oO;oO;oO;[226.52867569991304, 266.7866737898658];[69, 83];[76.87195026603514, 78.22643669243321];[60, 76];[0.13855834088472818, 0.22144165911527125];[27, 77];31.955;32.315;jan2023-401_120-034_SPEAKER_00_4.TextGrid;S1yXRTM
jan2023-401_120-034_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[42, 55.7];Oo;oO;oO;[228.03803339251138, 209.53660128819976];[71, 58];[72.31704502084742, 73.30985815731972];[23, 34];[0.14544781068851975, 0.21455218931148012];[32, 75];2.914;3.274;jan2023-401_120-034_SPEAKER_00_5.TextGrid;iLIkPPm
jan2023-401_120-034_SPEAKER_00;legally;ADV;3;Ooo;Ooo;ooO;[46.3, 50.3, 60.7];oOo;Ooo;ooO;[244.2117310679609, 251.37280422145426, 233.7386200477418];[76, 80, 72];[75.97353158471103, 75.2962027580069, 73.10600545414091];[52, 47, 29];[0.11367053419371054, 0.1347068565599141, 0.23262260924637612];[11, 24, 81];4.616;5.097;jan2023-401_120-034_SPEAKER_00_5.TextGrid;HfCJbE3
jan2023-401_120-034_SPEAKER_00;legally;ADV;3;Ooo;Ooo;OoO;[41.7, 40.3, 41.7];ooO;Ooo;ooO;[230.88897673864892, 237.45816457025165, 243.83437978971847];[72, 73, 75];[75.46387490838737, 73.05144785911986, 73.05707425932545];[48, 27, 28];[0.09727212541855224, 0.13173019580092493, 0.1319976787805226];[5, 21, 22];7.24;7.601;jan2023-401_120-034_SPEAKER_00_5.TextGrid;IMqiAm6
jan2023-401_120-034_SPEAKER_00;testing;NOUN;2;Oo;Oo;oO;[33, 60];oO;oO;oO;[200.71442718368363, 222.59731626802755];[45, 66];[72.69315180658903, 73.17774839378026];[25, 32];[0.14306597998069748, 0.23793402001930097];[29, 82];9.864;10.245;jan2023-401_120-034_SPEAKER_00_5.TextGrid;sULKeFn
jan2023-401_120-034_SPEAKER_00;lobby;NOUN;2;Oo;Oo;Oo;[51.7, 30.7];Oo;oO;Oo;[204.70983312177623, 121.97306462777739];[54, 14];[77.19908836193336, 78.09870953813441];[65, 75];[0.14772621157984922, 0.09227378842015099];[36, 3];11.327;11.567;jan2023-401_120-034_SPEAKER_00_5.TextGrid;5WKK2rq
jan2023-401_120-034_SPEAKER_00;replacement;NOUN;3;oOo;oOo;Ooo;[55.3, 49, 10.7];oOo;Ooo;oOo;[159.82935103685563, 196.71035616480748, 148.65909121220685];[18, 42, 16];[80.87880222698973, 73.33267747412083, 69.16451970854908];[90, 35, 12];[0.1821724823745825, 0.20411020996893825, 0.09471730765647912];[58, 70, 4];12.268;12.749;jan2023-401_120-034_SPEAKER_00_5.TextGrid;GlJ4ZEq
jan2023-401_120-034_SPEAKER_00;increase;VERB;2;oO/Oo;oO;oO;[48.7, 59.7];oO;Oo;oO;[202.00488998871748, 209.36387012628984];[48, 57];[76.12725685333584, 73.20135722599406];[54, 33];[0.15775004475293386, 0.26424995524706585];[44, 89];3.838;4.26;jan2023-401_120-034_SPEAKER_00_6.TextGrid;7qGeEKD
jan2023-401_120-034_SPEAKER_00;cannot;AUX+PART;2;Oo/oO;;oO;[42.3, 65.7];oO;Oo;oO;[119.99840329275354, 416.9682753659695];[13, 99];[78.89479977059992, 74.74279985002154];[81, 45];[0.14583338172724147, 0.17416661827275792];[33, 53];6.442;6.762;jan2023-401_120-034_SPEAKER_00_7.TextGrid;Dsk9NFD
jan2023-401_120-034_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[81, 67.3];oO;Oo;Oo;[287.7402422422846, 315.9203693407142];[85, 94];[83.79184033240955, 82.93606880090789];[98, 96];[0.18348015345342805, 0.11651984654657266];[60, 12];4.294;4.594;jan2023-401_120-034_SPEAKER_00_8.TextGrid;DXnIZ2J
jan2023-401_120-034_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[79.7, 64.7];oO;Oo;Oo;[250.91543091067615, 288.9827321420109];[79, 87];[80.22551028247727, 78.98538754365879];[89, 82];[0.20527813193546773, 0.13572186806453246];[71, 25];5.415;5.756;jan2023-401_120-034_SPEAKER_00_8.TextGrid;0qZ5qI6
jan2023-401_120-034_SPEAKER_00;middle;NOUN;2;Oo;Oo;oO;[47.7, 63.3];Oo;Oo;oO;[202.82501656224022, 175.47062903020654];[50, 20];[78.82979775679237, 78.80503687278326];[80, 79];[0.11765046018828862, 0.28234953981171174];[13, 91];10.141;10.541;jan2023-401_120-034_SPEAKER_00_8.TextGrid;7SOi6By
jan2023-401_120-034_SPEAKER_01;really;ADV;2;Oo;Oo;oO;[11, 15.7];oO;Oo;oO;[111.61640233374708, 114.52273572157205];[5, 9];[68.12291961412899, 67.9919383738687];[5, 4];[0.1399448950196831, 0.16105510498031705];[23, 34];6.111;6.412;jan2023-401_120-034_SPEAKER_01_0.TextGrid;TDIs35I
jan2023-401_120-034_SPEAKER_01;tasting;VERB;2;Oo;Oo;Oo;[22.3, 20.7];Oo;Oo;oO;[112.96128459305638, 96.69486584593723];[6, 1];[71.00195079210751, 66.14487181212311];[8, 1];[0.19375808548888962, 0.20624191451111074];[53, 60];8.092;8.492;jan2023-401_120-034_SPEAKER_01_0.TextGrid;Hlq3DyO
jan2023-401_120-034_SPEAKER_01;method;NOUN;2;Oo;Oo;oO;[26, 37.3];oO;Oo;oO;[114.11403795268335, 116.61187568954189];[8, 10];[72.52741239088797, 71.63508956804097];[19, 13];[0.1912366129185994, 0.2687633870813997];[51, 89];11.894;12.354;jan2023-401_120-034_SPEAKER_01_0.TextGrid;IiRzsAk
jan2023-401_120-034_SPEAKER_01;completely;ADV;3;oOo;oOo;oOo;[23.3, 45, 35.3];Ooo;ooO;oOo;[127.87685597637932, 126.3881621600259, 113.49400950843413];[43, 39, 8];[71.71668842603262, 69.82419861328314, 74.7599873400087];[13, 6, 40];[0.12751463541708397, 0.27037084770924835, 0.20211451687366733];[14, 90, 58];12.914;13.514;jan2023-401_120-034_SPEAKER_01_0.TextGrid;QfzHlPc
jan2023-401_120-034_SPEAKER_01;outdated;ADJ;3;Ooo;Ooo;Ooo;[38.7, 36, 25];Ooo;Ooo;oOo;[128.85135913111748, 111.74127934764103, 108.23803338608136];[45, 5, 3];[75.10443782557898, 73.45013470558042, 67.39586720824764];[46, 25, 2];[0.14770319702612866, 0.2474154040116332, 0.22488139896223913];[25, 78, 70];13.815;14.435;jan2023-401_120-034_SPEAKER_01_0.TextGrid;axG0IjD
jan2023-401_120-034_SPEAKER_01;without;ADP;2;oO;oO;oO;[43, 47.3];Oo;Oo;oO;[132.26960354100103, 116.73257301409129];[51, 11];[76.1243791415313, 74.6681154183963];[56, 38];[0.13989981360128567, 0.3011001863987133];[22, 93];25.257;25.698;jan2023-401_120-034_SPEAKER_01_0.TextGrid;AsqPJ1u
jan2023-401_120-034_SPEAKER_01;testing;NOUN;2;Oo;Oo;oO;[15.7, 31.3];Oo;oO;oO;[120.31096467993548, 115.39928028002673];[20, 10];[70.28813086646147, 70.62159366237447];[7, 8];[0.1357991360559474, 0.2442008639440516];[20, 76];26.199;26.579;jan2023-401_120-034_SPEAKER_01_0.TextGrid;uqMTz4M
jan2023-401_120-034_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[3.7, 48.3];oO;oO;oO;[111.04385274556151, 129.76994897159247];[4, 48];[67.80494250535466, 75.460351242487];[2, 50];[0.09556747138165989, 0.18543252861833892];[5, 47];26.599;26.88;jan2023-401_120-034_SPEAKER_01_0.TextGrid;vMqVDPU
jan2023-401_120-034_SPEAKER_01;money;NOUN;2;Oo;Oo;oO;[18.3, 32.7];oO;Oo;oO;[112.98757534838313, 125.99881288316354];[7, 35];[74.45031219851887, 71.72398341326256];[31, 14];[0.13261628620564636, 0.1883837137943516];[17, 49];30.484;30.805;jan2023-401_120-034_SPEAKER_01_0.TextGrid;zdjkMkp
jan2023-401_120-034_SPEAKER_01;nothing;PRON;2;Oo;Oo;oO;[25.7, 47];oO;Oo;oO;[117.10249285330265, 128.383890061416];[12, 44];[74.59648620442279, 71.28204865325208];[37, 11];[0.15450001476583708, 0.26649998523416585];[28, 86];31.205;31.626;jan2023-401_120-034_SPEAKER_01_0.TextGrid;5CXDmZC
jan2023-401_120-034_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[11.3, 36.7];oO;oO;oO;[118.97419548462787, 119.05959961176097];[16, 17];[71.91915698389028, 72.5674884215441];[16, 20];[0.08520873118305161, 0.23579126881694634];[2, 73];31.966;32.287;jan2023-401_120-034_SPEAKER_01_0.TextGrid;uGyEUSH
jan2023-401_120-034_SPEAKER_01;completely;ADV;3;oOo;oOo;oOo;[56.3, 62.7, 52.7];Ooo;Ooo;ooO;[158.49832096664412, 137.78304689742163, 125.14579510283353];[78, 59, 35];[77.7610582478036, 76.77699221010977, 75.5969744595674];[75, 63, 52];[0.13207818644936076, 0.21757878684661414, 0.23034302670402518];[16, 66, 71];8.855;9.435;jan2023-401_120-034_SPEAKER_01_1.TextGrid;nLmJbm3
jan2023-401_120-034_SPEAKER_01;understand;VERB;3;ooO;ooO;oOo;[38.7, 52.3, 30];oOo;oOo;oOo;[121.67721504125225, 124.25473318132663, 92.88208713902394];[23, 30, 0];[71.18477592164156, 74.46017639691006, 71.06926549317515];[10, 32, 9];[0.25786526782690444, 0.30906103848800015, 0.25407369368509336];[83, 95, 81];19.062;19.883;jan2023-401_120-034_SPEAKER_01_1.TextGrid;V2MREK8
jan2023-401_120-034_SPEAKER_01;humanized;VERB;3;Ooo;Ooo;ooO;[53.7, 36.3, 56.3];Ooo;Ooo;ooO;[153.24497129216746, 133.23117910284802, 126.18536215482762];[75, 53, 37];[77.1670771016344, 73.87183197822927, 74.46907909391138];[67, 27, 33];[0.13449040525312483, 0.15467114601546683, 0.451838448731408];[19, 29, 99];34.378;35.119;jan2023-401_120-034_SPEAKER_01_1.TextGrid;hkVKXdt
jan2023-401_120-034_SPEAKER_01;human;ADJ;2;Oo;Oo;oO;[54.7, 68.3];oO;oO;oO;[134.9572869128017, 136.06990517908784];[56, 58];[75.49580177615215, 78.23611454938768];[51, 80];[0.20081548231348734, 0.22018451768651293];[57, 67];1.811;2.232;jan2023-401_120-034_SPEAKER_01_10.TextGrid;2alN5cr
jan2023-401_120-034_SPEAKER_01;about;ADP;2;oO;oO;Oo;[73, 54];oO;Oo;Oo;[150.075021172287, 411.7346183949113];[74, 97];[78.50716012725744, 76.80214612159045];[83, 64];[0.20637389587214283, 0.07362610412785742];[62, 1];4.019;4.299;jan2023-401_120-034_SPEAKER_01_3.TextGrid;VqXgEVF
jan2023-401_120-034_SPEAKER_01;create;VERB;2;oO;oO;oO;[51.3, 71.3];Oo;oO;oO;[583.526366456223, 123.75350716510124];[99, 29];[73.0445380006989, 80.28439877268832];[24, 87];[0.15581545703409816, 0.3841845429659019];[31, 98];6.561;7.101;jan2023-401_120-034_SPEAKER_01_3.TextGrid;UfdTsql
jan2023-401_120-034_SPEAKER_01;processes;NOUN;3;Ooo;Ooo;Ooo;[60.3, 41, 37.7];Ooo;Ooo;ooO;[148.81430129655328, 126.03288703337948, 121.64197984242173];[72, 36, 22];[77.94013319173297, 74.69725368157923, 71.2346578488496];[76, 39, 10];[0.15950367789007913, 0.18617103639693866, 0.25432528571298185];[33, 48, 81];7.962;8.562;jan2023-401_120-034_SPEAKER_01_3.TextGrid;ucRgfSr
jan2023-401_120-034_SPEAKER_01;vitro;X;2;Oo;Oo;oO;[71.7, 74];oO;Oo;oO;[172.91721506167144, 188.3980547125424];[87, 91];[81.612398521409, 76.17451153713569];[93, 57];[0.1619059578527935, 0.23809404214720686];[35, 74];10.564;10.964;jan2023-401_120-034_SPEAKER_01_3.TextGrid;pol1WZb
jan2023-401_120-034_SPEAKER_01;second;ADJ;2;Oo;Oo;Oo;[53, 47.7];Oo;Oo;oO;[148.41805099744852, 126.0857196520696];[71, 37];[78.2064067493981, 75.35802781133926];[79, 47];[0.11613110082195632, 0.20486889917804163];[9, 59];15.727;16.048;jan2023-401_120-034_SPEAKER_01_3.TextGrid;7ioieiZ
