spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;F0min;F0max;F0sd;syllmfa_equals_syllnuclei;deb;fin;file;ID
dec2022-002_032-044_SPEAKER_00;using;VERB;2;Oo;Oo;oO;[54, 70];oO;Oo;oO;[112.17124107414855, 135.4928490192769];[23, 80];[67.41854500180503, 64.63540462558161];[71, 47];[0.07000000000000028, 0.12000000000000455];[68, 83];129.11030148090003;147.4381557911207;6.8364251176662;True;33.71;34.24;dec2022-002_032-044_SPEAKER_00_0.TextGrid;pkE4Dlj
dec2022-002_032-044_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[41, 59];Oo;oO;oO;[117.33985391304752, 110.35058428719668];[45, 16];[63.29179810514245, 67.67341460871705];[35, 73];[0.030000000000001137, 0.1600000000000037];[43, 88];103.96011588867714;116.74485943059462;3.639714936969987;False;34.41;34.67;dec2022-002_032-044_SPEAKER_00_0.TextGrid;sfi0MEN
dec2022-002_032-044_SPEAKER_00;firstly;ADV;2;Oo;Oo;Oo;[75.7, 40];Oo;Oo;Oo;[120.1379768231226, 110.53360528062848];[56, 17];[69.90858694568816, 65.85827412326589];[85, 60];[0.15000000000000568, 0.030000000000001137];[86, 43];108.75572967075578;112.54331705870406;1.619892185675249;True;34.89;35.33;dec2022-002_032-044_SPEAKER_00_0.TextGrid;JmXR60p
dec2022-002_032-044_SPEAKER_00;potential;ADJ;3;oOo;oOo;ooO;[29.7, 46, 55.3];oOo;ooO;ooO;[117.31257224482144, 119.55467208538906, 112.07288325341995];[45, 54, 22];[47.428634323925685, 63.43852221323548, 65.46437109786442];[1, 36, 56];[0.030000000000001137, 0.03999999999999915, 0.1600000000000037];[43, 48, 88];107.39170239159148;121.16932882153984;5.188607309946339;True;35.84;37.07;dec2022-002_032-044_SPEAKER_00_0.TextGrid;xMeyAoU
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[57.7, 39.7];oO;Oo;Oo;[114.98324897908914, 121.51411328895182];[34, 60];[71.25990233828267, 58.44073323771841];[91, 16];[0.03999999999999915, 0.030000000000001137];[48, 43];119.63971136173716;123.38851521616647;1.6132283218225443;False;38.09;38.35;dec2022-002_032-044_SPEAKER_00_0.TextGrid;YGSzDMQ
dec2022-002_032-044_SPEAKER_00;connection;NOUN;3;oOo;oOo;Ooo;[54.7, 26.7, 53];ooO;Ooo;Ooo;[113.25986635381345, 111.14675474138562, 121.7181592302477];[27, 19, 61];[66.75717278972786, 59.64934844447565, 65.38688315459939];[66, 18, 55];[0.0799999999999983, 0.030000000000001137, 0.030000000000001137];[71, 43, 43];119.28745989375358;123.13590700196198;1.6946858583734148;True;40.28;41.07;dec2022-002_032-044_SPEAKER_00_0.TextGrid;BDAOhMi
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[46, 23.7];oO;Oo;Oo;[105.69373487636759, 111.09642132827233];[5, 19];[64.82753144208604, 64.82218634006068];[49, 48];[0.13000000000000256, 0.02999999999999403];[84, 4];109.31373387249754;113.40795769325297;2.097719726318665;True;44.22;44.65;dec2022-002_032-044_SPEAKER_00_0.TextGrid;BzRYGSm
dec2022-002_032-044_SPEAKER_00;losing;VERB;2;Oo;Oo;Oo;[50, 17];Oo;Oo;Oo;[105.28657154642254, 103.9457881058288];[4, 2];[64.80585956111798, 51.70546532397708];[48, 6];[0.5500000000000043, 0.030000000000001137];[98, 43];103.69677508736736;104.22058780129774;0.2282159515581223;False;45.85;46.54;dec2022-002_032-044_SPEAKER_00_0.TextGrid;XguPF3H
dec2022-002_032-044_SPEAKER_00;our;PRON;2;Oo;Oo;oO;[43.7, 44.7];Oo;oO;oO;[122.92488926033346, 111.3534540347558];[64, 21];[59.94227205798938, 64.4460276719514];[19, 45];[0.03999999999999915, 0.07000000000000028];[48, 68];107.78712664975068;116.87792860633697;3.113504482397745;False;48.07;48.18;dec2022-002_032-044_SPEAKER_00_0.TextGrid;hXi80Yp
dec2022-002_032-044_SPEAKER_00;teacher;NOUN;2;Oo;Oo;oO;[6, 50.3];oO;oO;oO;[104.54536490297701, 108.82914181562653];[3, 12];[56.196482307840874, 63.89959780803569];[11, 42];[0.02999999999999403, 0.509999999999998];[4, 97];106.48622330813896;121.11713189703718;3.3052948150885784;False;48.18;48.86;dec2022-002_032-044_SPEAKER_00_0.TextGrid;yx8xK3S
dec2022-002_032-044_SPEAKER_00;afraid;ADJ;2;oO;oO;Oo;[69.3, 21.3];Oo;Oo;Oo;[116.4867991873191, 103.65310062537438];[41, 2];[68.63456536349264, 59.70428675307931];[77, 19];[0.20000000000000284, 0.030000000000001137];[90, 43];101.75961652791298;106.27307861294119;2.014090456737033;False;49.41;49.74;dec2022-002_032-044_SPEAKER_00_0.TextGrid;vLQdFU6
dec2022-002_032-044_SPEAKER_00;solution;NOUN;3;oOo;oOo;Ooo;[50.7, 50.3, 11];Ooo;Ooo;oOo;[114.96851603529804, 113.81454110339077, 112.89202840951783];[34, 29, 25];[67.38136402410863, 66.56327228215011, 54.71687026443498];[70, 63, 8];[0.03999999999999915, 0.05999999999999517, 0.00999999999999801];[48, 59, 0];112.89202840951783;112.89202840951783;112.89202840951783;False;57.44;57.76;dec2022-002_032-044_SPEAKER_00_0.TextGrid;FslDiWz
dec2022-002_032-044_SPEAKER_00;student;NOUN;2;Oo;Oo;oO;[64.3, 70];Oo;oO;Oo;[120.88983535019854, 119.88173080457146];[58, 55];[64.91563268857844, 68.22378145768711];[50, 76];[0.14999999999999858, 0.10000000000000142];[85, 79];118.44194428248984;120.46024555788513;0.6682382798521492;False;59.29;63.723129;dec2022-002_032-044_SPEAKER_00_0.TextGrid;hgu8MnK
dec2022-002_032-044_SPEAKER_00;major;ADJ;2;Oo;Oo;Oo;[46.7, 33];Oo;Oo;oO;[139.8312049172527, 136.75286209695759];[85, 81];[64.30008191221276, 49.9523922263677];[43, 3];[0.029999999999999805, 0.03000000000000025];[12, 15];136.7237598009522;136.781964392963;0.0250472683922973;False;2.65;2.79;dec2022-002_032-044_SPEAKER_00_1.TextGrid;ZAyTZwK
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[50, 45];Oo;oO;Oo;[136.65643533123142, 112.52198076944961];[81, 25];[55.24328707455144, 65.42262045370931];[9, 55];[0.06000000000000005, 0.04999999999999982];[60, 55];110.65687373353131;114.52310688199627;1.5155664935944977;False;3.1;3.43;dec2022-002_032-044_SPEAKER_00_1.TextGrid;2Cg1rjn
dec2022-002_032-044_SPEAKER_00;understand;VERB;3;ooO;ooO;oOO;[45, 69.7, 69.7];Ooo;ooO;oOo;[139.89194209118423, 117.633389647428, 117.9211582705084];[85, 46, 48];[63.56977810086378, 68.36724634330135, 71.68406512485862];[38, 77, 93];[0.029999999999999805, 0.15000000000000036, 0.07000000000000028];[12, 86, 68];115.8080546888452;121.83459203980874;1.9891858333244816;False;3.74;4.22;dec2022-002_032-044_SPEAKER_00_1.TextGrid;lmxvo85
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;oO;[75, 83.7];oO;Oo;oO;[120.0041515073538, 124.36450934490045];[55, 67];[71.25208197819985, 70.65463545449518];[90, 88];[0.11000000000000032, 0.4500000000000002];[80, 96];117.53243655531156;145.62481724598902;6.752195040099545;False;7.01;7.85;dec2022-002_032-044_SPEAKER_00_1.TextGrid;49MGjZG
dec2022-002_032-044_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[58.7, 76.7];oO;oO;oO;[122.47753057127294, 126.15314106247793];[62, 70];[66.03474206163719, 68.64166681356328];[60, 78];[0.049999999999998934, 0.120000000000001];[54, 82];120.23030067039201;156.655447327352;9.940509865221932;True;9.01;9.37;dec2022-002_032-044_SPEAKER_00_1.TextGrid;c3p4tVv
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;oO;[32.3, 77.7];Oo;oO;oO;[126.64591483977536, 125.37024959614399];[71, 68];[58.328352551184345, 67.3907645972707];[15, 70];[0.02999999999999936, 0.33000000000000007];[11, 95];121.48348967774065;127.85401547137783;1.9870060780966925;True;10.2;10.63;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Is4lFzp
dec2022-002_032-044_SPEAKER_00;expensive;ADJ;3;oOo;oOo;oOo;[62.3, 79.7, 44.7];oOo;oOo;Ooo;[133.80296705647203, 153.1823286016057, 150.56459502120694];[79, 90, 89];[62.13290079733181, 70.56328439786739, 48.102010628349746];[27, 88, 2];[0.11999999999999922, 0.0600000000000005, 0.030000000000001137];[81, 61, 43];149.21780163282057;151.91138840959331;1.1591351920005961;False;11.92;12.54;dec2022-002_032-044_SPEAKER_00_1.TextGrid;hHgvhbd
dec2022-002_032-044_SPEAKER_00;people;NOUN;2;Oo;Oo;oO;[31.3, 68.7];oO;oO;oO;[115.43279400526939, 124.8896467088484];[36, 67];[64.61683635424268, 70.8988914277035];[47, 89];[0.02999999999999936, 0.040000000000000924];[11, 50];120.52662175468345;129.07146687399808;3.681655385853567;True;12.89;13.24;dec2022-002_032-044_SPEAKER_00_1.TextGrid;qfj0kDQ
dec2022-002_032-044_SPEAKER_00;information;NOUN;4;ooOo;ooOo;Oooo;[66, 65.3, 35, 39];oOoo;oOoo;Oooo;[134.01121995197602, 134.64411920801382, 121.29095411984363, 117.30027615161532];[79, 80, 59, 45];[64.51736933897999, 67.77228987277216, 48.95519493118833, 62.37461893174742];[46, 73, 3, 29];[0.08000000000000185, 0.030000000000001137, 0.030000000000001137, 0.030000000000001137];[73, 43, 43, 43];114.65890464416933;121.57551352995665;3.07720974488366;False;17.2;18.55;dec2022-002_032-044_SPEAKER_00_1.TextGrid;vub9HP4
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[76.7, 76.3];Oo;oO;oO;[121.82178472709039, 115.58331126567315];[61, 38];[72.05979657198502, 73.3526930242905];[94, 97];[0.08999999999999986, 0.28999999999999915];[75, 94];114.18996468500661;117.26975620914986;0.964251679671507;False;18.55;19.49;dec2022-002_032-044_SPEAKER_00_1.TextGrid;zESJYx7
dec2022-002_032-044_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[73.3, 62.3];oO;Oo;Oo;[129.81312747084652, 138.07432266594526];[75, 83];[69.37230305157901, 66.04079470025154];[83, 61];[0.060000000000002274, 0.030000000000001137];[62, 43];136.44380050054608;139.45414903104833;1.364988886471122;False;25.44;25.68;dec2022-002_032-044_SPEAKER_00_1.TextGrid;EBgOfHH
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[69.3, 38.3];oO;Oo;Oo;[114.3230436148491, 122.51657533787714];[31, 63];[71.00225639759394, 64.53949841781277];[90, 46];[0.16000000000000014, 0.029999999999997584];[87, 6];121.32961105936316;123.67853974075095;1.1746638808178547;False;28.37;29.67;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Pepql2B
dec2022-002_032-044_SPEAKER_00;themselves;PRON;2;oO;oO;oO;[38.7, 81.3];oO;oO;oO;[118.94811591174587, 137.02065539535232];[52, 82];[58.72586931314192, 69.62717458541202];[16, 83];[0.03999999999999915, 0.10000000000000142];[48, 79];131.81782993250343;142.12694418424985;3.555755818088499;True;29.73;30.32;dec2022-002_032-044_SPEAKER_00_1.TextGrid;n93Gef5
dec2022-002_032-044_SPEAKER_00;also;ADV;2;Oo;Oo;Oo;[51.7, 37.7];Oo;Oo;oO;[120.3056111926118, 109.32867057794648];[57, 15];[64.48976214857704, 61.3380635984167];[45, 25];[0.04999999999999716, 0.08000000000000185];[53, 73];109.05754704509621;109.76224063651279;0.26509710274620785;True;31.03;31.91;dec2022-002_032-044_SPEAKER_00_1.TextGrid;pzWmmwV
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;oO;[30.7, 44.7];oO;oO;OO;[113.65902206943518, 119.71360036472724];[28, 54];[60.076593398923876, 63.501128080602314];[21, 37];[0.030000000000001137, 0.030000000000001137];[43, 43];119.05664717507933;120.25824819708899;0.5311767466622063;False;32.51;33.1;dec2022-002_032-044_SPEAKER_00_1.TextGrid;sc6gHB0
dec2022-002_032-044_SPEAKER_00;expensive;ADJ;3;oOo;oOo;ooO;[42.7, 34.7, 45];Ooo;ooO;ooO;[118.26697140469166, 115.54601230865708, 116.92629470922002];[49, 37, 42];[63.43721811028248, 61.134771755322696, 63.71058683581879];[36, 24, 40];[0.030000000000001137, 0.030000000000001137, 0.04999999999999716];[43, 43, 53];115.8667511947794;118.27614780422806;0.9850598941534928;False;33.1;33.53;dec2022-002_032-044_SPEAKER_00_1.TextGrid;sNvyP1c
dec2022-002_032-044_SPEAKER_00;about;ADP;2;oO;oO;oO;[36.3, 58.3];Oo;oO;oO;[119.18408531265354, 113.64185011564942];[53, 28];[57.52644111674384, 66.6589490576069];[13, 64];[0.030000000000001137, 0.12000000000000455];[43, 83];112.07884979588658;115.92682628921375;0.905435875635152;False;40.67;41.01;dec2022-002_032-044_SPEAKER_00_1.TextGrid;ntGFDg9
dec2022-002_032-044_SPEAKER_00;inequality;NOUN;5;ooOoo/OoOoo;OoOoo;Ooooo;[87.3, 71.3, 34.7, 52.7, 28.7];oOooo;Ooooo;Ooooo;[148.99082166526486, 152.14079910229847, 112.37716379088258, 110.92821648314836, 114.09687152811696];[88, 90, 23, 18, 31];[72.21636437905195, 67.40815445536768, 68.6383012477927, 67.59493889222773, 56.95896594822246];[95, 71, 77, 72, 12];[0.10000000000000142, 0.04999999999999716, 0.02999999999999403, 0.07000000000000028, 0.030000000000001137];[79, 53, 4, 68, 43];113.79115273828656;114.40259031794739;0.26312084036353073;False;41.01;41.69;dec2022-002_032-044_SPEAKER_00_1.TextGrid;vm0MjWV
dec2022-002_032-044_SPEAKER_00;income;NOUN;2;Oo;Oo;oO;[52.7, 67.7];Oo;oO;oO;[129.52981551943657, 111.63063166810116];[74, 21];[63.78886407099711, 70.02244379613514];[41, 85];[0.030000000000001137, 0.46000000000000085];[43, 97];104.2813796992113;125.85016329050902;6.056949056495125;False;43.17;43.74;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Ww2fkvT
dec2022-002_032-044_SPEAKER_00;students;NOUN;2;Oo;Oo;oO;[45, 46.3];oO;Oo;oO;[107.07837940736223, 110.64753782599618];[7, 18];[64.88128600048412, 63.77050175318355];[49, 41];[0.10000000000000142, 0.10999999999999943];[79, 80];106.58446925485791;112.68383082899713;1.7257576910236767;True;43.74;44.2;dec2022-002_032-044_SPEAKER_00_1.TextGrid;FnUS6Nq
dec2022-002_032-044_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;Oooo;[60, 44, 21, 19];Oooo;Oooo;Oooo;[181.52208746550622, 120.8037792458737, 106.16125082395197, 108.16557015275023];[92, 57, 5, 10];[63.71706103640691, 62.81876301290852, 58.21052475104425, 50.41703786088621];[40, 32, 15, 4];[0.03999999999999915, 0.030000000000001137, 0.030000000000001137, 0.030000000000001137];[48, 43, 43, 43];107.41485295020405;108.91628735529642;0.646114494038398;False;44.34;45.28;dec2022-002_032-044_SPEAKER_00_1.TextGrid;HhdZ2Uu
dec2022-002_032-044_SPEAKER_00;classrooms;NOUN;2;Oo;Oo;oO;[7.7, 76.3];oO;oO;oO;[106.6633307741666, 142.50944144701754];[6, 86];[57.55030851278053, 69.11973071859208];[13, 81];[0.02999999999999403, 0.060000000000002274];[4, 62];130.85203854866478;155.30425142113808;9.463538289152625;False;46.04;46.62;dec2022-002_032-044_SPEAKER_00_1.TextGrid;rjjBnsG
dec2022-002_032-044_SPEAKER_00;idea;NOUN;3;oOo;oOo;Ooo;[82.3, 81.7, 77.3];oOO;Ooo;Ooo;[128.86853390247467, 158.07302281273925, 164.56490991781615];[73, 91, 91];[71.42860823580415, 70.12154505781584, 69.02775229615388];[91, 86, 79];[0.12999999999999545, 0.07000000000000028, 0.060000000000002274];[83, 68, 62];161.8833917029985;165.8486996539005;1.461294147544086;False;49.09;49.53;dec2022-002_032-044_SPEAKER_00_1.TextGrid;CQiNZwl
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[49.7, 35.3];Oo;oO;Oo;[132.06154757066008, 120.05454709271397];[77, 55];[62.39935240846937, 64.61667168566497];[29, 47];[0.030000000000001137, 0.02999999999999403];[43, 4];119.64920139857198;120.51182228906109;0.43364871160480895;False;51.11;51.54;dec2022-002_032-044_SPEAKER_00_1.TextGrid;7aUFGOk
dec2022-002_032-044_SPEAKER_00;connection;NOUN;3;oOo;oOo;ooO;[73.7, 66.3, 80.3];ooO;oOo;ooO;[128.57244286592015, 122.80378650240166, 129.55330062648176];[73, 63, 75];[67.89981017341931, 71.74548062845491, 67.84676605111751];[75, 93, 74];[0.0899999999999963, 0.030000000000001137, 0.25];[73, 43, 92];119.21162123861276;133.30378473899756;3.8781991085942518;False;62.47;63.6;dec2022-002_032-044_SPEAKER_00_1.TextGrid;2SWH6eN
dec2022-002_032-044_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;Oooo;[64.3, 59.3, 43, 49.7];oOoO;Oooo;ooOo;[115.61035375118348, 192.8845039314275, 111.73468324020632, 196.62133486251147];[38, 93, 22, 93];[71.6304418755284, 69.90157484414257, 63.56890020923605, 57.48807350938107];[92, 84, 38, 13];[0.06999999999999318, 0.029999999999986926, 0.07000000000000739, 0.030000000000001137];[63, 1, 69, 43];171.25741988989034;221.9852498351326;21.829782285240572;False;64.37;65.04;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Rnh16p7
dec2022-002_032-044_SPEAKER_00;maybe;ADV;2;Oo;Oo;oO;[46, 65.3];oO;oO;oO;[136.48479355023957, 420.9554890746816];[81, 96];[57.759474232824175, 63.49253819611718];[14, 37];[0.030000000000001137, 0.06999999999999318];[43, 63];401.5868781254972;432.63775541101677;11.464570044614872;True;66.76;66.99;dec2022-002_032-044_SPEAKER_00_1.TextGrid;QlEcTB1
dec2022-002_032-044_SPEAKER_00;situation;NOUN;4;ooOo;ooOo;oOoo;[29.7, 58.3, 43.3, 29.7];Oooo;oOoo;oOoo;[116.70163044476327, 113.55477114165963, 110.33707868603474, 112.36883582196819];[41, 28, 16, 23];[50.81121652334448, 65.47375454362117, 64.97061916558572, 61.128508824340024];[5, 56, 51, 23];[0.030000000000001137, 0.21999999999999886, 0.06999999999999318, 0.030000000000001137];[43, 91, 63, 43];110.31242004891043;113.82631554671931;1.5655161986036896;False;68.88;69.51;dec2022-002_032-044_SPEAKER_00_1.TextGrid;JyEYRWY
dec2022-002_032-044_SPEAKER_00;inequality;NOUN;5;ooOoo/OoOoo;OoOoo;Ooooo;[61.3, 40.3, 49.7, 59.7, 53.3];ooooO;oooOo;oooOo;[137.11758418270315, 131.40517337693748, 119.3740297323421, 113.86576611972654, 143.14523365175376];[82, 77, 53, 30, 87];[61.15813339460967, 48.095785691067036, 65.12204390481352, 65.6640909407155, 62.46647930485227];[25, 1, 53, 58, 30];[0.09000000000000341, 0.030000000000001137, 0.030000000000001137, 0.22999999999998977, 0.03999999999999204];[77, 43, 43, 91, 43];116.3259170549401;218.21630652847972;50.06598195486073;False;69.97;71.02;dec2022-002_032-044_SPEAKER_00_1.TextGrid;EEKs64F
dec2022-002_032-044_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[55, 63.3];Oo;oO;oO;[391.7647100370304, 114.15803277867357];[96, 31];[61.903234578469984, 66.39311116541411];[26, 63];[0.030000000000001137, 0.37000000000000455];[43, 96];109.1532360895073;118.94084000292962;3.482141314660829;True;71.02;71.6;dec2022-002_032-044_SPEAKER_00_1.TextGrid;N0Nk7zB
dec2022-002_032-044_SPEAKER_00;question;NOUN;2;Oo;Oo;oO;[84.3, 87];Oo;Oo;oO;[276.98930291886353, 189.88969062987445];[95, 92];[72.11512247591136, 69.34033502769806];[95, 82];[0.06999999999999318, 0.1599999999999966];[63, 87];117.6424575347559;306.17880761794794;78.81359729805665;True;74.14;74.65;dec2022-002_032-044_SPEAKER_00_1.TextGrid;7rucTBT
dec2022-002_032-044_SPEAKER_00;invest;VERB;2;oO;oO;Oo;[62.3, 38];Oo;Oo;Oo;[143.08972979758582, 120.23348322507323];[86, 56];[62.89905784539159, 57.88624342280559];[32, 15];[0.07000000000000739, 0.030000000000001137];[69, 43];120.00901258014846;120.43043913905264;0.17312625518986893;False;76.46;76.7;dec2022-002_032-044_SPEAKER_00_1.TextGrid;autbuhU
dec2022-002_032-044_SPEAKER_00;exam;NOUN;2;oO;oO;oO;[37, 47];oO;Oo;oO;[117.03408499669237, 117.86694417098046];[43, 48];[66.87462244599982, 64.91203825010938];[67, 50];[0.029999999999986926, 0.030000000000001137];[1, 43];116.71606990745697;118.61391575357018;0.8522029394624404;False;76.79;77.03;dec2022-002_032-044_SPEAKER_00_1.TextGrid;hYc4uKY
dec2022-002_032-044_SPEAKER_00;away;ADV;2;oO;oO;Oo;[56.3, 41.3];Oo;Oo;OO;[482.4931183525404, 120.08073311549977];[98, 56];[62.29783533996946, 61.51454758161347];[28, 25];[0.030000000000001137, 0.030000000000001137];[43, 43];119.71233145576416;120.4706384959901;0.3236846408483269;True;78.71;78.84;dec2022-002_032-044_SPEAKER_00_1.TextGrid;iY2TUcc
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[50.3, 31];Oo;Oo;OO;[121.08716961969591, 114.61879250368264];[58, 33];[64.94682072342749, 59.157643567619054];[50, 17];[0.030000000000001137, 0.030000000000001137];[43, 43];109.88830734052745;121.07351302933981;4.945693843733243;False;82.06;83.06;dec2022-002_032-044_SPEAKER_00_1.TextGrid;fuRaHBg
dec2022-002_032-044_SPEAKER_00;expensive;ADJ;3;oOo;oOo;oOo;[43.3, 72, 21];Ooo;oOo;oOo;[143.26145402398984, 136.42992204839518, 110.6046507743261];[87, 80, 18];[42.946806721319355, 64.98035812631959, 48.38114069269337];[0, 51, 2];[0.030000000000001137, 0.13000000000000966, 0.030000000000001137];[43, 85, 43];110.27851637539544;110.93078517325677;0.28069179904085045;False;83.76;84.43;dec2022-002_032-044_SPEAKER_00_1.TextGrid;k9Mn2Vz
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;Oo;[67.3, 45.3];Oo;oO;Oo;[240.4165533070185, 115.6496247513915];[94, 39];[62.72320645905314, 64.41982842473769];[31, 44];[0.09000000000000341, 0.04999999999999716];[77, 53];113.125921029442;116.77308528825994;1.5062465418349325;True;84.78;85.14;dec2022-002_032-044_SPEAKER_00_1.TextGrid;egGp4o2
dec2022-002_032-044_SPEAKER_00;money;NOUN;2;Oo;Oo;oO;[39, 41.7];Oo;oO;oO;[119.03953682647624, 116.40623563944625];[52, 41];[60.79532169882384, 61.7089699216948];[22, 26];[0.030000000000001137, 0.05000000000001137];[43, 58];116.03762960686302;116.82817533241742;0.29451836709386037;True;85.45;85.62;dec2022-002_032-044_SPEAKER_00_1.TextGrid;YE7J2U3
dec2022-002_032-044_SPEAKER_00;frankly;ADV;2;Oo;Oo;oO;[36.3, 46.3];oO;Oo;oO;[115.95157683520881, 125.82647352511891];[40, 69];[67.1048849472774, 62.22897862546441];[68, 27];[0.029999999999986926, 0.030000000000001137];[1, 43];125.3759973562502;126.4693508927268;0.5303286301103348;False;85.72;86.37;dec2022-002_032-044_SPEAKER_00_1.TextGrid;SMGevB0
dec2022-002_032-044_SPEAKER_00;okay;INTJ;2;oO;oO;oO;[75, 75.7];Oo;oO;oO;[151.88704653761175, 126.33849581573251];[90, 70];[65.85711624883587, 67.89356929288675];[59, 75];[0.09000000000000002, 0.12];[76, 82];119.03679153913933;148.8898673530577;10.158996631760404;True;0.45;0.76;dec2022-002_032-044_SPEAKER_00_2.TextGrid;p8soVF8
dec2022-002_032-044_SPEAKER_00;program;VERB;2;Oo;Oo;Oo;[87.3, 52.7];Oo;Oo;Oo;[124.10885038507142, 118.5127126573805];[66, 50];[74.3800239682002, 65.70474770493132];[98, 58];[0.5299999999999998, 0.040000000000000036];[98, 50];113.08563411339608;124.4549748235965;4.432134103669098;False;3.76;4.73;dec2022-002_032-044_SPEAKER_00_2.TextGrid;3LaQBhA
dec2022-002_032-044_SPEAKER_00;invest;VERB;2;oO;oO;oO;[56.7, 73.3];Oo;oO;oO;[148.38245028558987, 117.54903058656379];[88, 46];[61.99696372366673, 71.48374391439307];[27, 92];[0.04999999999999982, 0.1200000000000001];[55, 82];114.40833764716281;119.40371417226797;1.3934663636526077;True;4.92;5.49;dec2022-002_032-044_SPEAKER_00_2.TextGrid;Lsk1hCa
dec2022-002_032-044_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[55.7, 21.7];Oo;Oo;Oo;[115.27130968603184, 111.38689814478384];[36, 21];[66.59892032560461, 62.94301956444702];[63, 33];[0.07000000000000028, 0.02999999999999936];[68, 11];111.2369689390432;111.66716576933132;0.24291645839729328;False;8.86;9.02;dec2022-002_032-044_SPEAKER_00_2.TextGrid;scmp7Xv
dec2022-002_032-044_SPEAKER_00;reduce;VERB;2;oO;oO;oO;[30.7, 64.3];oO;oO;oO;[107.70024362279067, 113.2218339531202];[9, 26];[62.983626476563046, 67.22908699524281];[33, 70];[0.040000000000000924, 0.45000000000000107];[50, 97];108.93806779204499;127.05416871909188;4.063755459299994;False;9.02;10.65;dec2022-002_032-044_SPEAKER_00_2.TextGrid;QwtBgJL
dec2022-002_032-044_SPEAKER_00;totally;ADV;3;Ooo;Ooo;oOo;[64.7, 69.7, 18];oOo;oOo;oOo;[337.10587465970076, 452.90149571702506, 114.37124169601039];[95, 98, 32];[62.619319489127115, 63.63795761206336, 56.36529079866942];[31, 39, 11];[0.07000000000000028, 0.08000000000000007, 0.02999999999999936];[68, 72, 11];112.83260092066806;116.00504336804487;1.5883606226779796;True;14.69;15.61;dec2022-002_032-044_SPEAKER_00_2.TextGrid;PLalFkU
dec2022-002_032-044_SPEAKER_00;agree;VERB;2;oO;oO;Oo;[64.7, 37];Oo;oO;Oo;[139.40522564731714, 114.45873393719849];[84, 32];[63.32173171625202, 63.45294268177202];[35, 36];[0.08999999999999986, 0.030000000000001137];[75, 43];114.12967878801182;115.02692155367178;0.391456104937838;False;15.76;16.3;dec2022-002_032-044_SPEAKER_00_2.TextGrid;GTERAAt
dec2022-002_032-044_SPEAKER_00;project;NOUN;2;Oo/oO;Oo;Oo;[66, 28.7];oO;Oo;Oo;[113.24112209533901, 114.65585176780871];[26, 33];[69.24745672801625, 56.0362696341097];[82, 10];[0.1999999999999993, 0.030000000000001137];[90, 43];114.37323771216637;115.11004946056478;0.34798256292585633;True;16.98;17.57;dec2022-002_032-044_SPEAKER_00_2.TextGrid;P6TPY8m
dec2022-002_032-044_SPEAKER_00;also;ADV;2;Oo;Oo;oO;[79.7, 89.7];Oo;oO;oO;[201.6728207843941, 139.1354271186333];[94, 83];[70.18934008339062, 73.62398507527267];[86, 98];[0.05999999999999872, 0.1700000000000017];[59, 88];136.81057856256618;140.35958449973037;1.0496753307544924;True;19.98;20.5;dec2022-002_032-044_SPEAKER_00_2.TextGrid;GlQB12q
dec2022-002_032-044_SPEAKER_00;another;DET;3;oOo;oOo;Ooo;[82.3, 45, 50.3];ooO;Ooo;Ooo;[132.78786718248625, 126.75005947832561, 253.71652743611534];[78, 71, 94];[72.02634691126356, 60.649098199922655, 52.39369346151126];[94, 21, 6];[0.08999999999999986, 0.030000000000001137, 0.0400000000000027];[75, 43, 51];229.12500210198357;278.30805277024706;19.44130779839739;False;20.5;20.87;dec2022-002_032-044_SPEAKER_00_2.TextGrid;tNVHHxw
