spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;F0min;F0max;F0sd;syllmfa_equals_syllnuclei;deb;fin;file;ID
dec2022-203_093-115_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;oooO;[43, 38.7, 32, 63.3];Oooo;oOoo;oooO;[114.78999275878144, 103.15422454182263, 102.03891252558003, 108.53978507795223];[74, 36, 30, 66];[47.15434130801046, 50.72434285313426, 47.85426243545263, 48.603927527409816];[19, 44, 30, 36];[0.03000000000000025, 0.03000000000000025, 0.03000000000000025, 0.1200000000000001];[36, 36, 36, 88];103.81391859095726;111.66173144311395;2.618931398027228;False;4.72;5.19;dec2022-203_093-115_SPEAKER_01_0.TextGrid;duNdNTC
dec2022-203_093-115_SPEAKER_01;education;NOUN;4;ooOo;ooOo;oooO;[66, 53.3, 66.3, 88.3];oooO;Oooo;oooO;[106.89317489740614, 105.30020686019986, 119.29504673786892, 152.80312627650173];[63, 55, 77, 94];[54.597142016695344, 51.22811150191004, 51.03262143505377, 54.29127389682128];[83, 55, 47, 77];[0.03999999999999915, 0.030000000000001137, 0.07000000000000028, 0.20000000000000107];[52, 50, 75, 94];150.09677986542027;153.8849625846174;0.8685258287938247;False;8.63;9.27;dec2022-203_093-115_SPEAKER_01_0.TextGrid;RlFHn26
dec2022-203_093-115_SPEAKER_01;because;SCONJ;2;oO/oo;oo;oO;[51.7, 85.7];oO;oO;oO;[104.44857363988076, 109.19086775450468];[50, 72];[48.06190297131338, 57.31321889154202];[33, 94];[0.0600000000000005, 0.1899999999999995];[72, 91];107.89583129338733;111.76512262763602;1.1816688204333037;True;9.64;10.05;dec2022-203_093-115_SPEAKER_01_0.TextGrid;biP1OGj
dec2022-203_093-115_SPEAKER_01;children;NOUN;2;Oo;Oo;oO;[21.7, 45];oO;oO;OO;[103.72637378047055, 106.14807262444214];[47, 58];[41.203579754262144, 52.037871050876525];[2, 61];[0.02999999999999936, 0.02999999999999936];[16, 16];105.64659467206201;106.81643738301405;0.6025125697050414;False;11.39;11.92;dec2022-203_093-115_SPEAKER_01_0.TextGrid;jjztQ2D
dec2022-203_093-115_SPEAKER_01;something;PRON;2;Oo;Oo;oO;[65.3, 87.3];oO;oO;oO;[108.63300750847915, 133.00035971341543];[69, 91];[52.26323010622586, 56.46227170032041];[66, 88];[0.049999999999998934, 0.11999999999999922];[61, 83];130.06309947455023;135.60402795351743;1.9926563522234755;True;13.59;14.32;dec2022-203_093-115_SPEAKER_01_0.TextGrid;fp2mnqt
dec2022-203_093-115_SPEAKER_01;something;PRON;2;Oo;Oo;Oo;[23.7, 22];Oo;oO;OO;[97.88990665813502, 95.96741236651908];[16, 8];[41.43456701553244, 43.42430283606442];[5, 8];[0.030000000000001137, 0.030000000000001137];[50, 50];95.86633706243022;96.06848767060795;0.08699177098867412;False;19.42;19.76;dec2022-203_093-115_SPEAKER_01_0.TextGrid;qsQgWR7
dec2022-203_093-115_SPEAKER_01;border;NOUN;2;Oo;Oo;oO;[54.3, 97];oO;oO;oO;[99.81491187072382, 197.228524866279];[19, 97];[55.89941323674629, 58.901567589816466];[86, 97];[0.040000000000000036, 0.3000000000000007];[58, 97];107.67923244075611;234.35670414015715;45.69151779959532;True;3.99;4.61;dec2022-203_093-115_SPEAKER_01_1.TextGrid;Qm322LY
dec2022-203_093-115_SPEAKER_01;friendly;ADJ;2;Oo;Oo;Oo;[47, 46];Oo;oO;OO;[103.3552493719058, 101.15178621384652];[41, 25];[51.04607229056915, 52.06642256411715];[50, 63];[0.030000000000001137, 0.030000000000001137];[50, 50];100.97670377758743;101.35016434280723;0.1825648135035168;False;10.78;11.13;dec2022-203_093-115_SPEAKER_01_1.TextGrid;H6apXT6
dec2022-203_093-115_SPEAKER_01;little;ADJ;2;Oo;Oo;Oo;[56, 55];oO;Oo;Oo;[100.79057026195852, 101.77730006102624];[22, 27];[54.34710596861801, 52.98345229140835];[80, 75];[0.05999999999999994, 0.04999999999999993];[66, 63];101.37032619681082;102.2251938033721;0.30445056101198076;True;0.6;0.87;dec2022-203_093-115_SPEAKER_01_3.TextGrid;EXus5AO
dec2022-203_093-115_SPEAKER_01;digital;ADJ;3;Ooo;Ooo;ooO;[32.7, 63.3, 76.3];ooO;ooO;oOo;[103.3290189799568, 103.46024128311372, 106.8171076424195];[38, 44, 61];[48.97796941227398, 51.31151460681657, 56.4778136214017];[38, 58, 91];[0.029999999999999805, 0.1200000000000001, 0.07999999999999985];[22, 88, 77];99.96507269158879;109.27862198699208;2.925739715450682;True;1.05;1.78;dec2022-203_093-115_SPEAKER_01_3.TextGrid;VVM10oz
dec2022-203_093-115_SPEAKER_01;restriction;NOUN;3;oOo;oOo;ooO;[22, 22, 71.7];ooO;ooO;ooO;[95.61473727663973, 103.08846149060469, 121.03552076884252];[5, 33, 83];[47.53382810846138, 44.587948129941786, 51.197983404599995];[25, 11, 52];[0.03000000000000025, 0.029999999999999805, 0.10000000000000053];[36, 22, 80];119.80219223688484;123.79256622089412;1.2580170723971236;True;3.53;4.2;dec2022-203_093-115_SPEAKER_01_3.TextGrid;LDWH5t5
dec2022-203_093-115_SPEAKER_01;computer;NOUN;3;oOo;oOo;oOo;[31.7, 74.7, 57];ooO;oOo;oOo;[104.68885170066861, 120.98090159024927, 122.61467701109048];[52, 80, 86];[47.66010006623301, 52.54081198611064, 52.38124602325626];[27, 72, 69];[0.02999999999999936, 0.0600000000000005, 0.02999999999999936];[16, 72, 16];122.5611131129409;122.6419187733015;0.046389975391818564;True;5.58;6.01;dec2022-203_093-115_SPEAKER_01_3.TextGrid;TyEj0zG
dec2022-203_093-115_SPEAKER_01;python;NOUN;2;Oo;Oo;Oo;[40, 37.3];Oo;oO;oO;[122.86997058766475, 97.52578207267385];[88, 13];[46.704892363567446, 50.53616095123846];[16, 41];[0.02999999999999936, 0.040000000000000036];[16, 58];96.04804813797821;99.75465222577938;1.5685698276982243;True;6.08;6.82;dec2022-203_093-115_SPEAKER_01_3.TextGrid;yN0OXIk
dec2022-203_093-115_SPEAKER_01;students;NOUN;2;Oo;Oo;oO;[13.3, 20];Oo;oO;oO;[96.95102427352839, 94.7508854808058];[11, 2];[45.19009205374511, 47.36005295919392];[13, 22];[0.02999999999999936, 0.03000000000000025];[16, 36];94.4437548311543;95.14826111884666;0.3476886618777249;False;7.67;8.01;dec2022-203_093-115_SPEAKER_01_3.TextGrid;1ZxQzSW
jan2023-201_141-155_SPEAKER_00;understand;VERB;3;ooO;ooO;Ooo;[87.3, 74.7, 66];ooO;Ooo;Ooo;[243.75377400525952, 233.00486659165946, 253.90945889342586];[92, 88, 94];[58.03487875777505, 53.48967577132367, 56.26453592084855];[97, 72, 90];[0.11999999999999988, 0.08000000000000007, 0.030000000000000027];[73, 64, 14];252.7717087581034;256.64620337516016;1.8449680908038713;False;1.3;1.73;jan2023-201_141-155_SPEAKER_00_0.TextGrid;prFdPkR
jan2023-201_141-155_SPEAKER_00;other;ADJ;2;Oo;Oo;Oo;[55.7, 45];Oo;Oo;Oo;[191.00155184905583, 189.7350782952917];[35, 31];[52.62631056045475, 52.602515766050175];[60, 59];[0.11000000000000032, 0.04999999999999982];[72, 45];188.2122645635112;194.20458428878607;2.5568318628835387;True;5.46;5.68;jan2023-201_141-155_SPEAKER_00_0.TextGrid;pHNJXQ9
jan2023-201_141-155_SPEAKER_00;about;ADP;2;oO;oO;oO;[60.7, 81];Oo;oO;oO;[224.51354895464692, 208.45187709178344];[85, 70];[49.96512523109608, 55.652591361574395];[33, 87];[0.08000000000000007, 0.1800000000000006];[64, 86];204.13680321295186;218.67540591778575;3.5631672238957264;False;6.7;7.18;jan2023-201_141-155_SPEAKER_00_0.TextGrid;UzPOBFo
jan2023-201_141-155_SPEAKER_00;subject;NOUN;2;oO/Oo;Oo;oO;[23.7, 42];Oo;oO;oO;[202.77846808178106, 156.03634226005695];[59, 9];[45.264556601203346, 51.49532448083104];[2, 47];[0.02999999999999936, 0.09999999999999964];[10, 70];93.09210498826033;194.13319286329167;44.03986901851921;True;9.05;9.81;jan2023-201_141-155_SPEAKER_00_0.TextGrid;JwQSLCF
jan2023-201_141-155_SPEAKER_00;animal;NOUN;3;Ooo;Ooo;oOo;[58, 63.3, 31.3];Ooo;oOo;oOo;[202.42548725794336, 200.92059560394264, 190.3668378209426];[58, 55, 34];[51.37632425405723, 52.02880664189625, 51.78281718374079];[46, 52, 50];[0.09999999999999964, 0.16999999999999993, 0.02999999999999936];[70, 83, 10];189.62615235906725;190.89290872400161;0.6600852056116627;True;11.97;12.62;jan2023-201_141-155_SPEAKER_00_0.TextGrid;0RLzx8P
jan2023-201_141-155_SPEAKER_00;testing;NOUN;2;Oo;Oo;oO;[59, 78.7];oO;oO;Oo;[208.07231274397805, 252.61894329060465];[68, 94];[51.67256108494365, 56.595846038520904];[48, 92];[0.0799999999999983, 0.05000000000000071];[61, 50];248.298730863925;261.62103468397703;5.303859491108376;True;12.65;13.38;jan2023-201_141-155_SPEAKER_00_0.TextGrid;KYVYVkZ
jan2023-201_141-155_SPEAKER_00;benefits;NOUN;3;Ooo;Ooo;oOo;[54, 89, 69.7];OoO;oOo;oOo;[274.30733337081136, 273.1684463680002, 275.10726450412216];[98, 97, 98];[52.62957743907565, 57.81811882656344, 52.64636709153354];[60, 96, 61];[0.029999999999997584, 0.120000000000001, 0.05000000000000071];[4, 74, 50];273.36554785434237;279.76344215755176;2.36709648118497;False;16.75;17.16;jan2023-201_141-155_SPEAKER_00_0.TextGrid;vAdbAD5
jan2023-201_141-155_SPEAKER_00;medicine;NOUN;3;Ooo;Ooo;oOo;[42.3, 48.3, 48];ooO;Ooo;OOo;[181.9787146603805, 191.89869139854977, 213.68315576818375];[17, 37, 77];[52.298683796841644, 52.04002338940187, 48.299043114901544];[55, 53, 17];[0.060000000000002274, 0.060000000000002274, 0.05000000000000071];[55, 55, 50];212.55125843048845;215.71092148340531;1.174185896525531;True;19.94;20.5;jan2023-201_141-155_SPEAKER_00_0.TextGrid;3gaRKc3
jan2023-201_141-155_SPEAKER_00;problems;NOUN;2;Oo;Oo;oO;[43.7, 58];oO;oO;oO;[212.38580408441277, 222.6846593768614];[75, 83];[48.72089518913494, 51.6991243885921];[22, 49];[0.030000000000001137, 0.0400000000000027];[34, 42];220.91248184870446;225.38463673969756;1.7555405332619511;False;20.5;20.742494;jan2023-201_141-155_SPEAKER_00_0.TextGrid;jOrEySw
jan2023-201_141-155_SPEAKER_00;present;ADJ;2;Oo/oO;Oo;oO;[72, 77];oO;oO;Oo;[274.2306260174075, 284.2896668739769];[97, 98];[52.278971385318506, 55.68897674880365];[55, 88];[0.08000000000000007, 0.04999999999999982];[64, 45];277.8739478895419;288.4230901731059;4.423036093377826;True;2.59;3.42;jan2023-201_141-155_SPEAKER_00_1.TextGrid;KijjPAY
jan2023-201_141-155_SPEAKER_00;medication;NOUN;4;ooOo;ooOo;oooO;[56.7, 65.3, 87.7, 92];oooO;oooO;oooO;[229.9574234931867, 231.1408983315966, 237.49157939790192, 286.2121525354315];[87, 87, 90, 99];[53.45885106750406, 55.888307992057584, 57.36099372844724, 57.80689169145605];[71, 89, 94, 96];[0.029999999999999805, 0.03000000000000025, 0.15000000000000036, 0.16000000000000014];[12, 20, 79, 81];283.63426217538307;294.26967325012043;2.8334473818904646;False;3.42;4.5;jan2023-201_141-155_SPEAKER_00_1.TextGrid;aRdpS1Y
jan2023-201_141-155_SPEAKER_00;about;ADP;2;oO;oO;oO;[38.3, 58];Oo;oO;oO;[189.82446819515468, 182.04726804052146];[32, 17];[52.77969915348852, 53.69110430898809];[63, 74];[0.03000000000000025, 0.16999999999999993];[20, 83];180.4832597553085;184.46756061713882;0.8511595211772851;False;7.7;7.99;jan2023-201_141-155_SPEAKER_00_1.TextGrid;rwPHfII
jan2023-201_141-155_SPEAKER_00;anger;NOUN;2;Oo;Oo;Oo;[63.3, 40];Oo;Oo;Oo;[210.5871782779175, 208.23361673339673];[72, 68];[53.09620704477036, 48.31263549738915];[68, 18];[0.05000000000000071, 0.030000000000001137];[50, 34];207.10905654048727;209.10669985472322;0.8941598049889269;False;11.0;11.14;jan2023-201_141-155_SPEAKER_00_1.TextGrid;OXZB5OV
jan2023-201_141-155_SPEAKER_00;example;NOUN;3;oOo;oOo;Ooo;[75, 65.7, 46.7];ooO;Ooo;Ooo;[196.70692318892335, 192.43555727500572, 211.07870757414324];[47, 38, 73];[57.04316596109387, 54.89106296181294, 52.32849159034938];[93, 84, 55];[0.18000000000000016, 0.1299999999999999, 0.029999999999999805];[85, 75, 12];207.79393803094155;214.67038907741644;3.448483864260879;True;3.05;3.96;jan2023-201_141-155_SPEAKER_00_2.TextGrid;QgR3iPs
jan2023-201_141-155_SPEAKER_00;other;ADJ;2;Oo;Oo;oO;[63.7, 65.7];Oo;oO;oO;[198.8895972765153, 187.75617264372448];[51, 27];[52.38163258082697, 53.72830230608804];[57, 74];[0.16999999999999993, 0.33999999999999986];[83, 96];184.21429874206333;196.14685784192685;2.3558635867890376;True;6.45;7.04;jan2023-201_141-155_SPEAKER_00_2.TextGrid;62LqUBO
jan2023-201_141-155_SPEAKER_00;medication;NOUN;4;ooOo;ooOo;ooOo;[31.3, 25.3, 57, 40.3];Oooo;ooOo;ooOo;[193.5543128050677, 189.4779772293772, 190.23741889121845, 191.52505630660374];[42, 29, 33, 37];[50.85942884584205, 49.4379640264081, 52.93818099260616, 49.53062730572145];[42, 27, 66, 29];[0.02999999999999936, 0.03000000000000025, 0.10999999999999943, 0.06999999999999851];[10, 20, 72, 55];185.91982972836684;198.65826941284575;4.806923983311774;False;7.62;8.23;jan2023-201_141-155_SPEAKER_00_2.TextGrid;r3McOjd
jan2023-201_141-155_SPEAKER_00;treatment;NOUN;2;Oo;Oo;oO;[11, 20.7];Oo;oO;oO;[185.03314449397695, 175.06311578771803];[22, 12];[44.9942232565978, 48.0812775389498];[1, 16];[0.02999999999999936, 0.030000000000001137];[10, 34];173.89156462540322;176.14491778017788;0.9261321951790341;True;8.44;8.86;jan2023-201_141-155_SPEAKER_00_2.TextGrid;0VbBOCb
jan2023-201_141-155_SPEAKER_00;aspirin;NOUN;2;Oo;Oo;Oo;[77.7, 42.3];Oo;Oo;Oo;[205.76920809029124, 198.81511080414515];[65, 51];[53.849000482271464, 48.18041176573417];[76, 16];[0.25, 0.07000000000000028];[92, 60];195.68965661074856;202.17557311505666;2.550291099586678;False;10.06;10.57;jan2023-201_141-155_SPEAKER_00_2.TextGrid;kjQCewB
jan2023-201_141-155_SPEAKER_00;okay;INTJ;2;oO;oO;oO;[69.7, 76.3];Oo;oO;oO;[208.32213121596467, 204.27408369378662];[69, 61];[52.66457419415738, 53.848395156750655];[61, 76];[0.15000000000000036, 0.2400000000000002];[79, 92];199.86134946697842;219.27279669636872;4.194892007344348;True;10.99;11.43;jan2023-201_141-155_SPEAKER_00_2.TextGrid;irRzxC7
jan2023-201_141-155_SPEAKER_00;animal;NOUN;3;Ooo;Ooo;Ooo;[62.7, 57, 50];Ooo;oOo;ooO;[208.11684569864718, 207.8558916983889, 200.0189055276013];[68, 67, 55];[53.2580043697667, 57.341618879042, 49.5267591546006];[69, 94, 28];[0.05999999999999872, 0.02999999999999936, 0.08999999999999986];[51, 10, 67];198.9944311635749;201.46850546872395;0.8741620340668714;False;12.63;13.03;jan2023-201_141-155_SPEAKER_00_2.TextGrid;wcEKZNh
jan2023-201_141-155_SPEAKER_00;testing;NOUN;2;Oo;Oo;oO;[75, 90];oO;oO;oO;[212.8679715208723, 254.5662741843734];[76, 94];[55.30862527537042, 57.50656725929232];[85, 95];[0.08000000000000007, 0.16000000000000014];[64, 81];253.1805573383716;258.65288937553845;1.2543530614030944;True;13.03;13.65;jan2023-201_141-155_SPEAKER_00_2.TextGrid;2jp1idC
jan2023-201_141-155_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[71.3, 52];Oo;Oo;Oo;[200.1180188621452, 199.48337253148824];[55, 53];[55.4812738427671, 52.63030696820057];[86, 61];[0.11999999999999922, 0.040000000000000924];[73, 42];197.71884930955412;201.93813749529917;1.7258997125226911;True;14.69;14.96;jan2023-201_141-155_SPEAKER_00_2.TextGrid;ohHlZ4x
jan2023-201_141-155_SPEAKER_00;doesn't;AUX+PART;2;Oo;Oo;Oo;[63.7, 58.3];oO;Oo;Oo;[186.8923060198712, 190.43331989666086];[25, 34];[57.15533729162582, 53.95809524035036];[93, 77];[0.11999999999999922, 0.08000000000000007];[73, 64];189.66904055752593;191.20287007086358;0.5481985560146015;True;14.96;15.47;jan2023-201_141-155_SPEAKER_00_2.TextGrid;OmNhM1w
jan2023-201_141-155_SPEAKER_00;relevant;ADJ;3;Ooo;Ooo;ooO;[49, 49.7, 56.3];Ooo;oOo;ooO;[201.38284357664133, 194.8454651641777, 194.6455518932081];[57, 43, 43];[52.37234465482128, 53.511835552759806, 52.552045824381935];[56, 72, 59];[0.030000000000001137, 0.030000000000001137, 0.08999999999999986];[34, 34, 67];191.61273598765172;197.94008436790685;2.672411983228009;True;18.81;19.44;jan2023-201_141-155_SPEAKER_00_2.TextGrid;GpSO0QL
jan2023-201_141-155_SPEAKER_00;other;ADJ;2;Oo;Oo;Oo;[30.3, 30];Oo;oO;OO;[190.2752779263415, 181.6635094210892];[33, 16];[48.889948485658465, 50.718204764673295];[24, 40];[0.030000000000001137, 0.030000000000001137];[34, 34];180.3338523805864;182.46714792826063;0.9970466055096263;False;20.43;20.53;jan2023-201_141-155_SPEAKER_00_2.TextGrid;QaQGZgM
jan2023-201_141-155_SPEAKER_00;people;NOUN;2;Oo;Oo;Oo;[25.7, 5.3];Oo;Oo;Oo;[186.5005010324972, 155.56564959661108];[23, 9];[48.597416365369696, 45.63182742300319];[20, 3];[0.030000000000001137, 0.029999999999997584];[34, 4];147.08501535790435;164.04628383531784;8.480634238706742;False;20.53;20.68;jan2023-201_141-155_SPEAKER_00_2.TextGrid;RpgTlf0
jan2023-201_141-155_SPEAKER_00;computer;NOUN;3;oOo;oOo;Ooo;[58.3, 38, 52.7];Ooo;Ooo;ooO;[216.09831642855266, 206.9174657337548, 199.3972668248523];[79, 66, 53];[51.441553831824734, 47.691564709996904, 50.58273723693673];[46, 14, 38];[0.05000000000000071, 0.030000000000001137, 0.08999999999999986];[50, 34, 67];196.76464752509077;204.08085386398957;2.588878437973331;True;22.33;22.74;jan2023-201_141-155_SPEAKER_00_2.TextGrid;j9u5JbP
jan2023-201_141-155_SPEAKER_00;media;NOUN;3;Ooo;Ooo;ooO;[66, 69, 81.3];ooO;Ooo;ooO;[205.75505367216212, 222.9558357716685, 264.64587780664147];[64, 83, 96];[54.328267488586505, 52.464654397380386, 52.479888618979835];[79, 57, 58];[0.060000000000002274, 0.08999999999999986, 0.22000000000000242];[55, 67, 90];260.5761929737339;270.2742540738506;2.835868605771171;False;22.74;23.3;jan2023-201_141-155_SPEAKER_00_2.TextGrid;aCRwSMU
jan2023-201_141-155_SPEAKER_00;moment;NOUN;2;Oo;Oo;Oo;[83, 78.3];Oo;Oo;oO;[218.42454568989717, 199.68347951283107];[80, 54];[61.390261900682404, 58.14050161537504];[99, 97];[0.10000000000000142, 0.1700000000000017];[70, 84];196.8626998570582;206.82103653680178;2.126662286670584;False;25.29;26.04;jan2023-201_141-155_SPEAKER_00_2.TextGrid;STVBHnN
jan2023-201_141-155_SPEAKER_00;relevant;ADJ;3;Ooo;Ooo;ooO;[76.3, 79.7, 85.7];Ooo;OOo;ooO;[245.6936714588063, 218.30405164044743, 208.75224762785805];[92, 80, 70];[59.676325270822126, 58.61106726227839, 56.24483788081098];[98, 98, 90];[0.03999999999999915, 0.0799999999999983, 0.38000000000000256];[39, 61, 97];196.89432803615193;222.54713230771733;7.463351739315455;False;28.39;29.41;jan2023-201_141-155_SPEAKER_00_2.TextGrid;FjDh4S7
jan2023-201_141-155_SPEAKER_00;progress;VERB;2;Oo/oO;oO;Oo;[61.7, 54];Oo;oO;OO;[196.10550222694772, 184.9145851897468];[46, 21];[54.29188873122138, 54.560644879441156];[79, 81];[0.07000000000000028, 0.07000000000000028];[60, 60];183.38928097950597;188.346377927945;1.6370111346025678;False;33.64;34.3;jan2023-201_141-155_SPEAKER_00_2.TextGrid;W4Eod5O
jan2023-201_141-155_SPEAKER_00;any;DET;2;Oo;Oo;oO;[13, 43];OO;oO;oO;[105.41070976647896, 101.65181079415966];[3, 3];[45.14002616279515, 49.83419918877001];[2, 32];[0.030000000000001137, 0.28000000000000114];[34, 94];94.85457487542563;158.94498828402567;13.942654071478275;False;34.85;35.19;jan2023-201_141-155_SPEAKER_00_2.TextGrid;OWBc4LA
jan2023-201_141-155_SPEAKER_00;medicine;NOUN;3;Ooo;Ooo;oOo;[28.7, 40.7, 13];Ooo;oOo;oOo;[192.80012647836682, 190.64780766758417, 91.88582486645845];[39, 35, 0];[47.62728403976245, 49.417555639888185, 46.12205163154694];[13, 26, 5];[0.030000000000001137, 0.0799999999999983, 0.030000000000001137];[34, 61, 34];90.83374917214046;94.58293105295414;1.8084664853701102;False;35.34;36.02;jan2023-201_141-155_SPEAKER_00_2.TextGrid;2c0WQXq
jan2023-201_141-155_SPEAKER_00;didn't;AUX+PART;2;Oo;Oo;Oo;[90.7, 78];OO;Oo;Oo;[265.19138516586133, 261.0056230713465];[96, 96];[63.6659505205965, 58.763959693901924];[99, 98];[0.1399999999999999, 0.040000000000000036];[77, 40];258.33181452681697;262.71045919903196;1.8247826610492088;False;0.51;1.02;jan2023-201_141-155_SPEAKER_00_3.TextGrid;5QSZokx
jan2023-201_141-155_SPEAKER_00;enough;ADV;2;oO;oO;oO;[55.7, 76.7];Oo;oO;oO;[235.65056298713853, 202.5435001401255];[89, 59];[52.888351373204486, 56.57650890574555];[64, 91];[0.030000000000000027, 0.15999999999999992];[14, 80];200.53176074258735;215.15823994833815;3.7099965328031685;True;1.46;1.89;jan2023-201_141-155_SPEAKER_00_3.TextGrid;a8n8DVE
jan2023-201_141-155_SPEAKER_00;other;ADJ;2;Oo;Oo;Oo;[82, 44.7];Oo;Oo;Oo;[203.22294465214833, 199.1058038950337];[59, 52];[55.91089786759933, 50.36522034634321];[89, 37];[0.54, 0.04999999999999982];[98, 45];195.27561961037682;202.58377601715196;2.8849975672904344;False;2.23;2.9;jan2023-201_141-155_SPEAKER_00_3.TextGrid;bZG5ZRP
jan2023-201_141-155_SPEAKER_00;method;NOUN;2;Oo;Oo;Oo;[41, 7];Oo;Oo;OO;[187.01924151428074, 124.03005881567395];[25, 6];[55.48680661027514, 45.532678856302844];[86, 3];[0.029999999999999805, 0.029999999999999805];[12, 12];95.44585111639205;162.34624221965836;34.49563879362417;False;2.9;3.99;jan2023-201_141-155_SPEAKER_00_3.TextGrid;GFC0GCQ
jan2023-201_141-155_SPEAKER_00;article;NOUN;3;Ooo;Ooo;Ooo;[71, 36.7, 68.3];ooO;ooO;Ooo;[195.4986897948644, 213.07091583503666, 220.4521466844988];[44, 76, 81];[53.476498283694696, 40.213209105239514, 53.60152851763198];[71, 0, 74];[0.41999999999999993, 0.030000000000001137, 0.05000000000000071];[98, 34, 50];216.03286308802404;227.93064587733224;4.7283250573826265;True;15.37;16.16;jan2023-201_141-155_SPEAKER_00_3.TextGrid;ZugsAok
jan2023-201_141-155_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[80, 54.7];oO;Oo;Oo;[205.9444833402452, 222.11355514985766];[65, 83];[54.91047667817731, 51.48907549838469];[84, 47];[0.23000000000000043, 0.030000000000001137];[91, 34];219.93474867090112;223.79911232053206;1.6660400737469216;True;16.9;17.23;jan2023-201_141-155_SPEAKER_00_3.TextGrid;788W6v5
jan2023-201_141-155_SPEAKER_00;about;ADP;2;oO;oO;oO;[35.7, 48.3];Oo;oO;oO;[189.71009463829003, 181.36453923405477];[31, 16];[50.30702818881059, 51.808930719071135];[36, 50];[0.040000000000000036, 0.1599999999999997];[40, 79];180.48228304710472;183.3505109317985;0.8656687801824187;True;2.06;2.36;jan2023-201_141-155_SPEAKER_00_4.TextGrid;ea1F9ja
jan2023-201_141-155_SPEAKER_00;information;NOUN;4;ooOo;ooOo;ooOo;[29.3, 39.7, 50, 20];Oooo;ooOo;ooOo;[197.76932667539808, 195.86632165497156, 191.41834067558844, 191.47475570717145];[48, 45, 36, 36];[48.515988230704785, 48.38061663184904, 50.63499049974559, 45.98975604018269];[20, 19, 39, 4];[0.03000000000000025, 0.0699999999999994, 0.1299999999999999, 0.03000000000000025];[20, 55, 75, 20];187.8875921631228;198.77685478763087;4.945927051422056;False;4.75;6.19;jan2023-201_141-155_SPEAKER_00_4.TextGrid;CzEYg0m
jan2023-201_141-155_SPEAKER_00;everybody;PRON;4;Oooo;Oooo;oooO;[38, 36, 13, 41.3];Oooo;oooO;OOOO;[188.30914975477987, 182.57712192377397, 182.22458381989975, 186.76255564663504];[27, 18, 18, 24];[53.019182599417775, 53.275149948405165, 44.45567340555744, 54.381082700116394];[67, 70, 1, 80];[0.03000000000000025, 0.03000000000000025, 0.03000000000000025, 0.03000000000000025];[20, 20, 20, 20];184.08058398129492;190.43391615962;2.7587700257767063;False;7.01;7.25;jan2023-201_141-155_SPEAKER_00_4.TextGrid;SM8S9Id
jan2023-201_141-155_SPEAKER_00;better;ADJ;2;Oo;Oo;oO;[28.3, 60];oO;oO;oO;[187.24940763668022, 205.28989336585857];[25, 62];[49.374260104300575, 50.97068649799954];[26, 42];[0.030000000000001137, 0.13000000000000078];[34, 76];200.1437710192501;210.8397731710115;3.278350612978929;True;9.3;9.55;jan2023-201_141-155_SPEAKER_00_4.TextGrid;B7UQJaO
jan2023-201_141-155_SPEAKER_00;understanding;NOUN;4;ooOo;ooOo;ooOo;[21, 55.7, 62.3, 45.3];ooOo;oOoo;ooOo;[120.22030426332606, 199.2236233014606, 205.7131362710163, 195.37694394485777];[6, 52, 64, 44];[46.70110667534119, 52.750812598320806, 51.854666575917946, 52.15562917231302];[7, 62, 51, 53];[0.05000000000000071, 0.0600000000000005, 0.10999999999999943, 0.03999999999999915];[50, 53, 72, 39];194.72626529956767;196.29424915595646;0.6668455214299079;False;9.79;10.6;jan2023-201_141-155_SPEAKER_00_4.TextGrid;fJA71Ye
jan2023-201_141-155_SPEAKER_00;today;NOUN;2;oO;oO;oO;[22, 89.3];oO;oO;oO;[193.40248087990886, 244.20097921430158];[41, 92];[48.06463605596043, 54.87550888827291];[15, 83];[0.02999999999999936, 0.2599999999999998];[10, 93];228.66881726918638;251.78423828454336;4.314113680890463;False;11.14;11.5;jan2023-201_141-155_SPEAKER_00_4.TextGrid;QWaw6oQ
jan2023-201_141-155_SPEAKER_00;biggest;ADJ;2;Oo;Oo;Oo;[50, 49.3];OO;Oo;OO;[257.972290982457, 255.34948289155443];[95, 95];[48.717099606296735, 48.42358064452246];[21, 19];[0.030000000000001137, 0.030000000000001137];[34, 34];250.55523115804286;257.65859685165174;3.292341388680167;False;15.57;15.8;jan2023-201_141-155_SPEAKER_00_4.TextGrid;Q5bLKqZ
jan2023-201_141-155_SPEAKER_00;information;NOUN;4;ooOo;ooOo;ooOo;[39, 26, 74.7, 68];ooOo;ooOo;oooO;[205.45267832090275, 193.15225538189688, 215.5012690262607, 199.5131540988531];[63, 40, 78, 53];[47.896035962153064, 50.121332752801955, 56.52495964933784, 54.02835381640264];[15, 34, 91, 77];[0.03999999999999915, 0.029999999999997584, 0.060000000000002274, 0.120000000000001];[39, 4, 55, 74];193.37906537858868;221.5696931322188;9.170100519869376;True;23.25;24.09;jan2023-201_141-155_SPEAKER_00_4.TextGrid;yV8htBl
