timestamp           ,project_name ,run_id                               ,duration          ,emissions             ,emissions_rate         ,cpu_power ,gpu_power ,ram_power         ,cpu_energy             ,gpu_energy ,ram_energy             ,energy_consumed        ,country_name ,country_iso_code ,region               ,cloud_provider ,cloud_region ,os                                                             ,python_version ,codecarbon_version ,cpu_count ,cpu_model                              ,gpu_count ,gpu_model ,longitude ,latitude ,ram_total_size    ,tracking_mode ,on_cloud ,pue
2024-06-11T10:31:35 ,codecarbon   ,70518369-143c-484e-b7df-6fef9ac6a548 ,86.38986444473267 ,2.039705780176388e-05 ,2.3610475526110772e-07 ,      7.5 ,      0.0 ,2.514554500579834 ,0.00017997225870688754 ,         0 ,6.0335211948561685e-05 ,0.00024030747065544923 ,France       ,FRA              ,auvergne-rhône-alpes ,               ,             ,Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35 ,3.10.6         ,2.4.2              ,       16 ,AMD Ryzen 7 5700U with Radeon Graphics ,          ,          ,   5.7205 , 45.1766 ,6.705478668212891 ,machine       ,N        ,1.0
