timestamp           ,project_name ,run_id                               ,duration          ,emissions             ,emissions_rate         ,cpu_power ,gpu_power ,ram_power          ,cpu_energy            ,gpu_energy ,ram_energy           ,energy_consumed     ,country_name ,country_iso_code ,region ,cloud_provider ,cloud_region ,os                                          ,python_version ,codecarbon_version ,cpu_count ,cpu_model                                 ,gpu_count ,gpu_model      ,longitude ,latitude ,ram_total_size    ,tracking_mode ,on_cloud
2024-06-12T16:58:49 ,codecarbon   ,9745a36d-3fd2-48e4-852e-cccdfa5021fb ,200.3175458908081 ,0.0005944408146974797 ,2.9674924982432933e-06 ,     42.5 ,      0.0 ,141.62599897384646 ,0.0023648273679945206 ,       0.0 ,0.007878147693133088 ,0.01024297506112761 ,France       ,FRA              ,       ,               ,             ,Linux-5.10.0-22-amd64-x86_64-with-glibc2.31 ,3.12.2         ,2.2.2              ,       32 ,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz ,        1 ,1 x Tesla K40m ,   2.3387 , 48.8582 ,377.6693305969238 ,machine       ,N
