timestamp           ,project_name ,run_id                               ,duration           ,emissions             ,emissions_rate        ,cpu_power ,gpu_power ,ram_power          ,cpu_energy             ,gpu_energy ,ram_energy            ,energy_consumed       ,country_name ,country_iso_code ,region ,cloud_provider ,cloud_region ,os                                          ,python_version ,codecarbon_version ,cpu_count ,cpu_model                                 ,gpu_count ,gpu_model      ,longitude ,latitude ,ram_total_size    ,tracking_mode ,on_cloud
2024-06-13T14:42:58 ,codecarbon   ,85d57ccf-4f21-4623-a911-cd05beb1bee2 ,28.999162197113037 ,8.605834062056707e-05 ,2.967614720577495e-06 ,     42.5 ,      0.0 ,141.62599897384646 ,0.00034234351664781573 ,       0.0 ,0.0011405516934112371 ,0.0014828952100590528 ,France       ,FRA              ,       ,               ,             ,Linux-5.10.0-22-amd64-x86_64-with-glibc2.31 ,3.12.2         ,2.2.2              ,       32 ,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz ,        1 ,1 x Tesla K40m ,   2.3387 , 48.8582 ,377.6693305969238 ,machine       ,N
