timestamp           ,project_name ,run_id                               ,duration          ,emissions            ,emissions_rate         ,cpu_power ,gpu_power ,ram_power          ,cpu_energy            ,gpu_energy ,ram_energy           ,energy_consumed       ,country_name ,country_iso_code ,region ,cloud_provider ,cloud_region ,os                                          ,python_version ,codecarbon_version ,cpu_count ,cpu_model                                 ,gpu_count ,gpu_model      ,longitude ,latitude ,ram_total_size    ,tracking_mode ,on_cloud
2024-06-13T14:48:05 ,codecarbon   ,e65623cd-0382-4e36-bb61-0f2b76d9fddf ,111.2127594947815 ,0.000330016386774939 ,2.9674327682735413e-06 ,     42.5 ,      0.0 ,141.62599897384646 ,0.0013129060059785843 ,       0.0 ,0.004373698170451423 ,0.0056866041764300065 ,France       ,FRA              ,       ,               ,             ,Linux-5.10.0-22-amd64-x86_64-with-glibc2.31 ,3.12.2         ,2.2.2              ,       32 ,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz ,        1 ,1 x Tesla K40m ,   2.3387 , 48.8582 ,377.6693305969238 ,machine       ,N
