
File;Speaker;Segment;Start;End;Duration
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_0;18.409062499999997;33.464687500000004;15.055625000000006
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_1;73.47218749999999;102.9728125;29.500625000000014
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_2;152.4303125;178.9609375;26.530624999999986
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_3;219.49156250000004;268.60093750000004;49.109375
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_4;308.99656250000004;318.7871875;9.790624999999977
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_5;320.3703125;347.87968750000005;27.509375000000034
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_6;379.93906250000003;392.2271875;12.28812499999998
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_7;393.5403125;418.92343750000003;25.383125000000007
dec2022-003_005-025.wav;SPEAKER_00;dec2022-003_005-025_SPEAKER_00_8;466.6259375;494.50656250000003;27.88062500000001
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_0;34.05218750000001;62.557187500000005;28.504999999999995
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_1;102.4128125;150.71218749999997;48.29937499999997
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_2;178.94093750000002;219.51156250000003;40.57062500000001
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_3;268.8003125;309.0165625;40.21625
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_4;348.55156250000005;379.9590625;31.40749999999997
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_5;416.97968750000007;465.68406250000004;48.70437499999997
dec2022-003_005-025.wav;SPEAKER_01;dec2022-003_005-025_SPEAKER_01_6;494.4021875;528.0034375;33.60124999999999
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_0;12.975312500000003;38.8984375;25.923125
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_1;78.9903125;131.1878125;52.197500000000005
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_2;207.9321875;241.34781249999997;33.41562499999998
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_3;242.40781250000003;253.1434375;10.73562499999997
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_4;319.93156250000004;402.62218750000005;82.69062500000001
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_5;467.26718750000003;499.53531250000003;32.268125
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_6;543.2384375;568.2165625;24.978124999999977
dec2022-003_014-006.wav;SPEAKER_00;dec2022-003_014-006_SPEAKER_00_7;603.4990625;616.9684375;13.469375000000014
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_0;39.57031250000001;68.1428125;28.572499999999998
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_1;69.3040625;79.01031250000001;9.706250000000011
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_2;131.16781250000003;144.0128125;12.84499999999997
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_3;145.4609375;207.95218749999998;62.49124999999998
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_4;253.12343750000002;303.81906250000003;50.69562500000001
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_5;305.13218750000004;319.9515625;14.81937499999998
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_6;403.12531250000006;461.71843750000005;58.593124999999986
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_7;501.27031250000005;518.8909375000001;17.620625000000018
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_8;520.3390625000001;543.4271875000001;23.08812499999999
dec2022-003_014-006.wav;SPEAKER_01;dec2022-003_014-006_SPEAKER_01_9;568.1965625;603.5190625;35.32249999999999
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_0;77.69093749999999;109.99281250000001;32.301875000000024
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_1;121.4309375;155.25156249999998;33.82062499999998
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_2;179.6665625;220.2709375;40.604375000000005
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_3;256.4309375;268.21281250000004;11.781875000000014
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_4;270.1671875;288.3446875;18.17750000000001
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_5;293.89343750000006;304.0553125;10.161874999999952
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_6;328.92593750000003;364.6703125;35.74437499999999
dec2022-003_017-029.wav;SPEAKER_01;dec2022-003_017-029_SPEAKER_01_7;400.0034375;408.30906250000004;8.30562500000002
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_0;23.572812499999998;77.9471875;54.374375
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_1;111.7446875;121.45093750000001;9.706250000000011
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_2;152.05906250000004;179.68656249999998;27.62749999999994
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_3;232.99156250000004;260.0284375;27.036874999999952
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_4;312.5403125;328.9459375;16.405624999999986
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_5;374.38718750000004;401.35656250000005;26.969375000000014
dec2022-003_017-029.wav;SPEAKER_02;dec2022-003_017-029_SPEAKER_02_6;408.28906250000006;422.4334375;14.144374999999968
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_0;33.0903125;61.9496875;28.859375
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_1;74.3496875;100.0196875;25.67
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_2;132.23093750000004;190.8746875;58.643749999999955
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_3;214.80031250000002;241.66843749999998;26.868124999999964
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_4;242.7115625;256.53531250000003;13.823750000000018
dec2022-003_022-010.wav;SPEAKER_00;dec2022-003_022-010_SPEAKER_00_5;285.7090625;296.9846875;11.275624999999991
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_0;11.456562500000002;31.5071875;20.050624999999997
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_1;63.04343750000001;73.8128125;10.769374999999997
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_2;101.4340625;131.40718750000002;29.973125000000024
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_3;190.29781250000002;204.3409375;14.043124999999975
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_4;270.0659375;284.37906250000003;14.313125000000014
dec2022-003_022-010.wav;SPEAKER_01;dec2022-003_022-010_SPEAKER_01_5;297.72406250000006;308.9659375;11.241874999999936
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_0;40.93718750000001;82.9084375;41.97125
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_10;473.51093750000007;515.0434375;41.532499999999914
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_11;530.4303125;578.4428125000001;48.012500000000045
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_12;590.1678125000001;604.6834375000001;14.515625
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_1;97.08031249999999;123.05406250000001;25.973750000000024
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_2;150.67531250000002;190.50343750000002;39.828125
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_3;215.44156250000003;261.6484375;46.20687499999997
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_4;263.19781250000005;276.9540625;13.756249999999966
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_5;282.67156250000005;307.51468750000004;24.843124999999986
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_6;320.99468750000005;349.1959375;28.20124999999996
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_7;366.48968750000006;388.6328125;22.14312499999994
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_8;398.48468750000006;427.4453125;28.960624999999936
dec2022-003_035-026.wav;SPEAKER_01;dec2022-003_035-026_SPEAKER_01_9;444.21593750000005;464.0134375;19.797499999999957
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_0;15.995937500000002;40.9571875;24.96125
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_1;82.8884375;93.9615625;11.073125000000005
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_2;133.7496875;146.8646875;13.115000000000009
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_3;203.7471875;215.4615625;11.714375000000018
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_4;312.97906250000005;321.01468750000004;8.035624999999982
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_5;350.72843750000004;367.45468750000003;16.726249999999993
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_6;388.6128125;399.0784375;10.465624999999989
dec2022-003_035-026.wav;SPEAKER_02;dec2022-003_035-026_SPEAKER_02_7;578.4228125000001;588.8546875000001;10.431874999999991
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_0;50.64031250000001;66.16843750000001;15.528125000000003
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_10;479.55218750000006;489.07281250000005;9.520624999999995
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_11;490.20031250000005;501.7121875;11.511874999999975
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_12;541.2978125000001;555.6278125;14.329999999999927
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_13;557.6665625;572.6715625;15.004999999999995
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_14;605.0515625;622.0815625;17.029999999999973
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_15;662.0721875;677.0434375000001;14.971250000000055
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_16;678.3396875000001;708.5828125;30.243124999999964
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_1;79.3109375;97.55593750000001;18.24500000000002
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_2;133.9353125;166.5071875;32.57187499999998
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_3;167.9890625;186.70656250000002;18.71750000000003
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_4;247.70656250000002;256.6534375;8.946874999999977
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_5;257.88218750000004;266.9978125;9.115624999999966
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_6;315.6284375;337.2821875;21.653750000000002
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_7;365.59531250000003;384.2790625;18.683749999999975
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_8;407.6309375000001;430.46593750000005;22.83499999999998
dec2022-003_039-040.wav;SPEAKER_00;dec2022-003_039-040_SPEAKER_00_9;431.5090625;458.93406250000004;27.42500000000001
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_0;13.734687500000001;50.3903125;36.655625
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_10;572.6515625000001;604.1434375;31.491874999999936
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_11;622.1459375000001;661.0796875000001;38.93375000000003
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_12;712.2921875000001;747.5134375;35.22124999999994
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_1;66.8571875;79.8371875;12.980000000000004
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_2;97.72156249999999;134.2759375;36.55437500000001
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_3;187.04093750000004;247.49031250000002;60.449374999999975
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_4;267.75406250000003;289.9478125;22.193749999999966
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_5;291.00781250000006;303.4140625;12.406249999999943
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_6;337.5321875;365.7840625;28.251874999999984
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_7;384.46156250000007;404.41093750000005;19.949374999999975
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_8;459.8084375;479.9771875;20.16874999999999
dec2022-003_039-040.wav;SPEAKER_01;dec2022-003_039-040_SPEAKER_01_9;501.69218750000005;540.3896875;38.69749999999999
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_0;12.249687500000002;37.7509375;25.50125
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_1;64.4440625;83.1953125;18.75125
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_2;100.9278125;121.01218750000001;20.08437500000001
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_3;172.41031250000003;202.9065625;30.496249999999975
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_4;257.49406250000004;293.45781250000005;35.963750000000005
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_5;342.9153125;384.2115625;41.296249999999986
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_6;432.4540625;453.51718750000003;21.063125000000014
dec2022-004_012-021.wav;SPEAKER_00;dec2022-004_012-021_SPEAKER_00_7;480.85156250000006;496.66656250000005;15.814999999999998
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_0;38.861562500000005;59.4521875;20.590624999999996
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_1;82.7871875;100.94781250000001;18.16062500000001
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_2;120.9921875;172.4303125;51.438125000000014
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_3;202.59968750000002;256.4509375;53.85124999999999
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_4;292.20593750000006;332.6753125;40.46937499999996
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_5;333.68468750000005;341.90593750000005;8.221249999999998
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_6;383.98906250000005;431.30968750000005;47.32062500000001
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_7;453.49718750000005;480.87156250000004;27.374374999999986
dec2022-004_012-021.wav;SPEAKER_01;dec2022-004_012-021_SPEAKER_01_8;496.6465625000001;508.1078125;11.46124999999995
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_0;9.1615625;38.307812500000004;29.146250000000002
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_1;73.9784375;119.99968750000001;46.02125000000001
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_2;155.92343750000003;165.4271875;9.503749999999968
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_3;181.9953125;216.9634375;34.968124999999986
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_4;251.1490625;263.4034375;12.254374999999982
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_5;285.72593750000004;317.50468750000005;31.778750000000002
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_6;372.95281250000005;406.13218750000004;33.17937499999999
dec2022-004_023-009.wav;SPEAKER_00;dec2022-004_023-009_SPEAKER_00_7;480.81781250000006;498.80968750000005;17.991874999999993
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_0;39.064062500000006;67.9909375;28.926874999999995
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_10;495.98843750000003;523.6159375000001;27.627500000000055
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_1;139.9428125;153.66531249999997;13.722499999999968
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_2;164.52968750000002;181.89718749999997;17.36749999999995
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_3;216.1334375;250.91593749999998;34.78249999999997
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_4;262.6071875;287.3996875;24.792500000000018
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_5;315.99968750000005;329.3678125;13.368124999999964
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_6;331.2040625;373.8334375;42.62937499999998
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_7;405.36968750000005;422.48406250000005;17.114374999999995
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_8;430.78343750000005;462.56218750000005;31.778750000000002
dec2022-004_023-009.wav;SPEAKER_01;dec2022-004_023-009_SPEAKER_01_9;464.4828125;481.29343750000004;16.810625000000016
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_0;76.5096875;135.49093749999997;58.981249999999974
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_1;136.7028125;170.0003125;33.297500000000014
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_2;208.52281250000004;236.7240625;28.20124999999996
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_3;259.4853125;292.9515625;33.46625
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_4;337.4309375;380.88718750000004;43.45625000000001
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_5;395.7509375;406.5034375;10.752499999999998
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_6;427.22281250000003;443.9490625;16.726249999999993
dec2022-004_034-042.wav;SPEAKER_00;dec2022-004_034-042_SPEAKER_00_7;491.80343750000003;501.96531250000004;10.161875000000009
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_0;8.4359375;40.5521875;32.11625
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_1;43.33343750000001;53.4109375;10.077499999999993
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_2;54.65656250000001;74.1334375;19.476874999999993
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_3;171.11093750000003;201.05031250000002;29.939374999999984
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_4;237.93593750000002;259.5053125;21.56937499999998
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_5;292.4928125;311.4971875;19.004374999999982
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_6;313.23218750000007;338.10906250000005;24.876874999999984
dec2022-004_034-042.wav;SPEAKER_01;dec2022-004_034-042_SPEAKER_01_7;406.48343750000004;427.2428125;20.759374999999977
