number of words;89
prop correct 2-syll;0.36363636363636365
prop correct Oo;0.8571428571428571
prop corect oO;0.13333333333333333
prop correct 3-syll;0.17647058823529413
prop correct Ooo;0.375
prop correct oOo;0.6
prop correct ooO;0.0
prop correct 4-syll;0.1
prop correct Oooo;0.0
prop correct oOoo;1.0
prop correct oooO;0.0
